,C,H,O,heat_rate,T,mass_porc,biomass_SD
831,44.71,1.48,49.33,10,405.25925925925,15.155497152869,True
832,44.71,1.48,49.33,10,43.3259259259251,99.3867717915024,True
833,44.71,1.48,49.33,5,668.961028846156,7.03786191536754,True
834,44.71,1.48,49.33,10,890.47407407405,0.306614104248859,True
835,44.71,1.48,49.33,5,289.994591346154,66.0579064587973,True
836,44.71,1.48,49.33,15,362.830769230766,30.5186455207886,True
837,44.71,1.48,49.33,5,382.103966346154,21.1135857461025,True
838,44.71,1.48,49.33,10,115.844444444442,96.4082347787998,True
839,44.71,1.48,49.33,15,431.815384615381,16.2880411487355,True
840,44.71,1.48,49.33,5,629.311028846155,7.52783964365258,True
841,44.71,1.48,49.33,15,874.76923076922,1.32876125160747,True
842,44.71,1.48,49.33,5,380.346153846154,21.7371937639198,True
843,44.71,1.48,49.33,5,388.783653846154,18.3518930957683,True
844,44.71,1.48,49.33,15,778.55384615384,2.78611230175745,True
845,44.71,1.48,49.33,5,578.559028846155,8.19599109131407,True
846,44.71,1.48,49.33,5,389.838341346154,18.0846325167037,True
847,44.71,1.48,49.33,5,427.455528846154,15.2338530066799,True
848,44.71,1.48,49.33,10,401.303703703694,15.724923346474,True
849,44.71,1.48,49.33,5,794.25502884617,4.27616926503341,True
850,44.71,1.48,49.33,10,848.94074074072,1.75208059570736,True
851,44.71,1.48,49.33,5,58.6664663461538,98.4409799554566,True
852,44.71,1.48,49.33,10,802.79259259257,2.71572492334652,True
853,44.71,1.48,49.33,15,899.27692307691,0.0857265323618707,True
854,44.71,1.48,49.33,15,248.461538461537,86.9267038148307,True
855,44.71,1.48,49.33,15,85.9846153846167,96.6995285040719,True
856,44.71,1.48,49.33,5,860.07402884618,1.60356347438759,True
857,44.71,1.48,49.33,5,710.19702884616,6.41425389755019,True
858,44.71,1.48,49.33,10,69.6962962962947,98.1165133596146,True
859,44.71,1.48,49.33,15,557.98461538461,10.5872267466781,True
860,44.71,1.48,49.33,5,349.760216346154,34.9220489977728,True
861,44.71,1.48,49.33,5,289.643028846154,66.5478841870824,True
862,44.71,1.48,49.33,5,359.603966346154,31.6703786191536,True
863,44.71,1.48,49.33,15,739.52307692307,4.88641234462069,True
864,44.71,1.48,49.33,5,306.166466346154,53.9420935412026,True
865,44.71,1.48,49.33,15,370.092307692305,29.7471067295327,True
866,44.71,1.48,49.33,5,417.963341346154,16.436525612472,True
867,44.71,1.48,49.33,5,80.8149038461538,96.0801781737193,True
868,44.71,1.48,49.33,5,395.111778846154,17.4164810690422,True
869,44.71,1.48,49.33,10,189.022222222218,94.2181340341655,True
870,44.71,1.48,49.33,5,393.002403846154,17.5946547884187,True
871,44.71,1.48,49.33,5,276.283653846154,78.7973273942093,True
872,44.71,1.48,49.33,5,322.338341346154,44.9443207126949,True
873,44.71,1.48,49.33,15,527.123076923072,11.6588084012002,True
874,44.71,1.48,49.33,10,427.674074074064,14.2356548401226,True
875,44.71,1.48,49.33,5,67.8070913461538,97.5946547884186,True
876,44.71,1.48,49.33,10,375.592592592584,19.185282522996,True
877,44.71,1.48,49.33,10,102.659259259257,96.8462549277266,True
878,44.71,1.48,49.33,15,789.44615384614,2.57179597085307,True
879,44.71,1.48,49.33,5,298.432091346154,58.9755011135858,True
880,44.71,1.48,49.33,10,500.85185185184,10.7752956636005,True
881,44.71,1.48,49.33,5,450.093028846154,13.7639198218228,True
882,44.71,1.48,49.33,5,281.557091346154,74.1202672605791,True
883,44.71,1.48,49.33,5,448.507028846154,13.8530066815111,True
884,44.71,1.48,49.33,10,804.11111111109,2.71572492334652,True
885,44.71,1.48,49.33,5,262.572716346154,84.7661469933184,True
886,44.71,1.48,49.33,5,680.063028846156,6.90423162583524,True
887,44.71,1.48,49.33,15,791.26153846153,2.57179597085307,True
888,44.71,1.48,49.33,15,666.907692307685,6.77239605657956,True
889,44.71,1.48,49.33,10,357.133333333325,30.3109943057381,True
890,44.71,1.48,49.33,10,787.629629629609,3.19754708716602,True
891,44.71,1.48,49.33,10,782.355555555535,3.46035917652215,True
892,44.71,1.48,49.33,10,549.637037037024,9.54883924660534,True
893,44.71,1.48,49.33,15,399.138461538458,19.0741534504929,True
894,44.71,1.48,49.33,5,339.213341346154,38.2628062360801,True
895,44.71,1.48,49.33,5,202.455528846154,90.7795100222717,True
896,44.71,1.48,49.33,10,469.866666666656,11.6075339465616,True
897,44.71,1.48,49.33,5,291.752403846154,64.6325167037862,True
898,44.71,1.48,49.33,10,239.12592592592,86.6841874726237,True
899,44.71,1.48,49.33,10,291.86666666666,67.8055190538765,True
900,44.71,1.48,49.33,10,155.399999999996,95.3569864213753,True
901,44.71,1.48,49.33,5,131.088341346154,94.4766146993318,True
902,44.71,1.48,49.33,15,825.75384615384,2.57179597085307,True
903,44.71,1.48,49.33,5,61.4789663461538,98.218262806236,True
904,44.71,1.48,49.33,10,893.11111111108,0.175208059570799,True
905,44.71,1.48,49.33,10,266.155555555549,77.5295663600525,True
906,44.71,1.48,49.33,5,321.283653846154,45.3452115812918,True
907,44.71,1.48,49.33,5,667.375028846156,7.03786191536754,True
908,44.71,1.48,49.33,10,709.177777777761,5.16863775733677,True
909,44.71,1.48,49.33,15,820.30769230768,2.57179597085307,True
910,44.71,1.48,49.33,5,449.300028846154,13.808463251667,True
911,44.71,1.48,49.33,15,238.476923076922,88.8984140591513,True
912,44.71,1.48,49.33,5,331.127403846154,41.6481069042316,True
913,44.71,1.48,49.33,5,317.064903846154,47.7951002227171,True
914,44.71,1.48,49.33,10,539.748148148136,9.6802452912834,True
915,44.71,1.48,49.33,5,77.6508413461538,96.3028953229398,True
916,44.71,1.48,49.33,10,740.822222222204,4.29259745948309,True
917,44.71,1.48,49.33,5,196.127403846154,91.1804008908686,True
918,44.71,1.48,49.33,10,368.999999999991,20.849759088918,True
919,44.71,1.48,49.33,5,54.4477163461538,98.663697104677,True
920,44.71,1.48,49.33,5,396.518028846154,17.4164810690422,True
921,44.71,1.48,49.33,5,37.9242788461539,99.554565701559,True
922,44.71,1.48,49.33,10,514.696296296285,10.3810775295664,True
923,44.71,1.48,49.33,10,68.3777777777762,98.1603153745072,True
924,44.71,1.48,49.33,10,207.481481481477,92.6412614980289,True
925,44.71,1.48,49.33,15,157.692307692308,93.6562366052293,True
926,44.71,1.48,49.33,10,97.385185185183,97.0214629872974,True
927,44.71,1.48,49.33,10,123.096296296294,96.1892247043364,True
928,44.71,1.48,49.33,5,891.00102884619,0.31180400890875,True
929,44.71,1.48,49.33,5,619.795028846155,7.66146993318488,True
930,44.71,1.48,49.33,5,743.50302884616,6.05790645879729,True
931,44.71,1.48,49.33,5,825.97502884618,2.71714922048997,True
932,44.71,1.48,49.33,5,714.16202884616,6.41425389755019,True
933,44.71,1.48,49.33,10,519.970370370358,10.2496714848884,True
934,44.71,1.48,49.33,5,447.714028846154,13.8975501113553,True
935,44.71,1.48,49.33,5,86.4399038461538,95.9020044543429,True
936,44.71,1.48,49.33,5,421.478966346154,15.9910913140305,True
937,44.71,1.48,49.33,5,663.410028846156,7.12694877505568,True
938,44.71,1.48,49.33,10,216.051851851847,91.3272010512483,True
939,44.71,1.48,49.33,10,100.681481481479,96.933858957512,True
940,44.71,1.48,49.33,5,883.07102884618,0.534521158129196,True
941,44.71,1.48,49.33,5,523.842028846155,8.68596881959912,True
942,44.71,1.48,49.33,10,734.229629629612,4.55540954883921,True
943,44.71,1.48,49.33,5,731.60802884616,6.2806236080179,True
944,44.71,1.48,49.33,10,124.414814814812,96.1454226894437,True
945,44.71,1.48,49.33,15,609.72307692307,8.74410630090015,True
946,44.71,1.48,49.33,5,527.014028846155,8.68596881959912,True
947,44.71,1.48,49.33,5,30.8930288461539,99.8218262806236,True
948,44.71,1.48,49.33,15,88.7076923076936,96.3994856408059,True
949,44.71,1.48,49.33,10,487.666666666655,11.1695137976346,True
950,44.71,1.48,49.33,5,899.72402884619,0.0890868596881466,True
951,44.71,1.48,49.33,10,689.399999999984,5.86946999561981,True
952,44.71,1.48,49.33,15,470.846153846149,14.2306043720532,True
953,44.71,1.48,49.33,5,495.294028846154,10.4231625835124,True
954,44.71,1.48,49.33,5,583.317028846155,8.15144766146992,True
955,44.71,1.48,49.33,15,437.261538461534,15.8594084869267,True
956,44.71,1.48,49.33,15,642.399999999993,7.54393484783548,True
957,44.71,1.48,49.33,5,190.853966346154,91.7149220489978,True
958,44.71,1.48,49.33,5,370.853966346154,27.2605790645879,True
959,44.71,1.48,49.33,10,329.444444444437,49.2772667542707,True
960,44.71,1.48,49.33,5,140.580528846154,94.2093541202672,True
961,44.71,1.48,49.33,5,759.36302884617,5.7461024498887,True
962,44.71,1.48,49.33,10,191.659259259255,94.0867279894875,True
963,44.71,1.48,49.33,5,364.525841346154,30.6458797327394,True
964,44.71,1.48,49.33,15,267.523076923075,81.9545649378481,True
965,44.71,1.48,49.33,5,695.130028846156,6.72605790645879,True
966,44.71,1.48,49.33,15,121.384615384616,94.9849978568367,True
967,44.71,1.48,49.33,10,384.822222222213,17.3455978975033,True
968,44.71,1.48,49.33,15,463.584615384611,14.6163737676811,True
969,44.71,1.48,49.33,10,701.92592592591,5.56285589137095,True
970,44.71,1.48,49.33,5,151.127403846154,93.9866369710467,True
971,44.71,1.48,49.33,5,489.743028846154,11.5367483296152,True
972,44.71,1.48,49.33,15,663.276923076916,6.85812258894128,True
973,44.71,1.48,49.33,10,388.777777777769,16.9951817783619,True
974,44.71,1.48,49.33,10,92.111111111109,97.2404730617607,True
975,44.71,1.48,49.33,5,441.370028846154,14.2538975501085,True
976,44.71,1.48,49.33,5,33.0024038461539,99.7327394209354,True
977,44.71,1.48,49.33,10,208.140740740736,92.4222514235654,True
978,44.71,1.48,49.33,10,677.533333333318,6.08848007008319,True
979,44.71,1.48,49.33,10,577.325925925913,8.80420499342972,True
980,44.71,1.48,49.33,10,154.740740740737,95.3569864213753,True
981,44.71,1.48,49.33,5,819.63102884617,3.11804008908687,True
982,44.71,1.48,49.33,5,581.731028846155,8.19599109131407,True
983,44.71,1.48,49.33,15,543.461538461533,10.972996142306,True
984,44.71,1.48,49.33,15,145.892307692308,94.1705957993998,True
985,44.71,1.48,49.33,5,78.0024038461538,96.3028953229398,True
986,44.71,1.48,49.33,5,418.666466346154,16.3474387527837,True
987,44.71,1.48,49.33,5,881.48502884618,0.579064587973348,True
988,44.71,1.48,49.33,5,404.955528846154,16.6592427616926,True
989,44.71,1.48,49.33,10,531.837037037025,10.0306614104248,True
990,44.71,1.48,49.33,15,42.4153846153858,98.7569652807544,True
991,44.71,1.48,49.33,5,162.377403846154,93.5412026726058,True
992,44.71,1.48,49.33,5,273.119591346154,81.4253897550111,True
993,44.71,1.48,49.33,5,770.46502884617,5.3897550111358,True
994,44.71,1.48,49.33,5,521.463028846155,8.73051224944327,True
995,44.71,1.48,49.33,10,357.792592592584,29.1283399036355,True
996,44.71,1.48,49.33,10,800.81481481479,2.75952693823911,True
997,44.71,1.48,49.33,5,279.447716346154,75.055679287305,True
998,44.71,1.48,49.33,5,378.588341346154,23.5634743875278,True
999,44.71,1.48,49.33,10,616.222222222208,7.70915462111265,True
1000,44.71,1.48,49.33,5,223.197716346154,89.2204899777282,True
1001,44.71,1.48,49.33,10,272.748148148142,73.6311870346036,True
1002,44.71,1.48,49.33,10,600.399999999986,8.01576872536135,True
1003,44.71,1.48,49.33,15,146.8,94.1705957993998,True
1004,44.71,1.48,49.33,5,224.603966346154,89.0423162583518,True
1005,44.71,1.48,49.33,5,141.283653846154,94.1648106904232,True
1006,44.71,1.48,49.33,5,287.182091346154,68.3296213808463,True
1007,44.71,1.48,49.33,5,126.518028846154,94.5211581291759,True
1008,44.71,1.48,49.33,10,359.111111111103,28.6027157249233,True
1009,44.71,1.48,49.33,10,721.044444444428,4.81822163819533,True
1010,44.71,1.48,49.33,15,405.492307692304,18.0454350621517,True
1011,44.71,1.48,49.33,15,443.615384615381,15.6450921560224,True
1012,44.71,1.48,49.33,15,539.830769230764,11.1444492070296,True
1013,44.71,1.48,49.33,15,502.61538461538,13.0304329189885,True
1014,44.71,1.48,49.33,5,537.323028846155,8.59688195991097,True
1015,44.71,1.48,49.33,15,229.399999999999,89.9271324474924,True
1016,44.71,1.48,49.33,10,618.859259259245,7.62155059132717,True
1017,44.71,1.48,49.33,5,155.697716346154,93.8084632516702,True
1018,44.71,1.48,49.33,5,302.650841346154,55.8574610244989,True
1019,44.71,1.48,49.33,10,156.718518518515,95.3131844064827,True
1020,44.71,1.48,49.33,5,823.59602884617,2.93986636971042,True
1021,44.71,1.48,49.33,5,544.460028846155,8.55233853006682,True
1022,44.71,1.48,49.33,15,802.15384615384,2.57179597085307,True
1023,44.71,1.48,49.33,10,418.444444444435,14.4984669294787,True
1024,44.71,1.48,49.33,15,337.415384615382,40.4629232747535,True
1025,44.71,1.48,49.33,5,507.982028846154,8.86414253897557,True
1026,44.71,1.48,49.33,15,333.784615384613,43.7633947706815,True
1027,44.71,1.48,49.33,5,387.728966346154,18.7082405345211,True
1028,44.71,1.48,49.33,15,61.4769230769247,98.1140162880411,True
1029,44.71,1.48,49.33,10,303.733333333326,63.6881296539641,True
1030,44.71,1.48,49.33,10,324.170370370363,51.7739816031537,True
1031,44.71,1.48,49.33,15,428.184615384612,16.5880840120017,True
1032,44.71,1.48,49.33,10,591.170370370357,8.32238282961021,True
1033,44.71,1.48,49.33,5,312.494591346154,49.5322939866369,True
1034,44.71,1.48,49.33,10,569.414814814802,9.0232150678931,True
1035,44.71,1.48,49.33,10,498.214814814803,10.8190976784932,True
1036,44.71,1.48,49.33,5,160.619591346154,93.630289532294,True
1037,44.71,1.48,49.33,5,305.111778846154,54.1648106904232,True
1038,44.71,1.48,49.33,5,467.539028846154,12.7839643652515,True
1039,44.71,1.48,49.33,15,473.569230769226,14.1020145735105,True
1040,44.71,1.48,49.33,10,94.7481481481459,97.1966710468682,True
1041,44.71,1.48,49.33,10,760.599999999981,3.89837932544891,True
1042,44.71,1.48,49.33,5,368.041466346154,28.7750556792873,True
1043,44.71,1.48,49.33,10,864.76296296294,1.1388523872098,True
1044,44.71,1.48,49.33,15,216.692307692307,90.6129447063866,True
1045,44.71,1.48,49.33,10,635.999999999985,7.35873850197106,True
1046,44.71,1.48,49.33,10,658.4148148148,6.57030223390269,True
1047,44.71,1.48,49.33,10,435.585185185175,13.8414367060884,True
1048,44.71,1.48,49.33,5,66.0492788461538,97.7282850779509,True
1049,44.71,1.48,49.33,15,34.246153846155,99.3141877411058,True
1050,44.71,1.48,49.33,15,334.692307692305,42.477496785255,True
1051,44.71,1.48,49.33,5,384.916466346154,18.9755011135857,True
1052,44.71,1.48,49.33,15,388.246153846151,22.2031718816974,True
1053,44.71,1.48,49.33,5,291.400841346154,64.8552338530066,True
1054,44.71,1.48,49.33,5,328.314903846154,42.316258351893,True
1055,44.71,1.48,49.33,5,259.760216346154,85.1670378619153,True
1056,44.71,1.48,49.33,5,560.320028846155,8.37416481069037,True
1057,44.71,1.48,49.33,10,296.481481481475,67.1046868155935,True
1058,44.71,1.48,49.33,5,744.29602884616,6.0133630289533,True
1059,44.71,1.48,49.33,5,87.4945913461538,95.8574610244989,True
1060,44.71,1.48,49.33,15,743.15384615384,4.5863694813546,True
1061,44.71,1.48,49.33,10,370.977777777769,19.9737187910644,True
1062,44.71,1.48,49.33,10,359.770370370362,26.3250109505037,True
1063,44.71,1.48,49.33,15,538.015384615379,11.2301757393914,True
1064,44.71,1.48,49.33,10,844.98518518516,1.92728865527816,True
1065,44.71,1.48,49.33,15,394.599999999997,19.9314187741106,True
1066,44.71,1.48,49.33,10,434.266666666656,13.8414367060884,True
1067,44.71,1.48,49.33,15,658.738461538454,7.02957565366487,True
1068,44.71,1.48,49.33,5,205.971153846154,90.5567928730512,True
1069,44.71,1.48,49.33,5,766.50002884617,5.4788418708241,True
1070,44.71,1.48,49.33,5,720.50602884616,6.36971046770604,True
1071,44.71,1.48,49.33,5,199.994591346154,90.8685968819598,True
1072,44.71,1.48,49.33,15,290.215384615383,73.7676810972996,True
1073,44.71,1.48,49.33,15,600.646153846147,9.04414916416639,True
1074,44.71,1.48,49.33,5,271.010216346154,82.4498886414253,True
1075,44.71,1.48,49.33,5,217.221153846154,89.7550111358575,True
1076,44.71,1.48,49.33,5,227.768028846154,88.6859688195991,True
1077,44.71,1.48,49.33,5,293.861778846154,62.8062360801782,True
1078,44.71,1.48,49.33,5,330.775841346154,41.6481069042316,True
1079,44.71,1.48,49.33,5,85.3852163461538,95.9020044543429,True
1080,44.71,1.48,49.33,10,96.0666666666645,97.1528690319754,True
1081,44.71,1.48,49.33,15,518.046153846149,11.8731247321046,True
1082,44.71,1.48,49.33,10,788.288888888868,3.19754708716602,True
1083,44.71,1.48,49.33,5,120.189903846154,94.6993318485523,True
1084,44.71,1.48,49.33,5,300.541466346154,57.9955456570155,True
1085,44.71,1.48,49.33,5,204.916466346154,90.6013363028952,True
1086,44.71,1.48,49.33,5,184.877403846154,92.1603563474387,True
1087,44.71,1.48,49.33,10,99.3629629629606,96.933858957512,True
1088,44.71,1.48,49.33,5,255.541466346154,85.9242761692649,True
1089,44.71,1.48,49.33,5,433.440028846154,14.69933184855,True
1090,44.71,1.48,49.33,5,883.86402884618,0.489977728285044,True
1091,44.71,1.48,49.33,10,509.422222222211,10.424879544459,True
1092,44.71,1.48,49.33,5,274.877403846154,80.3563474387527,True
1093,44.71,1.48,49.33,5,621.381028846156,7.66146993318488,True
1094,44.71,1.48,49.33,15,782.18461538461,2.65752250321479,True
1095,44.71,1.48,49.33,15,111.400000000001,95.2850407201028,True
1096,44.71,1.48,49.33,5,442.956028846154,14.1648106904202,True
1097,44.71,1.48,49.33,5,229.877403846154,88.5077951002226,True
1098,44.71,1.48,49.33,15,176.753846153846,92.7989712816115,True
1099,44.71,1.48,49.33,5,63.5883413461538,97.9510022271715,True
1100,44.71,1.48,49.33,5,265.736778846154,84.0534521158129,True
1101,44.71,1.48,49.33,5,542.081028846155,8.55233853006682,True
1102,44.71,1.48,49.33,5,299.135216346154,58.7527839643652,True
1103,44.71,1.48,49.33,5,624.553028846155,7.57238307349673,True
1104,44.71,1.48,49.33,15,478.107692307688,13.9305615087869,True
1105,44.71,1.48,49.33,10,610.288888888875,7.79675865089797,True
1106,44.71,1.48,49.33,10,428.333333333323,14.19185282523,True
1107,44.71,1.48,49.33,5,348.002403846154,35.1447661469934,True
1108,44.71,1.48,49.33,5,99.7992788461538,95.2783964365255,True
1109,44.71,1.48,49.33,15,265.707692307691,82.3831975996571,True
1110,44.71,1.48,49.33,5,371.908653846154,26.9042316258351,True
1111,44.71,1.48,49.33,5,450.886028846154,13.7193763919787,True
1112,44.71,1.48,49.33,15,120.476923076924,94.9849978568367,True
1113,44.71,1.48,49.33,15,429.092307692304,16.5880840120017,True
1114,44.71,1.48,49.33,15,851.16923076922,2.2288898414059,True
1115,44.71,1.48,49.33,10,476.459259259248,11.4323258869908,True
1116,44.71,1.48,49.33,5,356.439903846154,32.6948775055678,True
1117,44.71,1.48,49.33,15,110.492307692309,95.2850407201028,True
1118,44.71,1.48,49.33,10,693.35555555554,5.73806395094175,True
1119,44.71,1.48,49.33,10,293.844444444438,67.6741130091984,True
1120,44.71,1.48,49.33,5,250.268028846154,86.5478841870824,True
1121,44.71,1.48,49.33,5,255.189903846154,85.9688195991091,True
1122,44.71,1.48,49.33,5,324.799278846154,44.1425389755011,True
1123,44.71,1.48,49.33,5,350.463341346154,34.56570155902,True
1124,44.71,1.48,49.33,10,391.414814814806,16.3381515549716,True
1125,44.71,1.48,49.33,10,86.1777777777759,97.3718791064388,True
1126,44.71,1.48,49.33,5,469.918028846154,12.650334075719,True
1127,44.71,1.48,49.33,15,82.3538461538475,96.8709815687955,True
1128,44.71,1.48,49.33,5,605.521028846155,7.83964365256133,True
1129,44.71,1.48,49.33,15,130.461538461539,94.7706815259323,True
1130,44.71,1.48,49.33,5,194.369591346154,91.2249443207126,True
1131,44.71,1.48,49.33,5,848.97202884618,2.04899777282848,True
1132,44.71,1.48,49.33,5,660.238028846156,7.17149220489983,True
1133,44.71,1.48,49.33,15,250.276923076922,86.2837548221174,True
1134,44.71,1.48,49.33,10,229.896296296291,88.9618922470433,True
1135,44.71,1.48,49.33,5,208.080528846154,90.4231625835189,True
1136,44.71,1.48,49.33,5,290.697716346154,65.7461024498886,True
1137,44.71,1.48,49.33,5,822.01002884617,2.93986636971042,True
1138,44.71,1.48,49.33,5,516.705028846155,8.73051224944327,True
1139,44.71,1.48,49.33,5,345.189903846154,36.0801781737193,True
1140,44.71,1.48,49.33,5,156.752403846154,93.7639198218263,True
1141,44.71,1.48,49.33,5,388.080528846154,18.5300668151448,True
1142,44.71,1.48,49.33,10,236.488888888883,87.5164257555848,True
1143,44.71,1.48,49.33,15,113.215384615386,95.1564509215601,True
1144,44.71,1.48,49.33,5,181.361778846154,92.4721603563474,True
1145,44.71,1.48,49.33,15,814.86153846153,2.57179597085307,True
1146,44.71,1.48,49.33,10,113.866666666664,96.4520367936925,True
1147,44.71,1.48,49.33,5,325.150841346154,44.0534521158129,True
1148,44.71,1.48,49.33,5,473.883028846154,12.4276169264983,True
1149,44.71,1.48,49.33,5,324.447716346154,44.3652561247215,True
1150,44.71,1.48,49.33,5,562.699028846155,8.37416481069037,True
1151,44.71,1.48,49.33,10,186.385185185181,94.3057380639508,True
1152,44.71,1.48,49.33,5,220.385216346154,89.3541202672606,True
1153,44.71,1.48,49.33,5,438.991028846154,14.387527839641,True
1154,44.71,1.48,49.33,5,361.010216346154,31.1358574610246,True
1155,44.71,1.48,49.33,5,230.580528846154,88.4632516703786,True
1156,44.71,1.48,49.33,5,446.128028846154,13.9866369710436,True
1157,44.71,1.48,49.33,15,764.93846153845,3.343334762109,True
1158,44.71,1.48,49.33,15,723.18461538461,5.48649807115302,True
1159,44.71,1.48,49.33,15,87.8000000000013,96.5709387055293,True
1160,44.71,1.48,49.33,5,185.580528846154,92.1158129175947,True
1161,44.71,1.48,49.33,10,397.348148148139,16.0315374507227,True
1162,44.71,1.48,49.33,5,375.072716346154,25.9242761692651,True
1163,44.71,1.48,49.33,5,65.6977163461538,97.7728285077951,True
1164,44.71,1.48,49.33,5,796.63402884617,4.09799554565696,True
1165,44.71,1.48,49.33,10,523.925925925914,10.2058694699956,True
1166,44.71,1.48,49.33,10,255.607407407401,81.6031537450722,True
1167,44.71,1.48,49.33,5,500.052028846154,8.99777282850787,True
1168,44.71,1.48,49.33,10,546.340740740728,9.63644327639066,True
1169,44.71,1.48,49.33,15,498.076923076918,13.1590227175312,True
1170,44.71,1.48,49.33,15,112.307692307693,95.242177453922,True
1171,44.71,1.48,49.33,10,796.859259259238,2.84713096802458,True
1172,44.71,1.48,49.33,5,345.893028846154,36.0356347438753,True
1173,44.71,1.48,49.33,5,465.953028846154,12.8730512249398,True
1174,44.71,1.48,49.33,10,382.844444444436,17.7836180464301,True
1175,44.71,1.48,49.33,10,95.4074074074052,97.1528690319754,True
1176,44.71,1.48,49.33,15,891.10769230768,0.342906129447178,True
1177,44.71,1.48,49.33,10,237.807407407402,87.0346035917653,True
1178,44.71,1.48,49.33,5,242.182091346154,87.2160356347438,True
1179,44.71,1.48,49.33,5,304.057091346154,54.6993318485524,True
1180,44.71,1.48,49.33,10,264.177777777772,78.6246167323697,True
1181,44.71,1.48,49.33,5,655.480028846156,7.17149220489983,True
1182,44.71,1.48,49.33,5,542.874028846155,8.55233853006682,True
1183,44.71,1.48,49.33,15,33.3384615384628,99.3999142734675,True
1184,44.71,1.48,49.33,15,892.01538461537,0.342906129447178,True
1185,44.71,1.48,49.33,15,875.67692307691,1.32876125160747,True
1186,44.71,1.48,49.33,10,34.0962962962955,99.8685939553219,True
1187,44.71,1.48,49.33,5,414.447716346154,16.7928730512249,True
1188,44.71,1.48,49.33,15,620.615384615378,8.44406343763391,True
1189,44.71,1.48,49.33,10,601.718518518505,7.97196671046862,True
1190,44.71,1.48,49.33,15,541.646153846148,11.015859408487,True
1191,44.71,1.48,49.33,15,281.13846153846,78.0540077153879,True
1192,44.71,1.48,49.33,5,333.236778846154,40.7572383073496,True
1193,44.71,1.48,49.33,10,833.11851851849,2.19010074463428,True
1194,44.71,1.48,49.33,5,434.233028846154,14.6547884187059,True
1195,44.71,1.48,49.33,10,483.7111111111,11.3885238720982,True
1196,44.71,1.48,49.33,10,659.074074074059,6.57030223390269,True
1197,44.71,1.48,49.33,10,810.04444444442,2.67192290845378,True
1198,44.71,1.48,49.33,5,176.791466346154,92.739420935412,True
1199,44.71,1.48,49.33,10,179.133333333329,94.568550153307,True
1200,44.71,1.48,49.33,15,286.584615384614,76.6823831975997,True
1201,44.71,1.48,49.33,15,41.5076923076936,98.7569652807544,True
1202,44.71,1.48,49.33,5,472.297028846154,12.5167037861866,True
1203,44.71,1.48,49.33,10,460.637037037026,12.0455540954883,True
1204,44.71,1.48,49.33,5,833.90502884618,2.53897550111352,True
1205,44.71,1.48,49.33,10,384.162962962954,17.4332019272886,True
1206,44.71,1.48,49.33,10,421.081481481472,14.3232588699081,True
1207,44.71,1.48,49.33,5,589.661028846155,8.10690423162577,True
1208,44.71,1.48,49.33,15,161.323076923077,93.5276468066867,True
1209,44.71,1.48,49.33,5,62.5336538461538,97.9955456570155,True
1210,44.71,1.48,49.33,5,825.18202884618,2.76169265033413,True
1211,44.71,1.48,49.33,10,492.940740740729,11.0381077529566,True
1212,44.71,1.48,49.33,10,133.644444444441,95.9702146298729,True
1213,44.71,1.48,49.33,10,649.18518518517,6.78931230836623,True
1214,44.71,1.48,49.33,10,467.229629629619,11.7389399912396,True
1215,44.71,1.48,49.33,5,756.98402884617,5.7461024498887,True
1216,44.71,1.48,49.33,10,334.059259259252,47.9194042925975,True
1217,44.71,1.48,49.33,15,772.19999999999,3.12901843120447,True
1218,44.71,1.48,49.33,15,85.0769230769245,96.6995285040719,True
1219,44.71,1.48,49.33,10,695.992592592577,5.69426193604901,True
1220,44.71,1.48,49.33,5,685.614028846156,6.81514476614693,True
1221,44.71,1.48,49.33,5,500.845028846154,8.99777282850787,True
1222,44.71,1.48,49.33,10,28.8222222222216,99.9561979851073,True
1223,44.71,1.48,49.33,5,374.018028846154,26.3697104677059,True
1224,44.71,1.48,49.33,5,108.939903846154,95.0111358574609,True
1225,44.71,1.48,49.33,15,188.553846153846,92.3274753536219,True
1226,44.71,1.48,49.33,15,458.138461538457,14.9592798971282,True
1227,44.71,1.48,49.33,15,514.415384615379,12.3017573939134,True
1228,44.71,1.48,49.33,5,66.7524038461538,97.6837416481069,True
1229,44.71,1.48,49.33,15,423.64615384615,16.888126875268,True
1230,44.71,1.48,49.33,10,857.51111111109,1.44546649145866,True
1231,44.71,1.48,49.33,10,152.762962962959,95.4007884362681,True
1232,44.71,1.48,49.33,15,621.52307692307,8.40120017145312,True
1233,44.71,1.48,49.33,5,210.541466346154,90.2449888641425,True
1234,44.71,1.48,49.33,5,584.903028846155,8.15144766146992,True
1235,44.71,1.48,49.33,10,853.55555555553,1.6206745510293,True
1236,44.71,1.48,49.33,5,169.057091346154,93.1403118040089,True
1237,44.71,1.48,49.33,10,545.681481481469,9.63644327639066,True
1238,44.71,1.48,49.33,5,491.329028846154,11.4476614699269,True
1239,44.71,1.48,49.33,15,742.24615384615,4.62923274753538,True
1240,44.71,1.48,49.33,5,745.88202884616,5.96881959910914,True
1241,44.71,1.48,49.33,10,698.629629629613,5.65045992115643,True
1242,44.71,1.48,49.33,10,434.925925925916,13.8414367060884,True
1243,44.71,1.48,49.33,5,155.346153846154,93.8084632516702,True
1244,44.71,1.48,49.33,10,480.414814814804,11.3885238720982,True
1245,44.71,1.48,49.33,5,366.635216346154,29.3095768374165,True
