,C,H,O,heat_rate,T,mass_porc,biomass
2795,48.95,1.38,48.41,5,199.700000000006,95.7898688691641,PP
2796,48.95,1.38,48.41,10,207.400000000003,92.5475285171103,PP
2797,48.95,1.38,48.41,10,509.800000000015,16.3498098859315,PP
2798,48.95,1.38,48.41,5,738.710999999989,5.55361883564401,PP
2799,48.95,1.38,48.41,10,281.800000000006,67.2496831432193,PP
2800,48.95,1.38,48.41,15,691.546175000019,1.37244348762115,PP
2801,48.95,1.38,48.41,10,554.800000000016,13.5868187579215,PP
2802,48.95,1.38,48.41,5,449.047,20.5438309511679,PP
2803,48.95,1.38,48.41,15,710.446175000018,0.618945102260487,PP
2804,48.95,1.38,48.41,5,101.300000000003,99.0614357351641,PP
2805,48.95,1.38,48.41,10,298.000000000007,59.1888466413181,PP
2806,48.95,1.38,48.41,5,279.875000000011,32.3965568099542,PP
2807,48.95,1.38,48.41,10,562.000000000017,13.2065906210393,PP
2808,48.95,1.38,48.41,5,338.935000000001,26.6042744898233,PP
2809,48.95,1.38,48.41,15,128.914985000003,95.7750269106566,PP
2810,48.95,1.38,48.41,5,89.3000000000022,99.2491485881312,PP
2811,48.95,1.38,48.41,15,552.590330000015,6.64693218514531,PP
2812,48.95,1.38,48.41,15,701.626175000019,0.780409041980622,PP
2813,48.95,1.38,48.41,5,36.8000000000002,99.8122871470329,PP
2814,48.95,1.38,48.41,5,495.670999999998,16.5482287951517,PP
2815,48.95,1.38,48.41,5,192.800000000006,96.0043978439839,PP
2816,48.95,1.38,48.41,5,98.9000000000026,99.0882518570165,PP
2817,48.95,1.38,48.41,5,343.895000000001,26.5774583679708,PP
2818,48.95,1.38,48.41,5,91.7000000000023,99.1955163444263,PP
2819,48.95,1.38,48.41,10,512.800000000015,16.0963244613435,PP
2820,48.95,1.38,48.41,5,380.599000000002,24.5126169853316,PP
2821,48.95,1.38,48.41,5,117.500000000003,98.7932745166395,PP
2822,48.95,1.38,48.41,10,365.800000000009,27.4017743979721,PP
2823,48.95,1.38,48.41,5,518.486999999997,14.8319969965944,PP
2824,48.95,1.38,48.41,5,172.400000000005,96.8088814995575,PP
2825,48.95,1.38,48.41,5,248.600000000008,74.980558311657,PP
2826,48.95,1.38,48.41,10,661.900000000017,9.20152091254752,PP
2827,48.95,1.38,48.41,10,406.000000000011,23.2953105196451,PP
2828,48.95,1.38,48.41,5,393.495000000002,23.8958461827251,PP
2829,48.95,1.38,48.41,10,146.200000000001,95.6147021546262,PP
2830,48.95,1.38,48.41,15,422.454485000011,15.016146393972,PP
2831,48.95,1.38,48.41,15,195.450605000005,92.8417653390743,PP
2832,48.95,1.38,48.41,10,459.400000000013,20.1774397972117,PP
2833,48.95,1.38,48.41,5,161.300000000005,97.2647555710494,PP
2834,48.95,1.38,48.41,10,538.000000000016,14.6514575411914,PP
2835,48.95,1.38,48.41,10,526.600000000015,15.1330798479088,PP
2836,48.95,1.38,48.41,10,214.600000000004,92.0912547528518,PP
2837,48.95,1.38,48.41,5,439.127,20.8924405352498,PP
2838,48.95,1.38,48.41,10,84.3999999999985,98.1242078580482,PP
2839,48.95,1.38,48.41,5,881.090999999983,0.0375425705935438,PP
2840,48.95,1.38,48.41,5,537.334999999996,14.0006972191682,PP
2841,48.95,1.38,48.41,10,62.1999999999985,99.2902408111534,PP
2842,48.95,1.38,48.41,5,871.990999999984,0.0563138558902205,PP
2843,48.95,1.38,48.41,10,169.000000000002,94.9302915082383,PP
2844,48.95,1.38,48.41,5,267.95000000001,47.6549301440026,PP
2845,48.95,1.38,48.41,5,216.200000000007,94.8513046043282,PP
2846,48.95,1.38,48.41,5,418.295000000001,22.3405111152826,PP
2847,48.95,1.38,48.41,10,170.800000000002,94.8795944233207,PP
2848,48.95,1.38,48.41,5,260.300000000009,57.0673889142152,PP
2849,48.95,1.38,48.41,15,572.159630000016,5.35522066738433,PP
2850,48.95,1.38,48.41,5,419.287000000001,22.3405111152826,PP
2851,48.95,1.38,48.41,10,513.400000000015,16.0963244613435,PP
2852,48.95,1.38,48.41,5,754.582999999988,4.82958354562762,PP
2853,48.95,1.38,48.41,15,657.286085000018,2.58342303552207,PP
2854,48.95,1.38,48.41,5,74.3000000000017,99.3564130755411,PP
2855,48.95,1.38,48.41,5,50.3000000000008,99.6245742940656,PP
2856,48.95,1.38,48.41,5,134.000000000004,98.6323777855247,PP
2857,48.95,1.38,48.41,10,66.3999999999984,99.0367553865653,PP
2858,48.95,1.38,48.41,10,595.600000000018,11.128010139417,PP
2859,48.95,1.38,48.41,10,114.4,97.084917617237,PP
2860,48.95,1.38,48.41,15,298.189430000008,59.0688912809472,PP
2861,48.95,1.38,48.41,5,592.886999999994,11.3190850339224,PP
2862,48.95,1.38,48.41,15,130.871915000003,95.6942949407966,PP
2863,48.95,1.38,48.41,5,181.700000000006,96.4334557936231,PP
2864,48.95,1.38,48.41,5,507.574999999998,15.395135555496,PP
2865,48.95,1.38,48.41,15,488.011640000013,10.0645855758881,PP
2866,48.95,1.38,48.41,15,325.586450000008,27.8794402583423,PP
2867,48.95,1.38,48.41,5,527.414999999997,14.4833874125125,PP
2868,48.95,1.38,48.41,10,611.200000000019,10.0887198986058,PP
2869,48.95,1.38,48.41,10,96.9999999999991,97.7186311787072,PP
2870,48.95,1.38,48.41,5,283.250000000012,30.868037864364,PP
2871,48.95,1.38,48.41,5,426.231000000001,21.9382692874957,PP
2872,48.95,1.38,48.41,10,200.200000000003,92.9784537389101,PP
2873,48.95,1.38,48.41,5,239.600000000008,83.7226140355582,PP
2874,48.95,1.38,48.41,10,598.000000000018,10.8998732572877,PP
2875,48.95,1.38,48.41,5,161.000000000005,97.3452039366068,PP
2876,48.95,1.38,48.41,5,190.400000000006,96.1116623313936,PP
2877,48.95,1.38,48.41,15,240.459995000006,90.0968783638321,PP
2878,48.95,1.38,48.41,10,184.600000000002,94.2458808618504,PP
2879,48.95,1.38,48.41,5,55.1000000000009,99.5441259285082,PP
2880,48.95,1.38,48.41,5,78.8000000000018,99.3564130755411,PP
2881,48.95,1.38,48.41,10,706.990000000016,7.83269961977189,PP
2882,48.95,1.38,48.41,5,362.743000000002,25.47799737202,PP
2883,48.95,1.38,48.41,15,730.606175000018,0.161463939720135,PP
2884,48.95,1.38,48.41,5,101.000000000003,99.0614357351641,PP
2885,48.95,1.38,48.41,5,245.600000000008,78.5202863961814,PP
2886,48.95,1.38,48.41,5,181.100000000006,96.4334557936231,PP
2887,48.95,1.38,48.41,5,746.646999999988,5.17819312970961,PP
2888,48.95,1.38,48.41,10,319.600000000007,47.5285171102662,PP
2889,48.95,1.38,48.41,5,445.079,20.6510954385777,PP
2890,48.95,1.38,48.41,15,55.5301100000005,98.9504843918191,PP
2891,48.95,1.38,48.41,10,787.150000000014,5.4245880861851,PP
2892,48.95,1.38,48.41,10,125.2,96.6032953105196,PP
2893,48.95,1.38,48.41,5,27.7999999999998,99.9463677562951,PP
2894,48.95,1.38,48.41,5,33.2,99.8391032688853,PP
2895,48.95,1.38,48.41,15,454.743830000012,11.5177610333692,PP
2896,48.95,1.38,48.41,5,191.000000000006,96.0580300876888,PP
2897,48.95,1.38,48.41,10,394.60000000001,24.3852978453739,PP
2898,48.95,1.38,48.41,5,626.614999999993,9.57603711351262,PP
2899,48.95,1.38,48.41,5,354.807000000001,25.9338714435119,PP
2900,48.95,1.38,48.41,5,469.878999999999,18.559437934086,PP
2901,48.95,1.38,48.41,10,422.200000000011,22.5855513307985,PP
2902,48.95,1.38,48.41,10,99.9999999999991,97.6172370088721,PP
2903,48.95,1.38,48.41,10,447.400000000012,21.0646387832699,PP
2904,48.95,1.38,48.41,10,479.200000000014,18.8339670468949,PP
2905,48.95,1.38,48.41,10,142.000000000001,95.7414448669202,PP
2906,48.95,1.38,48.41,10,190.000000000003,93.6628643852979,PP
2907,48.95,1.38,48.41,15,70.2070850000009,98.3584499461787,PP
2908,48.95,1.38,48.41,10,427.000000000012,22.4841571609633,PP
2909,48.95,1.38,48.41,5,69.2000000000014,99.410045319246,PP
2910,48.95,1.38,48.41,5,721.846999999989,6.17038963825052,PP
2911,48.95,1.38,48.41,5,749.622999999988,4.910031911185,PP
2912,48.95,1.38,48.41,15,637.716785000017,2.96017222820235,PP
2913,48.95,1.38,48.41,15,361.789655000009,18.2992465016146,PP
2914,48.95,1.38,48.41,10,176.800000000002,94.7782002534854,PP
2915,48.95,1.38,48.41,10,434.800000000012,22.0025348542459,PP
2916,48.95,1.38,48.41,5,451.031,20.3561180982006,PP
2917,48.95,1.38,48.41,5,258.275000000009,58.9981496875922,PP
2918,48.95,1.38,48.41,10,610.600000000019,10.0887198986058,PP
2919,48.95,1.38,48.41,5,30.5,99.8659193907377,PP
2920,48.95,1.38,48.41,15,382.33742000001,16.7922497308935,PP
2921,48.95,1.38,48.41,15,509.537870000014,9.3379978471475,PP
2922,48.95,1.38,48.41,15,543.784145000015,7.02368137782569,PP
2923,48.95,1.38,48.41,15,567.267305000015,5.73196986006461,PP
2924,48.95,1.38,48.41,10,49.5999999999985,99.746514575412,PP
2925,48.95,1.38,48.41,15,442.023785000012,12.8094725511303,PP
2926,48.95,1.38,48.41,5,870.690999999984,0.0563138558902205,PP
2927,48.95,1.38,48.41,5,155.300000000005,97.5865490332788,PP
2928,48.95,1.38,48.41,15,156.312005000003,94.6178686759957,PP
2929,48.95,1.38,48.41,10,305.200000000007,57.490494296578,PP
2930,48.95,1.38,48.41,5,687.126999999991,7.40393124346356,PP
2931,48.95,1.38,48.41,10,289.600000000006,63.0418250950571,PP
2932,48.95,1.38,48.41,5,180.800000000006,96.4602719154756,PP
2933,48.95,1.38,48.41,5,198.800000000006,95.8166849910166,PP
2934,48.95,1.38,48.41,5,97.7000000000026,99.115067978869,PP
2935,48.95,1.38,48.41,5,92.0000000000023,99.1955163444263,PP
2936,48.95,1.38,48.41,15,40.8531350000001,99.4348762109795,PP
2937,48.95,1.38,48.41,10,379.00000000001,26.489226869455,PP
2938,48.95,1.38,48.41,5,278.975000000011,32.6379019066263,PP
2939,48.95,1.38,48.41,5,522.454999999997,14.6711002654796,PP
2940,48.95,1.38,48.41,10,593.200000000018,11.3561470215463,PP
2941,48.95,1.38,48.41,10,113.8,97.1102661596958,PP
2942,48.95,1.38,48.41,15,479.205455000013,10.6835306781486,PP
2943,48.95,1.38,48.41,5,185.300000000006,96.2725590625084,PP
2944,48.95,1.38,48.41,10,589.600000000018,11.6856780735108,PP
2945,48.95,1.38,48.41,5,760.534999999988,4.58823844895549,PP
2946,48.95,1.38,48.41,10,257.200000000005,81.9518377693283,PP
2947,48.95,1.38,48.41,5,42.2000000000004,99.7318387814755,PP
2948,48.95,1.38,48.41,5,656.374999999992,8.6374728486766,PP
2949,48.95,1.38,48.41,15,359.832725000009,18.3530678148547,PP
2950,48.95,1.38,48.41,5,290.327,30.0367380869379,PP
2951,48.95,1.38,48.41,5,251.975000000008,67.5256764366737,PP
2952,48.95,1.38,48.41,10,493.000000000014,17.8453738910013,PP
2953,48.95,1.38,48.41,15,595.642790000016,4.41334768568357,PP
2954,48.95,1.38,48.41,10,584.800000000018,11.8884664131813,PP
2955,48.95,1.38,48.41,5,590.902999999994,11.4263495213323,PP
2956,48.95,1.38,48.41,15,499.753220000013,9.74165769644784,PP
2957,48.95,1.38,48.41,5,190.100000000006,96.1116623313936,PP
2958,48.95,1.38,48.41,5,173.900000000005,96.7016170121478,PP
2959,48.95,1.38,48.41,5,757.558999999988,4.64187069266047,PP
2960,48.95,1.38,48.41,5,74.6000000000016,99.3564130755411,PP
2961,48.95,1.38,48.41,5,193.700000000006,95.897133356574,PP
2962,48.95,1.38,48.41,10,397.00000000001,23.9543726235741,PP
2963,48.95,1.38,48.41,10,445.000000000012,21.2674271229405,PP
2964,48.95,1.38,48.41,5,249.500000000008,73.9615456812637,PP
2965,48.95,1.38,48.41,15,125.979590000003,95.8288482238966,PP
2966,48.95,1.38,48.41,10,353.800000000009,29.3029150823828,PP
2967,48.95,1.38,48.41,5,87.8000000000021,99.2491485881312,PP
2968,48.95,1.38,48.41,10,122.8,96.7553865652725,PP
2969,48.95,1.38,48.41,5,316.119000000001,28.2400579228232,PP
2970,48.95,1.38,48.41,5,446.071,20.6242793167253,PP
2971,48.95,1.38,48.41,5,257.150000000009,60.6071169987397,PP
2972,48.95,1.38,48.41,10,449.800000000012,20.9632446134348,PP
2973,48.95,1.38,48.41,10,143.200000000001,95.6653992395438,PP
2974,48.95,1.38,48.41,5,262.100000000009,55.0829958971334,PP
2975,48.95,1.38,48.41,15,276.663200000007,79.9515608180839,PP
2976,48.95,1.38,48.41,10,265.600000000005,78.0481622306718,PP
2977,48.95,1.38,48.41,10,341.800000000008,31.4321926489227,PP
2978,48.95,1.38,48.41,5,34.4000000000001,99.8122871470329,PP
2979,48.95,1.38,48.41,5,728.790999999989,5.95586066343089,PP
2980,48.95,1.38,48.41,5,231.200000000008,88.9249416749351,PP
2981,48.95,1.38,48.41,10,517.600000000015,15.6907477820025,PP
2982,48.95,1.38,48.41,10,435.400000000012,21.9264892268695,PP
2983,48.95,1.38,48.41,10,703.650000000016,7.98479087452475,PP
2984,48.95,1.38,48.41,5,251.525000000008,68.2228956048377,PP
2985,48.95,1.38,48.41,5,111.500000000003,98.8469067603443,PP
2986,48.95,1.38,48.41,10,130.0,96.3244613434728,PP
2987,48.95,1.38,48.41,15,547.698005000015,6.78148546824549,PP
2988,48.95,1.38,48.41,5,319.095000000001,28.105977313561,PP
2989,48.95,1.38,48.41,5,204.500000000007,95.5753398943445,PP
2990,48.95,1.38,48.41,5,257.825000000009,59.8026333431659,PP
2991,48.95,1.38,48.41,15,146.527355000003,95.0753498385361,PP
2992,48.95,1.38,48.41,15,360.811190000009,18.3261571582347,PP
2993,48.95,1.38,48.41,15,706.666175000018,0.753498385360663,PP
2994,48.95,1.38,48.41,5,204.200000000006,95.6289721380495,PP
2995,48.95,1.38,48.41,5,769.462999999988,4.34689335228346,PP
2996,48.95,1.38,48.41,15,174.902840000004,93.6221743810549,PP
2997,48.95,1.38,48.41,10,518.200000000015,15.5640050697085,PP
2998,48.95,1.38,48.41,5,147.200000000004,98.0960553484756,PP
2999,48.95,1.38,48.41,5,167.900000000005,96.9161459869674,PP
3000,48.95,1.38,48.41,5,274.475000000011,34.0591563648065,PP
3001,48.95,1.38,48.41,10,105.399999999999,97.4144486692015,PP
3002,48.95,1.38,48.41,15,306.017150000008,50.9149623250807,PP
3003,48.95,1.38,48.41,10,260.800000000005,80.7097591888467,PP
3004,48.95,1.38,48.41,15,555.525725000015,6.51237890204523,PP
3005,48.95,1.38,48.41,5,564.118999999995,12.9548684669223,PP
3006,48.95,1.38,48.41,5,241.700000000008,82.3818079429353,PP
3007,48.95,1.38,48.41,15,326.564915000008,27.529601722282,PP
3008,48.95,1.38,48.41,10,517.000000000015,15.766793409379,PP
3009,48.95,1.38,48.41,10,559.600000000017,13.3586818757922,PP
3010,48.95,1.38,48.41,5,467.894999999999,18.613070177791,PP
3011,48.95,1.38,48.41,5,389.527000000002,24.0567429138399,PP
3012,48.95,1.38,48.41,15,514.430195000014,9.12271259418736,PP
3013,48.95,1.38,48.41,5,179.300000000006,96.5139041591805,PP
3014,48.95,1.38,48.41,5,147.800000000004,98.0424231047707,PP
3015,48.95,1.38,48.41,5,438.135,20.9728889008072,PP
3016,48.95,1.38,48.41,10,205.000000000003,92.6742712294044,PP
3017,48.95,1.38,48.41,15,59.4439700000006,98.7890204520991,PP
3018,48.95,1.38,48.41,10,42.9999999999986,99.8225602027884,PP
3019,48.95,1.38,48.41,5,433.175,21.4287629722989,PP
3020,48.95,1.38,48.41,15,335.371100000009,23.4122712594187,PP
3021,48.95,1.38,48.41,5,313.143,28.5350352632002,PP
3022,48.95,1.38,48.41,10,392.20000000001,24.6134347275032,PP
3023,48.95,1.38,48.41,10,428.200000000012,22.4588086185045,PP
3024,48.95,1.38,48.41,5,93.5000000000024,99.1687002225739,PP
3025,48.95,1.38,48.41,5,98.0000000000025,99.115067978869,PP
3026,48.95,1.38,48.41,15,299.167895000008,58.1539289558665,PP
3027,48.95,1.38,48.41,15,301.124825000008,56.0279870828848,PP
3028,48.95,1.38,48.41,15,423.432950000011,14.989235737352,PP
3029,48.95,1.38,48.41,5,276.725000000011,33.4155694403476,PP
3030,48.95,1.38,48.41,15,318.737195000008,34.3649085037675,PP
3031,48.95,1.38,48.41,15,225.783020000005,91.254036598493,PP
3032,48.95,1.38,48.41,10,536.200000000016,14.8035487959442,PP
3033,48.95,1.38,48.41,10,663.570000000017,9.20152091254752,PP
3034,48.95,1.38,48.41,15,505.624010000014,9.58019375672771,PP
3035,48.95,1.38,48.41,5,104.300000000003,98.9809873696067,PP
3036,48.95,1.38,48.41,5,605.782999999994,10.7559464750208,PP
3037,48.95,1.38,48.41,5,69.8000000000014,99.410045319246,PP
3038,48.95,1.38,48.41,5,632.566999999993,9.3078758949881,PP
3039,48.95,1.38,48.41,15,478.226990000013,10.7642626480087,PP
3040,48.95,1.38,48.41,10,577.000000000017,12.3447401774398,PP
3041,48.95,1.38,48.41,5,52.4000000000008,99.5977581722132,PP
3042,48.95,1.38,48.41,10,628.500000000018,9.53105196451207,PP
3043,48.95,1.38,48.41,15,394.07900000001,16.0925726587729,PP
