,C,H,O,heat_rate,T,mass_porc,biomass_EU
1710,61.93,0.91,35.47,15,622.259999999992,41.6434054431263,True
1711,61.93,0.91,35.47,20,294.759999999997,92.3975588491718,True
1712,61.93,0.91,35.47,10,731.499999999982,34.0835464620631,True
1713,61.93,0.91,35.47,10,753.099999999985,32.7195225916454,True
1714,61.93,0.91,35.47,15,588.599999999993,43.0390788555478,True
1715,61.93,0.91,35.47,15,467.219999999995,53.24494068388,True
1716,61.93,0.91,35.47,15,479.459999999995,52.2679692951849,True
1717,61.93,0.91,35.47,15,582.479999999993,43.4926727145848,True
1718,61.93,0.91,35.47,15,157.140000000001,97.1912072575018,True
1719,61.93,0.91,35.47,15,754.85999999999,28.9253314724355,True
1720,61.93,0.91,35.47,10,685.599999999983,37.1014492753623,True
1721,61.93,0.91,35.47,20,448.919999999996,78.5178727114211,True
1722,61.93,0.91,35.47,15,818.099999999989,18.5799023028612,True
1723,61.93,0.91,35.47,20,260.319999999997,94.8910200523104,True
1724,61.93,0.91,35.47,20,252.119999999997,95.4141238012206,True
1725,61.93,0.91,35.47,15,726.299999999991,34.3859036985345,True
1726,61.93,0.91,35.47,15,50.0400000000004,99.5289602233077,True
1727,61.93,0.91,35.47,10,850.299999999995,25.3196930946291,True
1728,61.93,0.91,35.47,15,698.759999999991,37.5785066294487,True
1729,61.93,0.91,35.47,10,821.499999999992,28.4228473998295,True
1730,61.93,0.91,35.47,15,858.899999999988,14.1486392184229,True
1731,61.93,0.91,35.47,20,238.999999999997,96.5823888404534,True
1732,61.93,0.91,35.47,15,639.599999999992,40.6838799720866,True
1733,61.93,0.91,35.47,15,56.1600000000005,99.4068387997209,True
1734,61.93,0.91,35.47,15,374.399999999997,75.0174459176553,True
1735,61.93,0.91,35.47,10,415.59999999999,55.9249786871271,True
1736,61.93,0.91,35.47,10,861.999999999996,23.7851662404092,True
1737,61.93,0.91,35.47,15,833.399999999989,15.8757850662945,True
1738,61.93,0.91,35.47,10,400.29999999999,57.2719522591646,True
1739,61.93,0.91,35.47,15,207.12,94.9755757152826,True
1740,61.93,0.91,35.47,10,317.499999999992,66.2063086104007,True
1741,61.93,0.91,35.47,10,716.199999999982,34.8508098891731,True
1742,61.93,0.91,35.47,10,134.799999999997,93.8277919863598,True
1743,61.93,0.91,35.47,10,404.79999999999,56.9650468883206,True
1744,61.93,0.91,35.47,10,505.599999999987,51.2872975277067,True
1745,61.93,0.91,35.47,15,743.63999999999,31.5945568736916,True
1746,61.93,0.91,35.47,10,309.399999999992,69.4288150042626,True
1747,61.93,0.91,35.47,20,306.239999999997,91.9267654751526,True
1748,61.93,0.91,35.47,20,129.119999999998,98.6748038360942,True
1749,61.93,0.91,35.47,10,761.199999999986,32.1398124467179,True
1750,61.93,0.91,35.47,20,166.839999999998,98.1691368788143,True
1751,61.93,0.91,35.47,20,780.199999999993,37.0357454228422,True
1752,61.93,0.91,35.47,20,898.279999999997,24.9346120313862,True
1753,61.93,0.91,35.47,10,822.399999999992,28.2864450127877,True
1754,61.93,0.91,35.47,10,328.299999999992,64.5012787723786,True
1755,61.93,0.91,35.47,10,383.19999999999,58.4654731457801,True
1756,61.93,0.91,35.47,20,316.079999999997,91.1246730601569,True
1757,61.93,0.91,35.47,15,304.019999999998,87.9274249825541,True
1758,61.93,0.91,35.47,10,137.499999999997,93.7595907928389,True
1759,61.93,0.91,35.47,20,30.7199999999992,99.8779424585877,True
1760,61.93,0.91,35.47,20,509.599999999995,65.231037489102,True
1761,61.93,0.91,35.47,15,731.39999999999,33.2519190509421,True
1762,61.93,0.91,35.47,10,590.199999999985,45.080988917306,True
1763,61.93,0.91,35.47,10,132.999999999997,94.0664961636829,True
1764,61.93,0.91,35.47,20,844.159999999994,31.7698343504795,True
1765,61.93,0.91,35.47,20,371.839999999996,86.15518744551,True
1766,61.93,0.91,35.47,10,424.599999999989,55.2600170502984,True
1767,61.93,0.91,35.47,15,150.000000000001,97.3307745987439,True
1768,61.93,0.91,35.47,20,665.399999999994,44.306887532694,True
1769,61.93,0.91,35.47,10,359.799999999991,59.8465473145781,True
1770,61.93,0.91,35.47,20,468.599999999996,72.9206625980819,True
1771,61.93,0.91,35.47,10,306.699999999992,70.8098891730605,True
1772,61.93,0.91,35.47,15,895.619999999988,11.7236566643406,True
1773,61.93,0.91,35.47,15,366.239999999997,76.6573621772505,True
1774,61.93,0.91,35.47,15,644.699999999992,40.4745289602233,True
1775,61.93,0.91,35.47,10,787.299999999988,30.6734867860188,True
1776,61.93,0.91,35.47,10,259.899999999993,84.5183290707588,True
1777,61.93,0.91,35.47,15,575.339999999993,43.9288206559665,True
1778,61.93,0.91,35.47,10,811.599999999991,28.9343563512361,True
1779,61.93,0.91,35.47,10,47.4999999999989,99.1133844842285,True
1780,61.93,0.91,35.47,10,335.499999999992,63.614663256607,True
1781,61.93,0.91,35.47,15,870.119999999988,13.8171667829728,True
1782,61.93,0.91,35.47,15,95.9400000000009,98.7787857641312,True
1783,61.93,0.91,35.47,15,221.399999999999,94.3126308443824,True
1784,61.93,0.91,35.47,10,712.599999999982,35.0213128729753,True
1785,61.93,0.91,35.47,15,460.079999999995,53.4368457780879,True
1786,61.93,0.91,35.47,10,735.099999999983,33.8277919863598,True
1787,61.93,0.91,35.47,10,802.59999999999,29.7357203751066,True
1788,61.93,0.91,35.47,10,569.499999999986,46.5132139812447,True
1789,61.93,0.91,35.47,20,711.319999999994,40.9764603312991,True
1790,61.93,0.91,35.47,15,279.539999999998,89.1486392184229,True
1791,61.93,0.91,35.47,10,302.199999999992,72.003410059676,True
1792,61.93,0.91,35.47,20,183.239999999998,97.7855274629468,True
1793,61.93,0.91,35.47,15,618.179999999992,41.8876482903001,True
1794,61.93,0.91,35.47,15,167.34,96.8946266573622,True
1795,61.93,0.91,35.47,15,537.599999999994,47.0865317515702,True
1796,61.93,0.91,35.47,15,392.759999999996,69.6615491974878,True
1797,61.93,0.91,35.47,15,164.280000000001,96.946964410328,True
1798,61.93,0.91,35.47,10,890.799999999999,19.0451832907076,True
1799,61.93,0.91,35.47,15,254.039999999999,90.4047452896022,True
1800,61.93,0.91,35.47,10,366.099999999991,59.5566922421142,True
1801,61.93,0.91,35.47,20,193.079999999998,97.5588491717524,True
1802,61.93,0.91,35.47,10,888.999999999998,19.6248934356351,True
1803,61.93,0.91,35.47,10,750.399999999984,33.1116794543905,True
1804,61.93,0.91,35.47,10,813.399999999991,28.7979539641944,True
1805,61.93,0.91,35.47,20,242.279999999997,96.2336530078465,True
1806,61.93,0.91,35.47,10,438.099999999989,54.458653026428,True
1807,61.93,0.91,35.47,15,658.979999999992,40.1430565247732,True
1808,61.93,0.91,35.47,10,883.599999999998,20.5115089514066,True
1809,61.93,0.91,35.47,20,607.999999999994,47.2537053182215,True
1810,61.93,0.91,35.47,10,61.8999999999985,98.5507246376812,True
1811,61.93,0.91,35.47,10,192.399999999995,90.690537084399,True
1812,61.93,0.91,35.47,10,426.399999999989,55.225916453538,True
1813,61.93,0.91,35.47,15,103.080000000001,98.6915561758549,True
1814,61.93,0.91,35.47,10,549.699999999986,48.9514066496164,True
1815,61.93,0.91,35.47,10,838.599999999993,27.1440750213129,True
1816,61.93,0.91,35.47,15,153.060000000001,97.2609909281228,True
1817,61.93,0.91,35.47,20,307.879999999997,91.6477768090671,True
1818,61.93,0.91,35.47,20,202.919999999998,97.3670444638187,True
1819,61.93,0.91,35.47,10,606.399999999985,43.6999147485081,True
1820,61.93,0.91,35.47,20,234.079999999997,96.7741935483871,True
1821,61.93,0.91,35.47,15,744.65999999999,30.8269364968597,True
1822,61.93,0.91,35.47,10,527.199999999987,50.2813299232737,True
1823,61.93,0.91,35.47,10,389.49999999999,58.2438192668372,True
1824,61.93,0.91,35.47,15,672.239999999992,39.2358688066992,True
1825,61.93,0.91,35.47,10,542.499999999986,49.3947144075021,True
1826,61.93,0.91,35.47,10,454.299999999989,53.691389599318,True
1827,61.93,0.91,35.47,15,532.499999999994,47.5226796929519,True
1828,61.93,0.91,35.47,20,903.199999999998,24.5684394071491,True
1829,61.93,0.91,35.47,15,899.699999999988,11.7236566643406,True
1830,61.93,0.91,35.47,15,822.179999999989,18.5799023028612,True
1831,61.93,0.91,35.47,20,275.079999999997,93.5832606800349,True
1832,61.93,0.91,35.47,15,850.739999999988,15.3000697836706,True
1833,61.93,0.91,35.47,15,844.619999999988,15.387299371947,True
1834,61.93,0.91,35.47,15,323.399999999998,86.4794138171668,True
1835,61.93,0.91,35.47,15,814.019999999989,18.8764829030007,True
1836,61.93,0.91,35.47,15,607.979999999993,42.2540125610607,True
1837,61.93,0.91,35.47,20,74.9999999999988,99.4420226678291,True
1838,61.93,0.91,35.47,10,629.799999999984,41.994884910486,True
1839,61.93,0.91,35.47,15,625.319999999992,41.5212840195394,True
1840,61.93,0.91,35.47,10,593.799999999985,44.7740835464621,True
1841,61.93,0.91,35.47,15,777.29999999999,24.7557571528262,True
1842,61.93,0.91,35.47,15,276.479999999998,89.218422889044,True
1843,61.93,0.91,35.47,10,120.399999999997,94.919011082694,True
1844,61.93,0.91,35.47,10,387.69999999999,58.2949701619779,True
1845,61.93,0.91,35.47,10,194.199999999995,90.6223358908781,True
1846,61.93,0.91,35.47,20,229.159999999998,96.9659982563208,True
1847,61.93,0.91,35.47,10,834.999999999993,27.2634271099744,True
1848,61.93,0.91,35.47,20,112.719999999998,98.9189189189189,True
1849,61.93,0.91,35.47,10,774.699999999987,31.2020460358056,True
1850,61.93,0.91,35.47,15,518.219999999994,48.9532449406839,True
1851,61.93,0.91,35.47,20,145.519999999998,98.4829991281604,True
1852,61.93,0.91,35.47,20,630.959999999994,45.7890148212729,True
1853,61.93,0.91,35.47,20,402.999999999996,84.6556233653008,True
1854,61.93,0.91,35.47,10,264.399999999993,84.2114236999148,True
1855,61.93,0.91,35.47,20,685.079999999994,42.1621621621622,True
1856,61.93,0.91,35.47,10,690.099999999983,36.7945439045184,True
1857,61.93,0.91,35.47,20,33.9999999999991,99.8605056669573,True
1858,61.93,0.91,35.47,10,566.799999999986,46.9394714407502,True
1859,61.93,0.91,35.47,20,89.7599999999987,99.3374019180471,True
1860,61.93,0.91,35.47,10,841.299999999994,27.0588235294118,True
1861,61.93,0.91,35.47,20,868.759999999995,28.0906713164778,True
1862,61.93,0.91,35.47,15,131.640000000001,98.0111653872994,True
1863,61.93,0.91,35.47,10,161.799999999996,92.1909633418585,True
1864,61.93,0.91,35.47,10,595.599999999985,44.7740835464621,True
1865,61.93,0.91,35.47,20,714.599999999994,40.5754141238013,True
1866,61.93,0.91,35.47,15,626.339999999992,41.5038381018842,True
1867,61.93,0.91,35.47,20,175.039999999998,98.0819529206626,True
1868,61.93,0.91,35.47,10,853.899999999995,25.0980392156863,True
1869,61.93,0.91,35.47,10,600.099999999985,44.1602728047741,True
1870,61.93,0.91,35.47,10,372.399999999991,59.0110826939471,True
1871,61.93,0.91,35.47,10,278.799999999993,77.9710144927537,True
1872,61.93,0.91,35.47,15,708.959999999991,36.496859734822,True
1873,61.93,0.91,35.47,15,395.819999999996,69.4696441032798,True
1874,61.93,0.91,35.47,15,678.359999999991,38.9567341242149,True
1875,61.93,0.91,35.47,15,578.399999999993,43.6147941381717,True
1876,61.93,0.91,35.47,10,294.099999999993,73.384484228474,True
1877,61.93,0.91,35.47,20,176.679999999998,97.9598953792502,True
1878,61.93,0.91,35.47,15,319.319999999998,87.0027913468248,True
1879,61.93,0.91,35.47,10,446.199999999989,53.9812446717818,True
1880,61.93,0.91,35.47,10,250.899999999994,85.4731457800512,True
1881,61.93,0.91,35.47,15,88.8000000000008,98.9706908583391,True
1882,61.93,0.91,35.47,10,458.799999999988,53.537936913896,True
1883,61.93,0.91,35.47,15,383.579999999997,73.6741102581996,True
1884,61.93,0.91,35.47,15,451.919999999995,53.8381018841591,True
1885,61.93,0.91,35.47,10,792.699999999989,30.4347826086957,True
1886,61.93,0.91,35.47,10,427.299999999989,55.1918158567775,True
1887,61.93,0.91,35.47,15,645.719999999992,40.4396371249128,True
1888,61.93,0.91,35.47,20,484.999999999995,71.0897994768963,True
1889,61.93,0.91,35.47,20,357.079999999996,86.8526591107237,True
1890,61.93,0.91,35.47,20,594.879999999995,48.6486486486486,True
1891,61.93,0.91,35.47,15,25.5600000000001,99.9825540823448,True
1892,61.93,0.91,35.47,10,843.999999999994,26.7007672634271,True
1893,61.93,0.91,35.47,20,84.8399999999987,99.3722755013078,True
1894,61.93,0.91,35.47,15,632.459999999992,41.2770411723657,True
1895,61.93,0.91,35.47,15,96.9600000000009,98.761339846476,True
1896,61.93,0.91,35.47,10,39.3999999999991,99.4202898550725,True
1897,61.93,0.91,35.47,20,629.319999999994,45.8761987794246,True
1898,61.93,0.91,35.47,20,880.239999999996,26.7131647776809,True
1899,61.93,0.91,35.47,10,779.199999999987,31.0656436487638,True
1900,61.93,0.91,35.47,10,521.799999999987,50.4518329070759,True
1901,61.93,0.91,35.47,10,832.299999999993,27.5191815856778,True
1902,61.93,0.91,35.47,10,253.599999999994,85.0639386189259,True
1903,61.93,0.91,35.47,15,728.33999999999,34.2637822749476,True
1904,61.93,0.91,35.47,15,105.120000000001,98.6566643405443,True
1905,61.93,0.91,35.47,10,154.599999999996,92.8047740835465,True
1906,61.93,0.91,35.47,10,320.199999999992,65.9846547314578,True
1907,61.93,0.91,35.47,10,626.199999999984,42.1142369991475,True
1908,61.93,0.91,35.47,10,756.699999999985,32.4296675191816,True
1909,61.93,0.91,35.47,15,369.299999999997,76.2386601535241,True
1910,61.93,0.91,35.47,10,617.199999999984,42.8132992327366,True
1911,61.93,0.91,35.47,10,581.199999999985,45.6777493606138,True
1912,61.93,0.91,35.47,10,717.099999999982,34.8508098891731,True
1913,61.93,0.91,35.47,10,136.599999999997,93.7936913895994,True
1914,61.93,0.91,35.47,20,560.439999999995,50.7410636442895,True
1915,61.93,0.91,35.47,15,595.739999999993,42.5854849965108,True
1916,61.93,0.91,35.47,10,393.99999999999,57.7152600170503,True
1917,61.93,0.91,35.47,10,205.899999999995,90.1790281329924,True
1918,61.93,0.91,35.47,15,413.159999999996,62.0202372644801,True
1919,61.93,0.91,35.47,15,591.659999999993,42.794836008374,True
1920,61.93,0.91,35.47,10,587.499999999985,45.3708439897699,True
1921,61.93,0.91,35.47,10,675.699999999983,38.1074168797954,True
1922,61.93,0.91,35.47,15,144.900000000001,97.4180041870202,True
1923,61.93,0.91,35.47,10,36.6999999999991,99.4714407502132,True
1924,61.93,0.91,35.47,10,567.699999999986,46.8030690537085,True
1925,61.93,0.91,35.47,20,552.239999999995,51.7523975588492,True
1926,61.93,0.91,35.47,20,416.119999999996,83.6617262423714,True
1927,61.93,0.91,35.47,15,187.74,96.0223307745988,True
1928,61.93,0.91,35.47,20,755.599999999993,38.3783783783784,True
1929,61.93,0.91,35.47,20,194.719999999998,97.5588491717524,True
1930,61.93,0.91,35.47,20,858.919999999995,29.485614646905,True
1931,61.93,0.91,35.47,10,100.599999999998,96.2659846547315,True
1932,61.93,0.91,35.47,10,780.099999999987,31.0485933503837,True
1933,61.93,0.91,35.47,10,57.3999999999986,98.7041773231032,True
1934,61.93,0.91,35.47,20,622.759999999994,46.4167393199651,True
1935,61.93,0.91,35.47,10,486.699999999988,52.1739130434783,True
1936,61.93,0.91,35.47,15,845.639999999988,15.387299371947,True
1937,61.93,0.91,35.47,15,557.999999999994,44.9581297976274,True
1938,61.93,0.91,35.47,10,465.999999999988,52.9923273657289,True
1939,61.93,0.91,35.47,15,339.719999999997,84.9441730635031,True
1940,61.93,0.91,35.47,15,426.419999999996,56.8039078855548,True
1941,61.93,0.91,35.47,10,258.999999999993,84.5694799658994,True
1942,61.93,0.91,35.47,15,674.279999999991,39.1486392184229,True
1943,61.93,0.91,35.47,10,376.899999999991,58.8235294117647,True
1944,61.93,0.91,35.47,20,722.799999999994,40.0174367916304,True
1945,61.93,0.91,35.47,20,196.359999999998,97.4891020052311,True
1946,61.93,0.91,35.47,15,853.799999999988,15.3000697836706,True
1947,61.93,0.91,35.47,10,492.099999999988,51.9863597612958,True
1948,61.93,0.91,35.47,15,372.359999999997,75.2093510118632,True
1949,61.93,0.91,35.47,10,509.199999999987,51.1167945439046,True
1950,61.93,0.91,35.47,20,655.559999999994,44.6730601569312,True
1951,61.93,0.91,35.47,15,562.079999999993,44.5917655268667,True
1952,61.93,0.91,35.47,15,310.139999999998,87.6657362177251,True
1953,61.93,0.91,35.47,10,536.199999999987,49.7016197783461,True
1954,61.93,0.91,35.47,20,450.559999999996,77.6634699215345,True
1955,61.93,0.91,35.47,20,406.279999999996,84.5161290322581,True
1956,61.93,0.91,35.47,10,240.099999999994,87.2804774083547,True
1957,61.93,0.91,35.47,10,466.899999999988,52.9411764705883,True
1958,61.93,0.91,35.47,15,838.499999999988,15.8757850662945,True
1959,61.93,0.91,35.47,10,827.799999999992,27.7578857630009,True
1960,61.93,0.91,35.47,10,497.499999999988,51.7476555839727,True
1961,61.93,0.91,35.47,10,53.7999999999987,98.9087809036658,True
1962,61.93,0.91,35.47,20,739.199999999993,39.2676547515257,True
1963,61.93,0.91,35.47,15,501.899999999995,51.1165387299372,True
1964,61.93,0.91,35.47,10,825.099999999992,27.8090366581415,True
1965,61.93,0.91,35.47,10,480.399999999988,52.3785166240409,True
1966,61.93,0.91,35.47,15,627.359999999992,41.4863921842289,True
1967,61.93,0.91,35.47,15,774.23999999999,25.5059316120028,True
1968,61.93,0.91,35.47,15,621.239999999992,41.7131891137474,True
1969,61.93,0.91,35.47,10,840.399999999993,27.0929241261722,True
1970,61.93,0.91,35.47,15,211.2,94.9232379623168,True
1971,61.93,0.91,35.47,10,873.699999999997,22.6598465473146,True
1972,61.93,0.91,35.47,15,64.3200000000005,99.284717376134,True
1973,61.93,0.91,35.47,10,107.799999999997,95.9590792838875,True
1974,61.93,0.91,35.47,10,378.69999999999,58.7212276214834,True
1975,61.93,0.91,35.47,15,786.479999999989,22.923935799023,True
1976,61.93,0.91,35.47,20,421.039999999996,83.5571054925894,True
1977,61.93,0.91,35.47,15,65.3400000000005,99.2672714584787,True
1978,61.93,0.91,35.47,10,447.999999999989,53.8959931798807,True
1979,61.93,0.91,35.47,15,245.879999999999,90.8234473133287,True
1980,61.93,0.91,35.47,20,96.3199999999986,99.2676547515258,True
1981,61.93,0.91,35.47,10,591.099999999985,44.9445865302643,True
1982,61.93,0.91,35.47,15,445.799999999996,54.0648988136776,True
1983,61.93,0.91,35.47,10,654.099999999984,40.1705029838023,True
1984,61.93,0.91,35.47,10,429.099999999989,55.0213128729753,True
1985,61.93,0.91,35.47,10,878.199999999997,21.2105711849957,True
1986,61.93,0.91,35.47,10,79.8999999999981,97.7493606138108,True
1987,61.93,0.91,35.47,20,644.079999999994,45.0566695727986,True
1988,61.93,0.91,35.47,15,452.939999999995,53.7857641311933,True
1989,61.93,0.91,35.47,20,832.679999999993,32.4149956408021,True
1990,61.93,0.91,35.47,10,743.199999999984,33.4356351236146,True
1991,61.93,0.91,35.47,15,585.539999999993,43.3182135380321,True
1992,61.93,0.91,35.47,10,616.299999999985,42.8132992327366,True
1993,61.93,0.91,35.47,15,820.139999999989,18.5799023028612,True
1994,61.93,0.91,35.47,15,831.359999999989,16.817864619679,True
1995,61.93,0.91,35.47,10,300.399999999992,72.2421142369991,True
1996,61.93,0.91,35.47,10,524.499999999987,50.3154305200341,True
1997,61.93,0.91,35.47,10,752.199999999985,32.8900255754476,True
1998,61.93,0.91,35.47,10,601.899999999985,44.0579710144928,True
1999,61.93,0.91,35.47,20,360.359999999996,86.6782911944202,True
2000,61.93,0.91,35.47,15,309.119999999998,87.7006280530356,True
2001,61.93,0.91,35.47,15,616.139999999993,41.9399860432659,True
2002,61.93,0.91,35.47,15,332.579999999997,85.6420097697139,True
2003,61.93,0.91,35.47,20,243.919999999997,96.2336530078465,True
2004,61.93,0.91,35.47,10,630.699999999984,41.9437340153453,True
2005,61.93,0.91,35.47,15,495.779999999995,51.4131193300768,True
2006,61.93,0.91,35.47,10,338.199999999992,63.2736572890026,True
2007,61.93,0.91,35.47,10,737.799999999983,33.7595907928389,True
2008,61.93,0.91,35.47,10,174.399999999996,91.5601023017903,True
2009,61.93,0.91,35.47,20,548.959999999995,51.9267654751526,True
2010,61.93,0.91,35.47,10,755.799999999985,32.5149190110827,True
2011,61.93,0.91,35.47,15,662.039999999992,40.0907187718074,True
2012,61.93,0.91,35.47,10,767.499999999986,31.7817561807332,True
2013,61.93,0.91,35.47,20,191.439999999998,97.5937227550131,True
2014,61.93,0.91,35.47,20,886.799999999997,26.2598081952921,True
2015,61.93,0.91,35.47,10,413.79999999999,55.9420289855072,True
2016,61.93,0.91,35.47,10,354.399999999991,60.1193520886616,True
2017,61.93,0.91,35.47,20,245.559999999997,95.7977332170881,True
2018,61.93,0.91,35.47,15,613.079999999993,42.1318911374738,True
2019,61.93,0.91,35.47,15,671.219999999992,39.4277739009072,True
2020,61.93,0.91,35.47,10,244.599999999994,86.5814151747656,True
2021,61.93,0.91,35.47,10,342.699999999991,62.6427962489344,True
2022,61.93,0.91,35.47,15,760.97999999999,27.8262386601535,True
2023,61.93,0.91,35.47,15,506.999999999994,50.453593859037,True
2024,61.93,0.91,35.47,10,518.199999999987,50.690537084399,True
2025,61.93,0.91,35.47,10,159.999999999996,92.4808184143223,True
2026,61.93,0.91,35.47,20,430.879999999996,82.7550130775937,True
2027,61.93,0.91,35.47,20,812.999999999993,34.716652136007,True
2028,61.93,0.91,35.47,10,477.699999999988,52.5831202046036,True
2029,61.93,0.91,35.47,10,828.699999999992,27.7408354646206,True
2030,61.93,0.91,35.47,15,611.039999999993,42.1493370551291,True
2031,61.93,0.91,35.47,10,178.899999999996,91.3895993179881,True
2032,61.93,0.91,35.47,20,394.799999999996,84.8648648648649,True
2033,61.93,0.91,35.47,15,71.4600000000006,99.1974877878577,True
2034,61.93,0.91,35.47,20,498.119999999995,66.7829119442022,True
2035,61.93,0.91,35.47,15,288.719999999998,88.764829030007,True
2036,61.93,0.91,35.47,10,130.299999999997,94.305200341006,True
2037,61.93,0.91,35.47,10,537.999999999987,49.6504688832055,True
2038,61.93,0.91,35.47,10,799.899999999989,29.9403239556692,True
2039,61.93,0.91,35.47,10,247.299999999994,86.001705029838,True
2040,61.93,0.91,35.47,10,578.499999999985,45.7971014492754,True
2041,61.93,0.91,35.47,20,901.559999999997,24.8474280732345,True
2042,61.93,0.91,35.47,20,591.599999999995,48.7881429816913,True
2043,61.93,0.91,35.47,10,231.999999999994,88.4569479965899,True
2044,61.93,0.91,35.47,15,466.199999999995,53.2798325191905,True
2045,61.93,0.91,35.47,10,352.599999999991,60.3751065643649,True
2046,61.93,0.91,35.47,15,748.73999999999,29.8848569434752,True
2047,61.93,0.91,35.47,10,311.199999999992,67.8942881500426,True
2048,61.93,0.91,35.47,15,906.839999999987,9.21144452198183,True
2049,61.93,0.91,35.47,15,300.959999999998,88.1891137473831,True
2050,61.93,0.91,35.47,10,598.299999999985,44.3989769820972,True
2051,61.93,0.91,35.47,15,755.87999999999,28.8032100488486,True
2052,61.93,0.91,35.47,15,348.899999999997,83.4263782274948,True
2053,61.93,0.91,35.47,10,572.199999999986,46.1381074168798,True
2054,61.93,0.91,35.47,10,688.299999999983,36.9309462915601,True
2055,61.93,0.91,35.47,20,27.4399999999992,99.9825632083697,True
2056,61.93,0.91,35.47,10,177.999999999996,91.4407502131288,True
2057,61.93,0.91,35.47,20,619.479999999994,46.6957279860506,True
2058,61.93,0.91,35.47,15,638.579999999992,40.6838799720866,True
2059,61.93,0.91,35.47,20,544.039999999995,53.7750653879686,True
2060,61.93,0.91,35.47,15,788.519999999989,22.5575715282624,True
2061,61.93,0.91,35.47,15,614.099999999993,41.9923237962317,True
2062,61.93,0.91,35.47,10,633.399999999984,41.6368286445013,True
2063,61.93,0.91,35.47,10,429.999999999989,55.0213128729753,True
2064,61.93,0.91,35.47,10,202.299999999995,90.2983802216539,True
2065,61.93,0.91,35.47,15,346.859999999997,84.1416608513608,True
2066,61.93,0.91,35.47,10,893.499999999999,18.7382779198636,True
2067,61.93,0.91,35.47,15,496.799999999995,51.3782274947662,True
2068,61.93,0.91,35.47,10,554.199999999986,48.4398976982098,True
2069,61.93,0.91,35.47,20,873.679999999996,27.898866608544,True
2070,61.93,0.91,35.47,10,284.199999999993,75.7203751065644,True
2071,61.93,0.91,35.47,20,809.719999999993,35.2048823016565,True
2072,61.93,0.91,35.47,15,125.520000000001,98.2379623168179,True
2073,61.93,0.91,35.47,15,365.219999999997,77.2854152128402,True
2074,61.93,0.91,35.47,20,529.279999999995,58.0470793374019,True
2075,61.93,0.91,35.47,20,678.519999999994,42.4760244115083,True
2076,61.93,0.91,35.47,15,115.320000000001,98.4473133286811,True
2077,61.93,0.91,35.47,20,511.239999999995,64.3940714908457,True
2078,61.93,0.91,35.47,15,146.940000000001,97.3831123517097,True
2079,61.93,0.91,35.47,10,58.2999999999986,98.687127024723,True
2080,61.93,0.91,35.47,10,847.599999999994,25.9846547314578,True
2081,61.93,0.91,35.47,20,348.879999999997,87.5326939843069,True
2082,61.93,0.91,35.47,20,688.359999999994,42.1272885789015,True
2083,61.93,0.91,35.47,10,147.399999999996,92.9923273657289,True
2084,61.93,0.91,35.47,15,443.759999999996,54.2568039078856,True
2085,61.93,0.91,35.47,20,478.439999999996,71.3687881429817,True
2086,61.93,0.91,35.47,10,645.099999999984,40.8013640238704,True
2087,61.93,0.91,35.47,20,53.679999999999,99.6687009590236,True
2088,61.93,0.91,35.47,10,283.299999999993,75.8397271952259,True
2089,61.93,0.91,35.47,10,150.099999999996,92.9752770673487,True
2090,61.93,0.91,35.47,20,37.2799999999991,99.8256320836966,True
2091,61.93,0.91,35.47,20,289.839999999997,92.6765475152572,True
2092,61.93,0.91,35.47,15,345.839999999997,84.1765526866713,True
2093,61.93,0.91,35.47,20,458.759999999996,74.6120313862249,True
2094,61.93,0.91,35.47,20,745.759999999993,38.9886660854403,True
2095,61.93,0.91,35.47,15,212.22,94.9057920446616,True
2096,61.93,0.91,35.47,20,806.439999999993,35.3095030514385,True
2097,61.93,0.91,35.47,15,277.499999999998,89.2009769713887,True
2098,61.93,0.91,35.47,15,111.240000000001,98.5345429169574,True
2099,61.93,0.91,35.47,10,220.299999999994,89.4288150042626,True
2100,61.93,0.91,35.47,15,514.139999999994,49.4068387997209,True
2101,61.93,0.91,35.47,15,437.639999999996,54.8848569434753,True
2102,61.93,0.91,35.47,15,180.6,96.3014654570831,True
2103,61.93,0.91,35.47,20,453.839999999996,76.7916303400174,True
2104,61.93,0.91,35.47,20,801.519999999993,35.7454228421971,True
2105,61.93,0.91,35.47,15,218.34,94.4347522679693,True
2106,61.93,0.91,35.47,15,657.959999999992,40.1430565247732,True
2107,61.93,0.91,35.47,20,517.799999999995,63.5745422842197,True
2108,61.93,0.91,35.47,10,749.499999999984,33.1287297527707,True
2109,61.93,0.91,35.47,20,545.679999999995,53.7576285963383,True
2110,61.93,0.91,35.47,20,798.239999999993,36.0244115082825,True
2111,61.93,0.91,35.47,20,816.279999999993,34.5597210113339,True
2112,61.93,0.91,35.47,10,145.599999999996,93.0093776641091,True
2113,61.93,0.91,35.47,10,87.0999999999979,97.5277067348679,True
2114,61.93,0.91,35.47,15,313.199999999998,87.5261688764829,True
2115,61.93,0.91,35.47,10,753.999999999985,32.7195225916454,True
2116,61.93,0.91,35.47,15,812.999999999989,18.8764829030007,True
2117,61.93,0.91,35.47,15,140.820000000001,97.6099092812282,True
2118,61.93,0.91,35.47,15,100.020000000001,98.7264480111654,True
2119,61.93,0.91,35.47,20,247.199999999997,95.7977332170881,True
2120,61.93,0.91,35.47,10,673.899999999983,38.3120204603581,True
