,C,H,O,heat_rate,T,mass_porc,biomass_EU
2121,61.93,0.91,35.47,20,870.399999999996,28.0557977332171,True
2122,61.93,0.91,35.47,15,816.059999999989,18.5799023028612,True
2123,61.93,0.91,35.47,15,397.859999999996,69.347522679693,True
2124,61.93,0.91,35.47,15,652.859999999992,40.2477320307048,True
2125,61.93,0.91,35.47,10,233.799999999994,88.3205456095482,True
2126,61.93,0.91,35.47,10,532.599999999987,49.923273657289,True
2127,61.93,0.91,35.47,10,37.5999999999991,99.4714407502132,True
2128,61.93,0.91,35.47,10,268.899999999993,82.8985507246377,True
2129,61.93,0.91,35.47,10,844.899999999994,26.3427109974425,True
2130,61.93,0.91,35.47,15,836.459999999989,15.8757850662945,True
2131,61.93,0.91,35.47,10,379.59999999999,58.687127024723,True
2132,61.93,0.91,35.47,15,758.93999999999,27.9134682484299,True
2133,61.93,0.91,35.47,10,210.399999999995,90.0255754475704,True
2134,61.93,0.91,35.47,20,199.639999999998,97.4019180470793,True
2135,61.93,0.91,35.47,20,119.279999999998,98.8840453356582,True
2136,61.93,0.91,35.47,10,418.29999999999,55.6010230179028,True
2137,61.93,0.91,35.47,20,762.159999999993,38.0122057541412,True
2138,61.93,0.91,35.47,10,248.199999999994,85.7971014492754,True
2139,61.93,0.91,35.47,15,81.6600000000007,99.0753663642708,True
2140,61.93,0.91,35.47,15,509.039999999994,50.2791346824843,True
2141,61.93,0.91,35.47,15,262.199999999999,89.8639218422889,True
2142,61.93,0.91,35.47,10,324.699999999992,64.9275362318841,True
2143,61.93,0.91,35.47,15,481.499999999995,52.1981856245639,True
2144,61.93,0.91,35.47,20,460.399999999996,74.5771578029643,True
2145,61.93,0.91,35.47,10,864.699999999996,23.5294117647059,True
2146,61.93,0.91,35.47,10,213.999999999995,89.8380221653879,True
2147,61.93,0.91,35.47,20,181.599999999998,97.8204010462075,True
2148,61.93,0.91,35.47,15,359.099999999997,78.9951151430565,True
2149,61.93,0.91,35.47,15,661.019999999992,40.1256106071179,True
2150,61.93,0.91,35.47,15,415.199999999996,60.7466852756455,True
2151,61.93,0.91,35.47,20,409.559999999996,84.202266782912,True
2152,61.93,0.91,35.47,15,470.279999999995,52.9134682484299,True
2153,61.93,0.91,35.47,15,93.9000000000008,98.8136775994418,True
2154,61.93,0.91,35.47,10,367.899999999991,59.4202898550725,True
2155,61.93,0.91,35.47,10,845.799999999994,26.2233589087809,True
2156,61.93,0.91,35.47,15,379.499999999997,74.1974877878577,True
2157,61.93,0.91,35.47,10,436.299999999989,54.4927536231884,True
2158,61.93,0.91,35.47,15,538.619999999994,46.6852756454989,True
2159,61.93,0.91,35.47,10,759.399999999985,32.2250639386189,True
2160,61.93,0.91,35.47,10,448.899999999989,53.8789428815004,True
2161,61.93,0.91,35.47,15,791.579999999989,20.3593859036986,True
2162,61.93,0.91,35.47,15,185.7,96.0572226099093,True
2163,61.93,0.91,35.47,10,735.999999999983,33.7936913895993,True
2164,61.93,0.91,35.47,20,570.279999999995,50.1656495204882,True
2165,61.93,0.91,35.47,15,385.619999999997,72.8541521284019,True
2166,61.93,0.91,35.47,20,790.039999999993,36.6172624237141,True
2167,61.93,0.91,35.47,15,355.019999999997,81.2805303558967,True
2168,61.93,0.91,35.47,15,194.88,95.7257501744592,True
2169,61.93,0.91,35.47,10,667.599999999983,38.6189258312021,True
2170,61.93,0.91,35.47,10,420.999999999989,55.3452685421995,True
2171,61.93,0.91,35.47,10,798.999999999989,30.1108269394714,True
2172,61.93,0.91,35.47,10,85.2999999999979,97.5959079283888,True
2173,61.93,0.91,35.47,15,398.879999999996,68.3182135380321,True
2174,61.93,0.91,35.47,15,190.8,95.8653175157014,True
2175,61.93,0.91,35.47,15,517.199999999994,49.0753663642708,True
2176,61.93,0.91,35.47,10,285.999999999993,75.0724637681159,True
2177,61.93,0.91,35.47,15,236.699999999999,92.2365666434054,True
2178,61.93,0.91,35.47,15,142.860000000001,97.4703419399861,True
2179,61.93,0.91,35.47,15,549.839999999994,45.7606420097697,True
2180,61.93,0.91,35.47,10,98.7999999999976,96.385336743393,True
2181,61.93,0.91,35.47,15,472.319999999995,52.8611304954641,True
2182,61.93,0.91,35.47,15,237.719999999999,92.2016748080949,True
2183,61.93,0.91,35.47,15,612.059999999993,42.1493370551291,True
2184,61.93,0.91,35.47,10,547.899999999986,49.1901108269395,True
2185,61.93,0.91,35.47,10,381.39999999999,58.5848252344416,True
2186,61.93,0.91,35.47,15,404.999999999996,66.8527564549895,True
2187,61.93,0.91,35.47,15,36.7800000000003,99.7732030704815,True
2188,61.93,0.91,35.47,10,162.699999999996,92.1057118499574,True
2189,61.93,0.91,35.47,20,455.479999999996,76.6870095902354,True
2190,61.93,0.91,35.47,15,293.819999999998,88.6078157711096,True
2191,61.93,0.91,35.47,20,424.319999999996,83.1734960767219,True
2192,61.93,0.91,35.47,15,745.67999999999,30.6350314026518,True
2193,61.93,0.91,35.47,10,885.399999999998,20.1875532821825,True
2194,61.93,0.91,35.47,20,730.999999999993,39.5292066259808,True
2195,61.93,0.91,35.47,20,632.599999999994,45.6320836965999,True
2196,61.93,0.91,35.47,10,597.399999999985,44.4671781756181,True
2197,61.93,0.91,35.47,15,433.559999999996,55.3558967201675,True
2198,61.93,0.91,35.47,15,417.239999999996,59.2114445219818,True
2199,61.93,0.91,35.47,15,122.460000000001,98.2728541521284,True
2200,61.93,0.91,35.47,20,212.759999999998,97.227550130776,True
2201,61.93,0.91,35.47,10,862.899999999996,23.7851662404092,True
2202,61.93,0.91,35.47,15,827.279999999989,16.817864619679,True
2203,61.93,0.91,35.47,15,879.299999999988,13.7124912770412,True
2204,61.93,0.91,35.47,10,739.599999999983,33.537936913896,True
2205,61.93,0.91,35.47,10,132.099999999997,94.1176470588236,True
2206,61.93,0.91,35.47,10,207.699999999995,90.1619778346121,True
2207,61.93,0.91,35.47,10,522.699999999987,50.4006820119352,True
2208,61.93,0.91,35.47,10,213.099999999995,89.8380221653879,True
2209,61.93,0.91,35.47,20,767.079999999993,37.6983435047951,True
2210,61.93,0.91,35.47,20,489.919999999995,69.6599825632084,True
2211,61.93,0.91,35.47,15,489.659999999995,51.7096999302163,True
2212,61.93,0.91,35.47,20,257.039999999997,95.0479511769835,True
2213,61.93,0.91,35.47,15,289.739999999998,88.7299371946964,True
2214,61.93,0.91,35.47,10,485.799999999988,52.2250639386189,True
2215,61.93,0.91,35.47,20,637.519999999994,45.4228421970358,True
2216,61.93,0.91,35.47,10,201.399999999995,90.3324808184143,True
2217,61.93,0.91,35.47,10,665.799999999983,38.8405797101449,True
2218,61.93,0.91,35.47,15,576.359999999993,43.6496859734822,True
2219,61.93,0.91,35.47,20,753.959999999993,38.3958151700088,True
2220,61.93,0.91,35.47,20,612.919999999994,47.0444638186574,True
2221,61.93,0.91,35.47,20,893.359999999997,25.6843940714908,True
2222,61.93,0.91,35.47,15,41.8800000000003,99.7034193998605,True
2223,61.93,0.91,35.47,20,152.079999999998,98.413251961639,True
2224,61.93,0.91,35.47,20,168.479999999998,98.151700087184,True
2225,61.93,0.91,35.47,20,171.759999999998,98.1342632955536,True
2226,61.93,0.91,35.47,10,384.99999999999,58.4484228473999,True
2227,61.93,0.91,35.47,10,150.999999999996,92.9582267689685,True
2228,61.93,0.91,35.47,20,494.839999999995,67.4978204010462,True
2229,61.93,0.91,35.47,15,402.959999999996,67.1842288904396,True
2230,61.93,0.91,35.47,20,758.879999999993,38.1865736704447,True
2231,61.93,0.91,35.47,10,368.799999999991,59.2156862745098,True
2232,61.93,0.91,35.47,15,179.58,96.493370551291,True
2233,61.93,0.91,35.47,15,127.560000000001,98.2205163991626,True
2234,61.93,0.91,35.47,15,208.14,94.9755757152826,True
2235,61.93,0.91,35.47,20,324.279999999997,89.7122929380994,True
2236,61.93,0.91,35.47,20,127.479999999998,98.6922406277245,True
2237,61.93,0.91,35.47,15,781.37999999999,24.1277041172366,True
2238,61.93,0.91,35.47,15,778.31999999999,24.6685275645499,True
2239,61.93,0.91,35.47,10,441.699999999989,54.1687979539642,True
2240,61.93,0.91,35.47,15,854.819999999988,15.3000697836706,True
2241,61.93,0.91,35.47,20,340.679999999997,88.7009590235397,True
2242,61.93,0.91,35.47,15,846.659999999988,15.387299371947,True
2243,61.93,0.91,35.47,10,728.799999999982,34.1346973572037,True
2244,61.93,0.91,35.47,15,690.599999999991,38.0669923237962,True
2245,61.93,0.91,35.47,20,703.119999999994,41.2380122057541,True
2246,61.93,0.91,35.47,20,301.319999999997,92.1360069747166,True
2247,61.93,0.91,35.47,15,422.339999999996,57.7285415212841,True
2248,61.93,0.91,35.47,10,187.899999999995,90.997442455243,True
2249,61.93,0.91,35.47,10,290.499999999993,74.3904518329071,True
2250,61.93,0.91,35.47,15,358.079999999997,80.390788555478,True
2251,61.93,0.91,35.47,15,285.659999999998,88.8171667829728,True
2252,61.93,0.91,35.47,10,904.3,16.7774936061381,True
2253,61.93,0.91,35.47,20,386.599999999996,85.6146469049695,True
2254,61.93,0.91,35.47,10,722.499999999982,34.5780051150895,True
2255,61.93,0.91,35.47,15,574.319999999993,43.9288206559665,True
2256,61.93,0.91,35.47,10,870.999999999997,22.847399829497,True
2257,61.93,0.91,35.47,15,857.879999999988,14.1486392184229,True
2258,61.93,0.91,35.47,10,445.299999999989,53.998294970162,True
2259,61.93,0.91,35.47,20,593.239999999995,48.770706190061,True
2260,61.93,0.91,35.47,10,351.699999999991,60.4092071611253,True
2261,61.93,0.91,35.47,10,624.399999999984,42.1312872975277,True
2262,61.93,0.91,35.47,20,380.039999999996,85.7018308631212,True
2263,61.93,0.91,35.47,10,533.499999999987,49.8721227621484,True
2264,61.93,0.91,35.47,15,444.779999999996,54.0823447313329,True
2265,61.93,0.91,35.47,10,856.599999999995,24.8252344416027,True
2266,61.93,0.91,35.47,10,659.499999999983,39.6248934356352,True
2267,61.93,0.91,35.47,20,40.5599999999991,99.7733217088056,True
2268,61.93,0.91,35.47,10,254.499999999994,84.9786871270248,True
2269,61.93,0.91,35.47,15,806.879999999989,19.9406838799721,True
2270,61.93,0.91,35.47,10,552.399999999986,48.5421994884911,True
2271,61.93,0.91,35.47,15,446.819999999996,53.960223307746,True
2272,61.93,0.91,35.47,10,785.499999999988,30.7416879795397,True
2273,61.93,0.91,35.47,10,34.8999999999992,99.5907928388747,True
2274,61.93,0.91,35.47,10,336.399999999992,63.5294117647059,True
2275,61.93,0.91,35.47,15,902.759999999988,9.21144452198183,True
2276,61.93,0.91,35.47,10,711.699999999982,35.0554134697357,True
2277,61.93,0.91,35.47,15,772.19999999999,25.8897418004187,True
2278,61.93,0.91,35.47,15,493.739999999995,51.4829030006978,True
2279,61.93,0.91,35.47,15,175.5,96.5457083042568,True
2280,61.93,0.91,35.47,15,152.040000000001,97.2784368457781,True
2281,61.93,0.91,35.47,20,378.399999999996,85.8587619877943,True
2282,61.93,0.91,35.47,15,807.899999999989,18.8764829030007,True
2283,61.93,0.91,35.47,15,790.559999999989,21.9120725750175,True
2284,61.93,0.91,35.47,15,670.199999999992,39.4277739009072,True
2285,61.93,0.91,35.47,15,40.8600000000003,99.738311235171,True
2286,61.93,0.91,35.47,15,529.439999999994,47.7320307048151,True
2287,61.93,0.91,35.47,15,593.699999999993,42.6552686671319,True
2288,61.93,0.91,35.47,10,849.399999999995,25.3537936913896,True
2289,61.93,0.91,35.47,10,647.799999999984,40.5456095481671,True
2290,61.93,0.91,35.47,10,396.69999999999,57.5618073316283,True
2291,61.93,0.91,35.47,10,539.799999999987,49.4799658994033,True
2292,61.93,0.91,35.47,15,691.619999999991,37.8401953942778,True
2293,61.93,0.91,35.47,20,327.559999999997,89.5204882301657,True
2294,61.93,0.91,35.47,10,806.19999999999,29.3435635123615,True
2295,61.93,0.91,35.47,15,763.01999999999,26.9016050244243,True
2296,61.93,0.91,35.47,20,671.959999999994,43.6617262423714,True
2297,61.93,0.91,35.47,20,565.359999999995,50.6015693112468,True
2298,61.93,0.91,35.47,15,450.899999999995,53.9078855547802,True
2299,61.93,0.91,35.47,15,737.51999999999,32.0655966503838,True
2300,61.93,0.91,35.47,20,399.719999999996,84.7776809067132,True
2301,61.93,0.91,35.47,15,425.399999999996,57.2575017445918,True
2302,61.93,0.91,35.47,10,727.899999999982,34.151747655584,True
2303,61.93,0.91,35.47,10,543.399999999986,49.3947144075021,True
2304,61.93,0.91,35.47,15,171.42,96.6678297278437,True
2305,61.93,0.91,35.47,10,679.299999999983,37.5277067348679,True
2306,61.93,0.91,35.47,15,55.1400000000004,99.4417306350314,True
2307,61.93,0.91,35.47,15,528.419999999994,47.7494766224703,True
2308,61.93,0.91,35.47,15,799.739999999989,19.9406838799721,True
2309,61.93,0.91,35.47,15,519.239999999994,48.8485694347523,True
2310,61.93,0.91,35.47,10,293.199999999993,73.7425404944587,True
2311,61.93,0.91,35.47,15,669.179999999992,39.4975575715283,True
2312,61.93,0.91,35.47,20,209.479999999998,97.2449869224063,True
2313,61.93,0.91,35.47,10,237.399999999994,87.8942881500427,True
2314,61.93,0.91,35.47,10,588.399999999985,45.2855924978687,True
2315,61.93,0.91,35.47,10,41.199999999999,99.3691389599318,True
2316,61.93,0.91,35.47,10,124.899999999997,94.61210571185,True
2317,61.93,0.91,35.47,20,835.959999999993,32.2231909328683,True
2318,61.93,0.91,35.47,15,409.079999999996,64.5498953244941,True
2319,61.93,0.91,35.47,20,38.9199999999991,99.8081952920663,True
2320,61.93,0.91,35.47,10,216.699999999995,89.769820971867,True
2321,61.93,0.91,35.47,15,434.579999999996,55.1988834612701,True
2322,61.93,0.91,35.47,15,205.08,95.2023726448011,True
2323,61.93,0.91,35.47,20,363.639999999996,86.4341761115955,True
2324,61.93,0.91,35.47,10,782.799999999988,30.9292412617221,True
2325,61.93,0.91,35.47,10,71.7999999999983,98.2608695652175,True
2326,61.93,0.91,35.47,10,406.59999999999,56.8286445012788,True
2327,61.93,0.91,35.47,10,717.999999999982,34.765558397272,True
2328,61.93,0.91,35.47,20,696.559999999994,41.5518744551003,True
2329,61.93,0.91,35.47,10,596.499999999985,44.6547314578005,True
2330,61.93,0.91,35.47,10,348.999999999991,60.8866155157716,True
2331,61.93,0.91,35.47,10,369.699999999991,59.1815856777494,True
2332,61.93,0.91,35.47,15,610.019999999993,42.1493370551291,True
2333,61.93,0.91,35.47,15,411.119999999996,62.6133984647592,True
2334,61.93,0.91,35.47,20,611.279999999994,47.2362685265911,True
2335,61.93,0.91,35.47,10,438.999999999989,54.2881500426258,True
2336,61.93,0.91,35.47,20,250.479999999997,95.4664341761116,True
2337,61.93,0.91,35.47,15,486.599999999995,51.884159106769,True
2338,61.93,0.91,35.47,10,894.399999999999,18.5507246376812,True
2339,61.93,0.91,35.47,20,476.799999999996,71.4559721011334,True
2340,61.93,0.91,35.47,10,74.4999999999982,98.2097186700768,True
2341,61.93,0.91,35.47,20,79.9199999999988,99.4071490845685,True
2342,61.93,0.91,35.47,15,832.379999999989,15.8757850662945,True
2343,61.93,0.91,35.47,15,424.379999999996,57.466852756455,True
2344,61.93,0.91,35.47,20,609.639999999994,47.2537053182215,True
2345,61.93,0.91,35.47,10,123.999999999997,94.6803069053709,True
2346,61.93,0.91,35.47,15,798.719999999989,20.3593859036986,True
2347,61.93,0.91,35.47,20,434.159999999996,82.56320836966,True
2348,61.93,0.91,35.47,20,345.599999999997,87.9337401918047,True
2349,61.93,0.91,35.47,15,199.98,95.5512909979065,True
2350,61.93,0.91,35.47,10,482.199999999988,52.3614663256607,True
2351,61.93,0.91,35.47,10,40.299999999999,99.3691389599318,True
2352,61.93,0.91,35.47,10,322.899999999992,65.4049445865303,True
2353,61.93,0.91,35.47,15,380.519999999997,73.8660153524076,True
2354,61.93,0.91,35.47,15,901.739999999987,11.7236566643406,True
2355,61.93,0.91,35.47,20,704.759999999994,41.2380122057541,True
2356,61.93,0.91,35.47,20,650.639999999994,44.8823016564952,True
2357,61.93,0.91,35.47,20,414.479999999996,84.0278988666085,True
2358,61.93,0.91,35.47,10,589.299999999985,45.234441602728,True
2359,61.93,0.91,35.47,20,445.639999999996,79.023539668701,True
2360,61.93,0.91,35.47,15,684.479999999991,38.5205861828332,True
2361,61.93,0.91,35.47,15,869.099999999988,13.8171667829728,True
2362,61.93,0.91,35.47,10,156.399999999996,92.7536231884058,True
2363,61.93,0.91,35.47,10,628.899999999984,42.0289855072464,True
2364,61.93,0.91,35.47,20,47.119999999999,99.7384481255449,True
2365,61.93,0.91,35.47,20,617.839999999994,46.7306015693113,True
2366,61.93,0.91,35.47,10,375.099999999991,58.8576300085252,True
2367,61.93,0.91,35.47,15,393.779999999996,69.6615491974878,True
2368,61.93,0.91,35.47,10,880.899999999998,20.76726342711,True
2369,61.93,0.91,35.47,15,510.059999999994,49.7034193998604,True
2370,61.93,0.91,35.47,15,243.839999999999,90.9281228192603,True
2371,61.93,0.91,35.47,10,450.699999999989,53.84484228474,True
2372,61.93,0.91,35.47,15,502.919999999995,50.9769713886951,True
2373,61.93,0.91,35.47,15,129.600000000001,98.115840893231,True
2374,61.93,0.91,35.47,20,24.1599999999992,100.0,True
2375,61.93,0.91,35.47,15,889.499999999988,12.9274249825541,True
2376,61.93,0.91,35.47,10,440.799999999989,54.2540494458653,True
2377,61.93,0.91,35.47,10,871.899999999997,22.7962489343564,True
2378,61.93,0.91,35.47,10,397.59999999999,57.4424552429668,True
2379,61.93,0.91,35.47,15,458.039999999995,53.6636427076064,True
2380,61.93,0.91,35.47,15,123.480000000001,98.2728541521284,True
2381,61.93,0.91,35.47,10,182.499999999995,91.2702472293266,True
2382,61.93,0.91,35.47,15,60.2400000000005,99.3719469644104,True
