,C,H,O,heat_rate,T,mass_porc,biomass_ESP
2941,41.67,5.28,39.77,15,575,7.08623,True
2942,41.67,5.28,39.77,15,566,7.25655,True
2943,41.67,5.28,39.77,20,51,100.0,True
2944,41.67,5.28,39.77,20,71,100.0,True
2945,41.67,5.28,39.77,10,465,7.80223,True
2946,41.67,5.28,39.77,15,509,8.91892,True
2947,41.67,5.28,39.77,15,44,100.0,True
2948,41.67,5.28,39.77,10,663,5.77004,True
2949,41.67,5.28,39.77,10,640,5.6984,True
2950,41.67,5.28,39.77,10,304,30.30671,True
2951,41.67,5.28,39.77,10,802,5.65473,True
2952,41.67,5.28,39.77,20,813,6.31786374969838,True
2953,41.67,5.28,39.77,10,757,5.64636,True
2954,41.67,5.28,39.77,20,48,100.0,True
2955,41.67,5.28,39.77,15,504,9.25921,True
2956,41.67,5.28,39.77,20,195,99.6179522239202,True
2957,41.67,5.28,39.77,15,566,7.27133,True
2958,41.67,5.28,39.77,10,41,100.0,True
2959,41.67,5.28,39.77,10,43,100.0,True
2960,41.67,5.28,39.77,20,83,100.0,True
2961,41.67,5.28,39.77,10,732,5.67002,True
2962,41.67,5.28,39.77,10,434,9.79887,True
2963,41.67,5.28,39.77,20,544,8.65036596155392,True
2964,41.67,5.28,39.77,10,580,6.56416,True
2965,41.67,5.28,39.77,20,34,100.0,True
2966,41.67,5.28,39.77,20,766,6.47872597120571,True
2967,41.67,5.28,39.77,20,564,8.16777929703206,True
2968,41.67,5.28,39.77,20,631,7.18249819029999,True
2969,41.67,5.28,39.77,15,332,28.5422,True
2970,41.67,5.28,39.77,10,436,9.68496,True
2971,41.67,5.28,39.77,10,65,100.1137,True
2972,41.67,5.28,39.77,10,772,5.78815,True
2973,41.67,5.28,39.77,20,466,13.2148314968229,True
2974,41.67,5.28,39.77,15,578,7.06478,True
2975,41.67,5.28,39.77,20,873,6.19721708356791,True
2976,41.67,5.28,39.77,20,94,100.0,True
2977,41.67,5.28,39.77,10,939,6.22575,True
2978,41.67,5.28,39.77,10,826,5.86194,True
2979,41.67,5.28,39.77,10,525,6.80862,True
2980,41.67,5.28,39.77,20,250,91.1927933724764,True
2981,41.67,5.28,39.77,10,300,32.26893,True
2982,41.67,5.28,39.77,10,566,6.63725,True
2983,41.67,5.28,39.77,10,512,6.85741,True
2984,41.67,5.28,39.77,15,633,6.86698,True
2985,41.67,5.28,39.77,20,804,6.37818708276361,True
2986,41.67,5.28,39.77,10,822,5.87846,True
2987,41.67,5.28,39.77,10,542,6.75488,True
2988,41.67,5.28,39.77,20,510,10.2992037320035,True
2989,41.67,5.28,39.77,10,779,5.77004,True
2990,41.67,5.28,39.77,20,306,44.2411324700395,True
2991,41.67,5.28,39.77,10,547,6.73246,True
2992,41.67,5.28,39.77,15,843,5.01101,True
2993,41.67,5.28,39.77,10,600,6.16066,True
2994,41.67,5.28,39.77,20,126,99.7587066677391,True
2995,41.67,5.28,39.77,10,56,99.9975,True
2996,41.67,5.28,39.77,15,268,78.30627,True
2997,41.67,5.28,39.77,10,886,6.20942,True
2998,41.67,5.28,39.77,10,181,98.96865,True
2999,41.67,5.28,39.77,20,492,11.3448081718008,True
3000,41.67,5.28,39.77,10,890,6.2251,True
3001,41.67,5.28,39.77,15,465,11.64474,True
3002,41.67,5.28,39.77,10,876,6.18432,True
3003,41.67,5.28,39.77,15,576,7.09743,True
3004,41.67,5.28,39.77,10,53,99.95176,True
3005,41.67,5.28,39.77,20,65,100.0,True
3006,41.67,5.28,39.77,10,751,5.79675,True
3007,41.67,5.28,39.77,20,310,41.3858280382852,True
3008,41.67,5.28,39.77,10,77,100.02755,True
3009,41.67,5.28,39.77,20,377,22.2834392342958,True
3010,41.67,5.28,39.77,15,656,6.75861,True
3011,41.67,5.28,39.77,20,350,26.7875814364997,True
3012,41.67,5.28,39.77,15,77,100.04172,True
3013,41.67,5.28,39.77,20,838,6.27764819432151,True
3014,41.67,5.28,39.77,20,373,22.7861336765061,True
3015,41.67,5.28,39.77,20,863,6.21732486125628,True
3016,41.67,5.28,39.77,10,71,100.11794,True
3017,41.67,5.28,39.77,15,168,99.88116,True
3018,41.67,5.28,39.77,10,526,6.81356,True
3019,41.67,5.28,39.77,15,236,94.29301,True
3020,41.67,5.28,39.77,15,666,6.7123,True
3021,41.67,5.28,39.77,15,435,13.76482,True
3022,41.67,5.28,39.77,15,336,27.48703,True
3023,41.67,5.28,39.77,15,862,5.01101,True
3024,41.67,5.28,39.77,10,851,5.90437,True
3025,41.67,5.28,39.77,15,593,6.9709,True
3026,41.67,5.28,39.77,15,610,6.91536,True
3027,41.67,5.28,39.77,15,359,23.22426,True
3028,41.67,5.28,39.77,15,405,16.9252,True
3029,41.67,5.28,39.77,10,770,5.7978,True
3030,41.67,5.28,39.77,10,834,5.64889,True
3031,41.67,5.28,39.77,20,516,10.0176948443657,True
3032,41.67,5.28,39.77,20,854,6.25754041663314,True
3033,41.67,5.28,39.77,15,902,5.01101,True
3034,41.67,5.28,39.77,10,39,100.0,True
3035,41.67,5.28,39.77,15,537,7.7364,True
3036,41.67,5.28,39.77,20,348,27.1897369902678,True
3037,41.67,5.28,39.77,20,197,99.5174133354781,True
3038,41.67,5.28,39.77,15,621,6.88771,True
3039,41.67,5.28,39.77,10,58,100.02909,True
3040,41.67,5.28,39.77,20,54,100.0,True
3041,41.67,5.28,39.77,10,291,39.23618,True
3042,41.67,5.28,39.77,10,188,98.55009,True
3043,41.67,5.28,39.77,10,385,15.36528,True
3044,41.67,5.28,39.77,10,38,100.0,True
3045,41.67,5.28,39.77,20,602,7.54443818869138,True
3046,41.67,5.28,39.77,10,417,11.21989,True
3047,41.67,5.28,39.77,20,65,100.0,True
3048,41.67,5.28,39.77,20,734,6.53904930427094,True
3049,41.67,5.28,39.77,15,777,5.80526,True
3050,41.67,5.28,39.77,15,888,5.01101,True
3051,41.67,5.28,39.77,10,815,5.7608,True
3052,41.67,5.28,39.77,10,785,5.78243,True
3053,41.67,5.28,39.77,20,432,16.1907825947076,True
3054,41.67,5.28,39.77,15,412,16.18774,True
3055,41.67,5.28,39.77,20,124,99.8190300008043,True
3056,41.67,5.28,39.77,10,57,100.04322,True
3057,41.67,5.28,39.77,10,860,6.2155,True
3058,41.67,5.28,39.77,10,485,7.11129,True
3059,41.67,5.28,39.77,10,45,100.0,True
3060,41.67,5.28,39.77,20,608,7.42379152256091,True
3061,41.67,5.28,39.77,15,531,7.8809,True
3062,41.67,5.28,39.77,15,760,6.24778,True
3063,41.67,5.28,39.77,15,45,100.0,True
3064,41.67,5.28,39.77,20,744,6.49883374889407,True
3065,41.67,5.28,39.77,10,240,91.97474,True
3066,41.67,5.28,39.77,15,753,6.26318,True
3067,41.67,5.28,39.77,15,194,98.87156,True
3068,41.67,5.28,39.77,10,96,99.62017,True
3069,41.67,5.28,39.77,15,447,12.87571,True
3070,41.67,5.28,39.77,20,284,72.7539612322047,True
3071,41.67,5.28,39.77,20,65,100.0,True
3072,41.67,5.28,39.77,10,826,5.79492,True
3073,41.67,5.28,39.77,20,49,100.0,True
3074,41.67,5.28,39.77,20,899,6.17710930587955,True
3075,41.67,5.28,39.77,15,539,7.67748,True
3076,41.67,5.28,39.77,15,228,95.45196,True
3077,41.67,5.28,39.77,10,581,6.54799,True
3078,41.67,5.28,39.77,10,740,5.7608,True
3079,41.67,5.28,39.77,15,510,8.86503,True
3080,41.67,5.28,39.77,15,196,98.70313,True
3081,41.67,5.28,39.77,10,805,5.68962,True
3082,41.67,5.28,39.77,20,296,56.2856913053969,True
3083,41.67,5.28,39.77,15,228,95.35047,True
3084,41.67,5.28,39.77,15,859,5.01101,True
3085,41.67,5.28,39.77,10,232,93.98045,True
3086,41.67,5.28,39.77,20,824,6.31786374969838,True
3087,41.67,5.28,39.77,10,492,6.99947,True
3088,41.67,5.28,39.77,10,496,6.96121,True
3089,41.67,5.28,39.77,20,335,29.5624547575002,True
3090,41.67,5.28,39.77,10,538,6.7733,True
3091,41.67,5.28,39.77,10,375,16.55931,True
3092,41.67,5.28,39.77,20,748,6.49883374889407,True
3093,41.67,5.28,39.77,20,412,17.8195125874689,True
3094,41.67,5.28,39.77,10,342,20.63368,True
3095,41.67,5.28,39.77,20,664,6.88088152497383,True
3096,41.67,5.28,39.77,20,799,6.39829486045197,True
3097,41.67,5.28,39.77,15,635,6.85758,True
3098,41.67,5.28,39.77,10,49,99.82664,True
3099,41.67,5.28,39.77,20,210,98.6326711171882,True
3100,41.67,5.28,39.77,15,452,12.5472,True
3101,41.67,5.28,39.77,10,214,96.46845,True
3102,41.67,5.28,39.77,20,559,8.24821040778566,True
3103,41.67,5.28,39.77,10,523,6.81994,True
3104,41.67,5.28,39.77,10,298,33.86563,True
3105,41.67,5.28,39.77,15,206,97.99198,True
3106,41.67,5.28,39.77,10,328,22.458,True
3107,41.67,5.28,39.77,10,844,5.81103,True
3108,41.67,5.28,39.77,20,703,6.69991152577813,True
3109,41.67,5.28,39.77,10,194,98.15137,True
3110,41.67,5.28,39.77,10,290,39.88146,True
3111,41.67,5.28,39.77,20,758,6.49883374889407,True
3112,41.67,5.28,39.77,15,357,23.38728,True
3113,41.67,5.28,39.77,20,601,7.58465374406825,True
3114,41.67,5.28,39.77,10,561,6.66098,True
3115,41.67,5.28,39.77,10,364,17.93394,True
3116,41.67,5.28,39.77,10,224,95.59016,True
3117,41.67,5.28,39.77,15,863,5.01101,True
3118,41.67,5.28,39.77,20,852,6.21732486125628,True
3119,41.67,5.28,39.77,10,469,7.66511,True
3120,41.67,5.28,39.77,20,70,100.0,True
3121,41.67,5.28,39.77,20,336,29.843963645138,True
3122,41.67,5.28,39.77,10,78,100.02001,True
3123,41.67,5.28,39.77,15,566,7.242,True
3124,41.67,5.28,39.77,15,346,25.54954,True
3125,41.67,5.28,39.77,10,465,7.86127,True
3126,41.67,5.28,39.77,10,558,6.67128,True
3127,41.67,5.28,39.77,10,251,86.30482,True
3128,41.67,5.28,39.77,20,840,6.27764819432151,True
3129,41.67,5.28,39.77,15,318,33.69803,True
3130,41.67,5.28,39.77,10,397,13.21021,True
3131,41.67,5.28,39.77,15,647,6.81253,True
3132,41.67,5.28,39.77,10,354,19.21181,True
3133,41.67,5.28,39.77,10,482,7.21251,True
3134,41.67,5.28,39.77,10,485,7.1217,True
3135,41.67,5.28,39.77,10,205,97.20611,True
3136,41.67,5.28,39.77,10,520,6.8299,True
3137,41.67,5.28,39.77,20,214,98.1903000080432,True
3138,41.67,5.28,39.77,20,805,6.41840263814048,True
