,C,H,O,heat_rate,T,mass_porc,biomass_ESP
546,41.67,5.28,39.77,10,450,8.73686,True
547,41.67,5.28,39.77,20,472,12.7925681653664,True
548,41.67,5.28,39.77,15,81,100.03705,True
549,41.67,5.28,39.77,20,204,99.0348266709563,True
550,41.67,5.28,39.77,10,46,100.0,True
551,41.67,5.28,39.77,15,476,10.86086,True
552,41.67,5.28,39.77,10,664,5.86194,True
553,41.67,5.28,39.77,20,66,100.0,True
554,41.67,5.28,39.77,15,702,6.59048,True
555,41.67,5.28,39.77,10,81,99.98925,True
556,41.67,5.28,39.77,10,506,6.88892,True
557,41.67,5.28,39.77,20,519,9.77640151210482,True
558,41.67,5.28,39.77,10,658,5.68178,True
559,41.67,5.28,39.77,10,62,100.09716,True
560,41.67,5.28,39.77,10,582,6.52812,True
561,41.67,5.28,39.77,15,202,98.20078,True
562,41.67,5.28,39.77,15,392,17.90323,True
563,41.67,5.28,39.77,15,909,5.01101,True
564,41.67,5.28,39.77,20,465,13.2952626075766,True
565,41.67,5.28,39.77,15,662,6.73808,True
566,41.67,5.28,39.77,15,912,5.01101,True
567,41.67,5.28,39.77,15,892,5.01101,True
568,41.67,5.28,39.77,20,738,6.53904930427094,True
569,41.67,5.28,39.77,20,222,97.2251266789995,True
570,41.67,5.28,39.77,10,82,99.93883,True
571,41.67,5.28,39.77,10,652,5.63443,True
572,41.67,5.28,39.77,15,461,12.00316,True
573,41.67,5.28,39.77,10,389,14.65544,True
574,41.67,5.28,39.77,10,758,5.69932,True
575,41.67,5.28,39.77,15,200,98.46392,True
576,41.67,5.28,39.77,15,241,93.43595,True
577,41.67,5.28,39.77,10,666,5.84188,True
578,41.67,5.28,39.77,15,195,98.81651,True
579,41.67,5.28,39.77,15,632,6.87007,True
580,41.67,5.28,39.77,10,295,36.14874,True
581,41.67,5.28,39.77,15,190,99.23978,True
582,41.67,5.28,39.77,20,56,100.0,True
583,41.67,5.28,39.77,10,89,99.74048,True
584,41.67,5.28,39.77,20,207,98.8739644494491,True
585,41.67,5.28,39.77,15,538,7.71581,True
586,41.67,5.28,39.77,10,732,5.66467,True
587,41.67,5.28,39.77,10,624,5.88562,True
588,41.67,5.28,39.77,20,414,17.4977881444542,True
589,41.67,5.28,39.77,15,570,7.18612,True
590,41.67,5.28,39.77,20,819,6.33797152738674,True
591,41.67,5.28,39.77,15,656,6.7628,True
592,41.67,5.28,39.77,15,561,7.33343,True
593,41.67,5.28,39.77,10,182,98.90005,True
594,41.67,5.28,39.77,15,517,8.46041,True
595,41.67,5.28,39.77,20,95,100.0,True
596,41.67,5.28,39.77,20,782,6.4586181935172,True
597,41.67,5.28,39.77,10,379,15.88337,True
598,41.67,5.28,39.77,10,375,16.63472,True
599,41.67,5.28,39.77,15,444,13.13174,True
600,41.67,5.28,39.77,10,438,9.57338,True
601,41.67,5.28,39.77,15,738,6.38529,True
602,41.67,5.28,39.77,20,693,6.740127081155,True
603,41.67,5.28,39.77,20,763,6.47872597120571,True
604,41.67,5.28,39.77,20,656,6.94120485803906,True
605,41.67,5.28,39.77,10,652,5.64283,True
606,41.67,5.28,39.77,10,548,6.72925,True
607,41.67,5.28,39.77,10,874,6.13655,True
608,41.67,5.28,39.77,15,34,100.0,True
609,41.67,5.28,39.77,20,602,7.52433041100302,True
610,41.67,5.28,39.77,10,485,7.11617,True
611,41.67,5.28,39.77,20,371,23.1078581195206,True
612,41.67,5.28,39.77,10,388,15.01077,True
613,41.67,5.28,39.77,15,658,6.75028,True
614,41.67,5.28,39.77,20,54,100.0,True
615,41.67,5.28,39.77,10,828,5.76405,True
616,41.67,5.28,39.77,10,793,5.65932,True
617,41.67,5.28,39.77,20,300,50.4142202203812,True
618,41.67,5.28,39.77,10,47,100.0,True
619,41.67,5.28,39.77,10,84,99.91893,True
620,41.67,5.28,39.77,15,233,94.76973,True
621,41.67,5.28,39.77,20,94,100.0,True
622,41.67,5.28,39.77,20,496,11.0029759510978,True
623,41.67,5.28,39.77,15,270,77.38031,True
624,41.67,5.28,39.77,15,38,100.0,True
625,41.67,5.28,39.77,10,481,7.23486,True
626,41.67,5.28,39.77,20,68,100.0,True
627,41.67,5.28,39.77,10,778,5.82464,True
628,41.67,5.28,39.77,15,678,6.66593,True
629,41.67,5.28,39.77,10,68,100.12596,True
630,41.67,5.28,39.77,20,849,6.27764819432151,True
631,41.67,5.28,39.77,10,62,100.07366,True
632,41.67,5.28,39.77,10,261,77.60976,True
633,41.67,5.28,39.77,20,765,6.4586181935172,True
634,41.67,5.28,39.77,15,260,84.09613,True
635,41.67,5.28,39.77,10,254,84.21332,True
636,41.67,5.28,39.77,20,445,14.9239926003378,True
637,41.67,5.28,39.77,20,709,6.6395881927129,True
638,41.67,5.28,39.77,10,765,5.834,True
639,41.67,5.28,39.77,10,463,7.95329,True
640,41.67,5.28,39.77,20,308,41.968953591249,True
641,41.67,5.28,39.77,20,243,93.1030322528755,True
642,41.67,5.28,39.77,20,68,100.0,True
643,41.67,5.28,39.77,20,592,7.72540818788707,True
644,41.67,5.28,39.77,15,715,6.53031,True
645,41.67,5.28,39.77,10,815,5.85544,True
646,41.67,5.28,39.77,10,555,6.69291,True
647,41.67,5.28,39.77,20,788,6.43851041582884,True
648,41.67,5.28,39.77,15,681,6.63186,True
649,41.67,5.28,39.77,15,57,99.97143,True
650,41.67,5.28,39.77,20,720,6.59937263733617,True
651,41.67,5.28,39.77,15,325,30.91957,True
652,41.67,5.28,39.77,20,797,6.41840263814048,True
653,41.67,5.28,39.77,10,584,6.51586,True
654,41.67,5.28,39.77,20,592,7.70530041019871,True
655,41.67,5.28,39.77,10,553,6.70207,True
656,41.67,5.28,39.77,10,889,6.06151,True
657,41.67,5.28,39.77,20,623,7.20260596798835,True
658,41.67,5.28,39.77,10,394,13.86389,True
659,41.67,5.28,39.77,15,638,6.84686,True
660,41.67,5.28,39.77,10,613,5.98372,True
661,41.67,5.28,39.77,20,405,18.8450092495777,True
662,41.67,5.28,39.77,20,767,6.47872597120571,True
663,41.67,5.28,39.77,15,314,35.41356,True
664,41.67,5.28,39.77,20,701,6.67980374808977,True
665,41.67,5.28,39.77,20,632,7.16239041261162,True
666,41.67,5.28,39.77,20,115,99.9597844446231,True
667,41.67,5.28,39.77,15,719,6.53876,True
668,41.67,5.28,39.77,10,740,5.75198,True
669,41.67,5.28,39.77,20,340,28.3358803185072,True
670,41.67,5.28,39.77,20,274,82.8078500764096,True
671,41.67,5.28,39.77,10,541,6.75781,True
672,41.67,5.28,39.77,20,48,100.0,True
673,41.67,5.28,39.77,20,194,99.7184911123624,True
674,41.67,5.28,39.77,10,269,70.69822,True
675,41.67,5.28,39.77,20,459,13.7778492720985,True
676,41.67,5.28,39.77,10,391,14.08026,True
677,41.67,5.28,39.77,10,575,6.59115,True
678,41.67,5.28,39.77,10,841,5.86302,True
679,41.67,5.28,39.77,20,36,100.0,True
680,41.67,5.28,39.77,10,109,99.32065,True
681,41.67,5.28,39.77,20,276,81.5410600820397,True
682,41.67,5.28,39.77,10,439,9.3588,True
683,41.67,5.28,39.77,20,408,18.4629614734979,True
684,41.67,5.28,39.77,10,362,18.16847,True
685,41.67,5.28,39.77,10,368,17.70598,True
686,41.67,5.28,39.77,20,670,6.84066596959696,True
687,41.67,5.28,39.77,10,829,5.70137,True
688,41.67,5.28,39.77,20,206,98.9543955602027,True
689,41.67,5.28,39.77,10,279,56.3647,True
690,41.67,5.28,39.77,10,301,31.75986,True
691,41.67,5.28,39.77,15,901,5.01101,True
692,41.67,5.28,39.77,20,825,6.31786374969838,True
693,41.67,5.28,39.77,10,77,100.06107,True
694,41.67,5.28,39.77,10,211,96.75972,True
695,41.67,5.28,39.77,10,532,6.79163,True
696,41.67,5.28,39.77,20,581,7.84605485401754,True
697,41.67,5.28,39.77,10,506,6.8932,True
698,41.67,5.28,39.77,20,603,7.48411485562615,True
699,41.67,5.28,39.77,15,609,6.91125,True
700,41.67,5.28,39.77,15,609,6.90756,True
701,41.67,5.28,39.77,10,577,6.57128,True
702,41.67,5.28,39.77,20,239,94.2893911364916,True
703,41.67,5.28,39.77,10,841,5.661,True
704,41.67,5.28,39.77,10,500,6.92711,True
705,41.67,5.28,39.77,15,482,10.65968,True
706,41.67,5.28,39.77,20,862,6.19721708356791,True
707,41.67,5.28,39.77,10,565,6.63965,True
708,41.67,5.28,39.77,15,243,93.09862,True
709,41.67,5.28,39.77,10,682,5.64636,True
710,41.67,5.28,39.77,10,443,9.20524,True
711,41.67,5.28,39.77,10,332,21.84357,True
712,41.67,5.28,39.77,20,581,7.88627040939441,True
713,41.67,5.28,39.77,15,46,100.0,True
714,41.67,5.28,39.77,10,89,99.78368,True
715,41.67,5.28,39.77,10,764,5.68817,True
716,41.67,5.28,39.77,15,388,19.11752,True
717,41.67,5.28,39.77,10,218,96.19037,True
718,41.67,5.28,39.77,20,836,6.31786374969838,True
719,41.67,5.28,39.77,20,759,6.47872597120571,True
720,41.67,5.28,39.77,10,620,5.91265,True
721,41.67,5.28,39.77,10,230,94.82404,True
722,41.67,5.28,39.77,10,893,6.15564,True
723,41.67,5.28,39.77,10,476,7.38159,True
724,41.67,5.28,39.77,15,858,5.01101,True
725,41.67,5.28,39.77,10,40,100.0,True
726,41.67,5.28,39.77,10,55,99.98891,True
727,41.67,5.28,39.77,15,660,6.74616,True
728,41.67,5.28,39.77,15,94,99.99826,True
729,41.67,5.28,39.77,10,273,64.76942,True
730,41.67,5.28,39.77,10,814,5.78815,True
731,41.67,5.28,39.77,10,746,5.86194,True
732,41.67,5.28,39.77,10,96,99.6048,True
733,41.67,5.28,39.77,10,485,7.13371,True
734,41.67,5.28,39.77,10,234,93.56143,True
735,41.67,5.28,39.77,10,592,6.32517,True
736,41.67,5.28,39.77,10,108,99.35638,True
737,41.67,5.28,39.77,10,182,98.87645,True
738,41.67,5.28,39.77,20,807,6.37818708276361,True
739,41.67,5.28,39.77,15,342,26.36025,True
740,41.67,5.28,39.77,15,379,20.10576,True
741,41.67,5.28,39.77,15,553,7.44749,True
742,41.67,5.28,39.77,20,484,11.8273948363227,True
743,41.67,5.28,39.77,20,854,6.23743263894478,True
744,41.67,5.28,39.77,10,814,5.8069,True
745,41.67,5.28,39.77,10,425,10.52501,True
746,41.67,5.28,39.77,10,908,6.22019,True
747,41.67,5.28,39.77,10,220,96.05353,True
748,41.67,5.28,39.77,10,89,99.79779,True
749,41.67,5.28,39.77,10,461,8.01717,True
750,41.67,5.28,39.77,10,602,6.1056,True
751,41.67,5.28,39.77,10,568,6.62466,True
752,41.67,5.28,39.77,15,648,6.80834,True
753,41.67,5.28,39.77,10,665,5.81605,True
754,41.67,5.28,39.77,20,814,6.31786374969838,True
755,41.67,5.28,39.77,10,582,6.53897,True
756,41.67,5.28,39.77,20,841,6.25754041663314,True
757,41.67,5.28,39.77,10,287,46.00911,True
758,41.67,5.28,39.77,10,666,5.85544,True
759,41.67,5.28,39.77,10,591,6.34367,True
760,41.67,5.28,39.77,20,506,10.5606048419528,True
761,41.67,5.28,39.77,20,50,100.0,True
762,41.67,5.28,39.77,10,454,8.33205,True
763,41.67,5.28,39.77,15,615,6.90118,True
764,41.67,5.28,39.77,20,604,7.48411485562615,True
765,41.67,5.28,39.77,15,664,6.73061,True
766,41.67,5.28,39.77,10,686,5.66943,True
767,41.67,5.28,39.77,15,786,5.29749,True
768,41.67,5.28,39.77,20,786,6.43851041582884,True
769,41.67,5.28,39.77,10,104,99.4085,True
770,41.67,5.28,39.77,10,56,100.00582,True
771,41.67,5.28,39.77,10,58,100.02161,True
772,41.67,5.28,39.77,20,337,29.3211614252392,True
773,41.67,5.28,39.77,15,815,5.00742,True
774,41.67,5.28,39.77,20,212,98.3913777849272,True
775,41.67,5.28,39.77,10,396,13.50698,True
776,41.67,5.28,39.77,10,630,5.86087,True
777,41.67,5.28,39.77,10,551,6.71087,True
778,41.67,5.28,39.77,15,744,6.44553,True
779,41.67,5.28,39.77,15,388,19.23943,True
780,41.67,5.28,39.77,20,843,6.27764819432151,True
781,41.67,5.28,39.77,10,651,5.63377,True
782,41.67,5.28,39.77,20,67,100.0,True
783,41.67,5.28,39.77,15,35,100.0,True
784,41.67,5.28,39.77,15,584,7.01706,True
785,41.67,5.28,39.77,20,632,7.16239041261162,True
786,41.67,5.28,39.77,10,537,6.7762,True
787,41.67,5.28,39.77,15,369,21.7448,True
788,41.67,5.28,39.77,20,395,19.9107214670635,True
789,41.67,5.28,39.77,20,360,24.8371270007239,True
790,41.67,5.28,39.77,20,54,100.0,True
791,41.67,5.28,39.77,10,838,5.6991,True
792,41.67,5.28,39.77,15,554,7.43099,True
793,41.67,5.28,39.77,20,267,85.6430467304754,True
794,41.67,5.28,39.77,10,509,6.87632,True
795,41.67,5.28,39.77,20,574,7.94659374245964,True
796,41.67,5.28,39.77,10,359,18.41331,True
797,41.67,5.28,39.77,20,852,6.23743263894478,True
798,41.67,5.28,39.77,15,782,5.3648,True
799,41.67,5.28,39.77,20,42,100.0,True
800,41.67,5.28,39.77,10,186,98.45844,True
801,41.67,5.28,39.77,10,491,7.03616,True
802,41.67,5.28,39.77,15,507,9.08589,True
803,41.67,5.28,39.77,15,848,5.01101,True
804,41.67,5.28,39.77,10,763,5.68178,True
805,41.67,5.28,39.77,15,286,60.55137,True
806,41.67,5.28,39.77,10,397,13.4339,True
807,41.67,5.28,39.77,15,396,18.02435,True
808,41.67,5.28,39.77,20,354,25.9832703289633,True
809,41.67,5.28,39.77,20,729,6.55915708195931,True
810,41.67,5.28,39.77,20,577,7.92648596477113,True
811,41.67,5.28,39.77,10,672,5.78243,True
812,41.67,5.28,39.77,10,639,5.74056,True
813,41.67,5.28,39.77,15,570,7.2135,True
814,41.67,5.28,39.77,20,851,6.23743263894478,True
815,41.67,5.28,39.77,15,300,48.74931,True
816,41.67,5.28,39.77,15,857,5.01101,True
817,41.67,5.28,39.77,10,79,100.03481,True
818,41.67,5.28,39.77,15,743,6.34169,True
819,41.67,5.28,39.77,15,352,24.41982,True
820,41.67,5.28,39.77,10,204,97.41857,True
821,41.67,5.28,39.77,10,235,93.33151,True
822,41.67,5.28,39.77,20,483,11.9480415024532,True
823,41.67,5.28,39.77,20,91,100.0,True
824,41.67,5.28,39.77,15,59,100.0057,True
825,41.67,5.28,39.77,10,269,69.97192,True
826,41.67,5.28,39.77,10,86,99.7692,True
827,41.67,5.28,39.77,20,597,7.62486929944497,True
828,41.67,5.28,39.77,15,90,100.0124,True
829,41.67,5.28,39.77,20,824,6.33797152738674,True
830,41.67,5.28,39.77,15,238,94.08186,True
831,41.67,5.28,39.77,15,471,11.257,True
832,41.67,5.28,39.77,20,80,100.0,True
833,41.67,5.28,39.77,10,264,74.24313,True
834,41.67,5.28,39.77,10,776,5.87324,True
835,41.67,5.28,39.77,10,40,100.0,True
836,41.67,5.28,39.77,10,83,99.92916,True
837,41.67,5.28,39.77,10,772,5.87846,True
838,41.67,5.28,39.77,15,420,15.16731,True
839,41.67,5.28,39.77,10,558,6.67637,True
840,41.67,5.28,39.77,15,90,100.0097,True
841,41.67,5.28,39.77,10,452,8.37011,True
842,41.67,5.28,39.77,15,165,99.91122,True
843,41.67,5.28,39.77,10,774,5.8069,True
844,41.67,5.28,39.77,20,812,6.35807930507525,True
845,41.67,5.28,39.77,10,763,5.6798,True
846,41.67,5.28,39.77,20,345,27.6120003217244,True
847,41.67,5.28,39.77,10,724,5.68962,True
848,41.67,5.28,39.77,15,818,5.01101,True
849,41.67,5.28,39.77,10,729,5.64283,True
850,41.67,5.28,39.77,20,366,23.9523847824339,True
851,41.67,5.28,39.77,10,753,5.78243,True
852,41.67,5.28,39.77,10,381,15.80753,True
853,41.67,5.28,39.77,15,195,98.76036,True
854,41.67,5.28,39.77,15,455,12.38904,True
855,41.67,5.28,39.77,10,814,5.84883,True
856,41.67,5.28,39.77,15,34,100.0,True
857,41.67,5.28,39.77,10,767,5.82544,True
858,41.67,5.28,39.77,15,803,4.97672,True
859,41.67,5.28,39.77,15,60,99.9924,True
860,41.67,5.28,39.77,20,617,7.32325263411881,True
861,41.67,5.28,39.77,20,884,6.21732486125628,True
862,41.67,5.28,39.77,10,786,5.7755,True
863,41.67,5.28,39.77,20,253,90.38848226494,True
864,41.67,5.28,39.77,20,237,95.0534866886511,True
865,41.67,5.28,39.77,10,559,6.66603,True
866,41.67,5.28,39.77,20,622,7.22271374567686,True
867,41.67,5.28,39.77,15,792,5.16148,True
868,41.67,5.28,39.77,10,66,100.12437,True
869,41.67,5.28,39.77,10,250,87.7429,True
870,41.67,5.28,39.77,15,822,5.01101,True
871,41.67,5.28,39.77,10,688,5.68178,True
872,41.67,5.28,39.77,10,808,5.68178,True
873,41.67,5.28,39.77,10,106,99.37388,True
874,41.67,5.28,39.77,20,280,77.3184267674737,True
875,41.67,5.28,39.77,10,53,99.97089,True
876,41.67,5.28,39.77,15,197,98.6448,True
877,41.67,5.28,39.77,15,467,11.45186,True
878,41.67,5.28,39.77,20,825,6.31786374969838,True
879,41.67,5.28,39.77,10,622,5.89824,True
880,41.67,5.28,39.77,15,198,98.58573,True
881,41.67,5.28,39.77,15,670,6.67753,True
882,41.67,5.28,39.77,20,97,100.0,True
883,41.67,5.28,39.77,10,608,6.02728,True
884,41.67,5.28,39.77,20,835,6.27764819432151,True
885,41.67,5.28,39.77,10,838,5.61904,True
886,41.67,5.28,39.77,10,271,66.27586,True
887,41.67,5.28,39.77,20,353,26.164240328159,True
888,41.67,5.28,39.77,10,808,5.68817,True
889,41.67,5.28,39.77,10,854,6.20537,True
890,41.67,5.28,39.77,10,505,6.89752,True
891,41.67,5.28,39.77,20,107,100.0,True
892,41.67,5.28,39.77,15,682,6.63778,True
893,41.67,5.28,39.77,10,673,5.74439,True
894,41.67,5.28,39.77,20,759,6.47872597120571,True
895,41.67,5.28,39.77,10,52,99.91015,True
896,41.67,5.28,39.77,20,566,8.10745596396683,True
897,41.67,5.28,39.77,20,49,100.0,True
898,41.67,5.28,39.77,10,569,6.62218,True
899,41.67,5.28,39.77,10,865,6.19406,True
900,41.67,5.28,39.77,10,504,6.90693,True
901,41.67,5.28,39.77,10,644,5.6737,True
902,41.67,5.28,39.77,10,389,14.86731,True
903,41.67,5.28,39.77,20,322,33.7850880720663,True
904,41.67,5.28,39.77,20,784,6.4586181935172,True
905,41.67,5.28,39.77,10,566,6.63454,True
906,41.67,5.28,39.77,10,477,7.30116,True
907,41.67,5.28,39.77,10,212,96.68618,True
908,41.67,5.28,39.77,20,560,8.24821040778566,True
909,41.67,5.28,39.77,15,672,6.68368,True
910,41.67,5.28,39.77,10,299,32.7895,True
911,41.67,5.28,39.77,15,753,6.29128,True
912,41.67,5.28,39.77,10,668,5.84664,True
913,41.67,5.28,39.77,10,395,13.79266,True
914,41.67,5.28,39.77,20,556,8.26831818547416,True
915,41.67,5.28,39.77,15,838,5.01067,True
916,41.67,5.28,39.77,20,118,99.9396766669348,True
917,41.67,5.28,39.77,10,39,100.0,True
918,41.67,5.28,39.77,10,474,7.43657,True
919,41.67,5.28,39.77,20,254,90.1069733773024,True
920,41.67,5.28,39.77,15,87,100.01786,True
921,41.67,5.28,39.77,15,475,11.06019,True
922,41.67,5.28,39.77,15,199,98.52556,True
923,41.67,5.28,39.77,10,443,9.10617,True
924,41.67,5.28,39.77,10,849,5.87352,True
925,41.67,5.28,39.77,10,408,12.27174,True
926,41.67,5.28,39.77,10,862,6.09886,True
927,41.67,5.28,39.77,15,652,6.79123,True
928,41.67,5.28,39.77,20,869,6.19721708356791,True
929,41.67,5.28,39.77,10,730,5.65473,True
930,41.67,5.28,39.77,10,271,67.02314,True
931,41.67,5.28,39.77,10,189,98.39027,True
932,41.67,5.28,39.77,15,382,19.85562,True
933,41.67,5.28,39.77,10,185,98.69838,True
934,41.67,5.28,39.77,20,793,6.39829486045197,True
935,41.67,5.28,39.77,10,357,18.58179,True
936,41.67,5.28,39.77,20,897,6.17710930587955,True
937,41.67,5.28,39.77,10,774,5.83189,True
938,41.67,5.28,39.77,15,833,5.01101,True
939,41.67,5.28,39.77,10,510,6.87219,True
940,41.67,5.28,39.77,20,460,13.6773103836564,True
941,41.67,5.28,39.77,10,350,19.60194,True
942,41.67,5.28,39.77,15,34,100.0,True
943,41.67,5.28,39.77,10,676,5.76818,True
944,41.67,5.28,39.77,10,70,100.12303,True
945,41.67,5.28,39.77,10,764,5.70288,True
946,41.67,5.28,39.77,15,604,6.91831,True
947,41.67,5.28,39.77,15,491,9.74367,True
948,41.67,5.28,39.77,10,277,60.19053,True
949,41.67,5.28,39.77,10,852,5.85265,True
950,41.67,5.28,39.77,20,524,9.5552159575324,True
951,41.67,5.28,39.77,10,490,7.04382,True
952,41.67,5.28,39.77,15,242,93.27429,True
953,41.67,5.28,39.77,10,321,23.54976,True
954,41.67,5.28,39.77,20,743,6.49883374889407,True
955,41.67,5.28,39.77,20,530,9.2737070698946,True
956,41.67,5.28,39.77,15,829,5.00325,True
957,41.67,5.28,39.77,10,589,6.44282,True
958,41.67,5.28,39.77,10,438,9.41137,True
959,41.67,5.28,39.77,15,792,4.98918,True
960,41.67,5.28,39.77,10,730,5.6504,True
961,41.67,5.28,39.77,15,406,16.80202,True
962,41.67,5.28,39.77,10,479,7.25978,True
963,41.67,5.28,39.77,20,707,6.67980374808977,True
964,41.67,5.28,39.77,20,669,6.80045041422023,True
965,41.67,5.28,39.77,20,31,100.0,True
966,41.67,5.28,39.77,20,423,16.9146625914904,True
967,41.67,5.28,39.77,10,587,6.4939,True
968,41.67,5.28,39.77,20,230,96.1795222392022,True
969,41.67,5.28,39.77,10,705,5.87324,True
970,41.67,5.28,39.77,15,212,97.38935,True
971,41.67,5.28,39.77,15,821,5.00654,True
972,41.67,5.28,39.77,15,850,5.01101,True
973,41.67,5.28,39.77,20,307,43.336282474061,True
974,41.67,5.28,39.77,20,551,8.40907262929299,True
975,41.67,5.28,39.77,20,47,100.0,True
976,41.67,5.28,39.77,10,817,5.84188,True
977,41.67,5.28,39.77,10,568,6.62701,True
978,41.67,5.28,39.77,15,562,7.31757,True
979,41.67,5.28,39.77,10,38,100.0,True
980,41.67,5.28,39.77,10,378,16.41023,True
981,41.67,5.28,39.77,20,820,6.35807930507525,True
982,41.67,5.28,39.77,10,927,6.22595,True
983,41.67,5.28,39.77,10,752,5.82464,True
984,41.67,5.28,39.77,10,52,99.93151,True
985,41.67,5.28,39.77,15,817,5.01101,True
986,41.67,5.28,39.77,10,83,99.94812,True
987,41.67,5.28,39.77,10,754,5.80339,True
988,41.67,5.28,39.77,10,400,13.05795,True
989,41.67,5.28,39.77,20,45,100.0,True
990,41.67,5.28,39.77,15,544,7.57072,True
991,41.67,5.28,39.77,10,396,13.35989,True
992,41.67,5.28,39.77,15,888,5.01101,True
993,41.67,5.28,39.77,10,685,5.68962,True
994,41.67,5.28,39.77,20,777,6.4586181935172,True
995,41.67,5.28,39.77,15,827,5.01101,True
996,41.67,5.28,39.77,15,255,88.97332,True
997,41.67,5.28,39.77,15,838,5.01101,True
998,41.67,5.28,39.77,10,41,100.0,True
999,41.67,5.28,39.77,10,776,5.86981,True
1000,41.67,5.28,39.77,10,37,100.0,True
1001,41.67,5.28,39.77,15,913,5.01101,True
1002,41.67,5.28,39.77,15,58,99.97702,True
1003,41.67,5.28,39.77,10,176,99.26659,True
1004,41.67,5.28,39.77,15,595,6.9587,True
1005,41.67,5.28,39.77,15,462,11.58069,True
1006,41.67,5.28,39.77,20,529,9.29381484758296,True
1007,41.67,5.28,39.77,10,84,99.90851,True
1008,41.67,5.28,39.77,15,503,9.3182,True
1009,41.67,5.28,39.77,15,396,17.66038,True
1010,41.67,5.28,39.77,20,485,11.7871792809458,True
1011,41.67,5.28,39.77,20,236,95.2143489101585,True
1012,41.67,5.28,39.77,10,29,100.0,True
1013,41.67,5.28,39.77,15,786,5.19674,True
1014,41.67,5.28,39.77,15,176,99.6774,True
1015,41.67,5.28,39.77,20,733,6.55915708195931,True
1016,41.67,5.28,39.77,20,614,7.36346818949568,True
1017,41.67,5.28,39.77,20,645,7.02163596879265,True
1018,41.67,5.28,39.77,10,442,9.25585,True
1019,41.67,5.28,39.77,15,649,6.80411,True
1020,41.67,5.28,39.77,10,48,99.78668,True
1021,41.67,5.28,39.77,15,36,100.0,True
1022,41.67,5.28,39.77,10,368,17.47232,True
1023,41.67,5.28,39.77,15,33,100.0,True
1024,41.67,5.28,39.77,15,436,13.67127,True
1025,41.67,5.28,39.77,20,82,100.0,True
1026,41.67,5.28,39.77,15,618,6.89263,True
1027,41.67,5.28,39.77,10,763,5.68962,True
1028,41.67,5.28,39.77,15,491,10.06446,True
1029,41.67,5.28,39.77,20,419,17.1559559237513,True
1030,41.67,5.28,39.77,15,402,17.1719,True
1031,41.67,5.28,39.77,10,411,12.02876,True
1032,41.67,5.28,39.77,10,834,5.72682,True
1033,41.67,5.28,39.77,10,485,7.10684,True
1034,41.67,5.28,39.77,10,847,5.95138,True
1035,41.67,5.28,39.77,15,191,99.11711,True
1036,41.67,5.28,39.77,10,73,100.10389,True
1037,41.67,5.28,39.77,10,643,5.68119,True
1038,41.67,5.28,39.77,10,660,5.73459,True
1039,41.67,5.28,39.77,10,719,5.74439,True
1040,41.67,5.28,39.77,20,735,6.51894152658244,True
1041,41.67,5.28,39.77,20,228,96.4811389045283,True
1042,41.67,5.28,39.77,20,407,18.6037159173168,True
1043,41.67,5.28,39.77,20,440,15.3462559317944,True
1044,41.67,5.28,39.77,20,684,6.76023485884336,True
1045,41.67,5.28,39.77,15,747,6.3294,True
1046,41.67,5.28,39.77,10,313,25.69966,True
1047,41.67,5.28,39.77,10,628,5.86796,True
1048,41.67,5.28,39.77,10,837,5.61486,True
1049,41.67,5.28,39.77,20,256,89.5238478243384,True
1050,41.67,5.28,39.77,10,825,5.80279,True
1051,41.67,5.28,39.77,20,205,99.0147188932679,True
1052,41.67,5.28,39.77,20,828,6.27764819432151,True
1053,41.67,5.28,39.77,20,227,96.6218933483472,True
1054,41.67,5.28,39.77,15,785,5.34165,True
1055,41.67,5.28,39.77,10,774,5.84188,True
1056,41.67,5.28,39.77,10,840,5.64292,True
1057,41.67,5.28,39.77,15,375,20.71866,True
1058,41.67,5.28,39.77,15,493,9.80662,True
1059,41.67,5.28,39.77,10,847,5.99155,True
1060,41.67,5.28,39.77,15,674,6.68056,True
1061,41.67,5.28,39.77,20,822,6.35807930507525,True
1062,41.67,5.28,39.77,15,667,6.68688,True
1063,41.67,5.28,39.77,20,81,100.0,True
1064,41.67,5.28,39.77,10,724,5.69932,True
1065,41.67,5.28,39.77,20,438,15.4870103756133,True
1066,41.67,5.28,39.77,10,261,76.28678,True
1067,41.67,5.28,39.77,20,739,6.51894152658244,True
1068,41.67,5.28,39.77,15,814,4.9806,True
1069,41.67,5.28,39.77,10,372,16.86372,True
1070,41.67,5.28,39.77,10,295,36.74606,True
1071,41.67,5.28,39.77,10,831,5.73893,True
1072,41.67,5.28,39.77,20,415,17.2967103675702,True
1073,41.67,5.28,39.77,10,867,6.08963,True
1074,41.67,5.28,39.77,10,276,62.48719,True
1075,41.67,5.28,39.77,15,810,4.99968,True
1076,41.67,5.28,39.77,10,602,6.11869,True
1077,41.67,5.28,39.77,20,89,100.0,True
1078,41.67,5.28,39.77,10,615,5.95414,True
1079,41.67,5.28,39.77,10,575,6.58912,True
1080,41.67,5.28,39.77,10,481,7.22347,True
1081,41.67,5.28,39.77,15,563,7.30186,True
1082,41.67,5.28,39.77,10,715,5.80339,True
1083,41.67,5.28,39.77,15,576,7.07523,True
1084,41.67,5.28,39.77,10,866,6.02782,True
1085,41.67,5.28,39.77,20,340,28.8385747607174,True
1086,41.67,5.28,39.77,15,879,5.01101,True
