,C,H,O,heat_rate,T,mass_porc,biomass_OP
960,52.79,2.57,42.75,10,21.187,19.0134099616858,True
961,52.79,2.57,42.75,10,20.453,1.43678160919537,True
962,52.79,2.57,42.75,5,24.573,99.6990043991665,True
963,52.79,2.57,42.75,15,21.0,6.74527008500134,True
964,52.79,2.57,42.75,10,20.446,1.26915708812254,True
965,52.79,2.57,42.75,10,24.171,90.4693486590038,True
966,52.79,2.57,42.75,10,21.029,15.2298850574713,True
967,52.79,2.57,42.75,15,24.208,94.7079791609542,True
968,52.79,2.57,42.75,10,24.296,93.4626436781609,True
969,52.79,2.57,42.75,5,24.088,88.3769391062746,True
970,52.79,2.57,42.75,10,24.074,88.146551724138,True
971,52.79,2.57,42.75,5,21.458,27.5295207223894,True
972,52.79,2.57,42.75,10,20.422,0.694444444444443,True
973,52.79,2.57,42.75,5,24.357,94.6978467237787,True
974,52.79,2.57,42.75,5,21.09,19.0321833757814,True
975,52.79,2.57,42.75,5,20.74,10.9284556610327,True
976,52.79,2.57,42.75,15,24.159,93.3369893062792,True
977,52.79,2.57,42.75,10,24.422,96.4798850574713,True
978,52.79,2.57,42.75,15,20.879,3.42747463668769,True
979,52.79,2.57,42.75,10,20.884,11.757662835249,True
980,52.79,2.57,42.75,10,20.877,11.5900383141762,True
981,52.79,2.57,42.75,10,20.98,14.0565134099617,True
982,52.79,2.57,42.75,5,24.577,99.7684649224358,True
983,52.79,2.57,42.75,10,21.406,24.2576628352491,True
984,52.79,2.57,42.75,15,20.911,4.2774883465862,True
985,52.79,2.57,42.75,5,21.678,32.6001389210466,True
986,52.79,2.57,42.75,10,21.36,23.1561302681992,True
987,52.79,2.57,42.75,5,20.794,12.2018985876361,True
988,52.79,2.57,42.75,10,20.731,8.09386973180071,True
989,52.79,2.57,42.75,15,24.382,99.4790238552235,True
990,52.79,2.57,42.75,5,24.185,90.5996758508914,True
991,52.79,2.57,42.75,5,23.892,83.5610094929382,True
992,52.79,2.57,42.75,5,20.498,5.32530678397778,True
993,52.79,2.57,42.75,10,20.549,3.73563218390802,True
994,52.79,2.57,42.75,10,21.18,18.845785440613,True
995,52.79,2.57,42.75,5,20.41,3.26464459365598,True
996,52.79,2.57,42.75,5,22.019,39.9629543875897,True
997,52.79,2.57,42.75,5,24.215,91.3868951146099,True
998,52.79,2.57,42.75,10,24.562,99.8323754789272,True
999,52.79,2.57,42.75,15,24.295,97.0935015080889,True
1000,52.79,2.57,42.75,10,24.055,87.6915708812261,True
1001,52.79,2.57,42.75,15,21.229,12.9695640252262,True
1002,52.79,2.57,42.75,10,20.461,1.6283524904214,True
1003,52.79,2.57,42.75,15,24.254,95.9418700301618,True
1004,52.79,2.57,42.75,5,20.49,5.1400787219264,True
1005,52.79,2.57,42.75,10,20.603,5.02873563218385,True
1006,52.79,2.57,42.75,15,21.486,19.413216342199,True
1007,52.79,2.57,42.75,15,21.238,13.1615026048807,True
1008,52.79,2.57,42.75,15,24.064,90.5675897998355,True
1009,52.79,2.57,42.75,5,20.379,2.59319286871965,True
1010,52.79,2.57,42.75,5,24.492,97.8004167631396,True
1011,52.79,2.57,42.75,5,20.576,7.10812688122256,True
1012,52.79,2.57,42.75,5,20.54,6.29775410974767,True
1013,52.79,2.57,42.75,15,21.003,6.82752947628184,True
1014,52.79,2.57,42.75,10,20.964,13.6733716475095,True
1015,52.79,2.57,42.75,10,20.612,5.24425287356316,True
1016,52.79,2.57,42.75,10,23.293,69.4444444444444,True
1017,52.79,2.57,42.75,5,20.293,0.578837693910677,True
1018,52.79,2.57,42.75,5,20.508,5.57999536929844,True
1019,52.79,2.57,42.75,5,21.101,19.2868719611022,True
1020,52.79,2.57,42.75,5,24.581,99.8610789534614,True
1021,52.79,2.57,42.75,10,22.377,47.5095785440614,True
1022,52.79,2.57,42.75,15,21.131,10.227584315876,True
1023,52.79,2.57,42.75,5,23.585,76.6381106737672,True
1024,52.79,2.57,42.75,15,21.019,7.12914724431034,True
1025,52.79,2.57,42.75,10,24.02,86.8534482758621,True
1026,52.79,2.57,42.75,15,21.0,6.74527008500134,True
1027,52.79,2.57,42.75,5,24.41,95.8786756193564,True
1028,52.79,2.57,42.75,5,21.511,28.7798101412364,True
1029,52.79,2.57,42.75,5,21.527,29.1502662653392,True
1030,52.79,2.57,42.75,10,20.651,6.17816091954021,True
1031,52.79,2.57,42.75,5,23.433,73.2345450335726,True
1032,52.79,2.57,42.75,10,20.464,1.70019157088118,True
1033,52.79,2.57,42.75,5,24.365,94.8830747858301,True
1034,52.79,2.57,42.75,15,24.199,94.4612009871127,True
1035,52.79,2.57,42.75,15,20.947,5.29202083904573,True
1036,52.79,2.57,42.75,10,20.781,9.29118773946356,True
1037,52.79,2.57,42.75,10,22.26,44.7078544061303,True
1038,52.79,2.57,42.75,5,24.296,93.2854827506367,True
1039,52.79,2.57,42.75,5,20.286,0.416763139615668,True
1040,52.79,2.57,42.75,5,21.17,20.8844639962955,True
1041,52.79,2.57,42.75,5,20.379,2.59319286871965,True
1042,52.79,2.57,42.75,15,24.201,94.4612009871127,True
1043,52.79,2.57,42.75,5,20.507,5.53368835378562,True
1044,52.79,2.57,42.75,10,20.418,0.598659003831384,True
1045,52.79,2.57,42.75,10,20.522,3.08908045977006,True
1046,52.79,2.57,42.75,5,24.584,99.9536929844872,True
1047,52.79,2.57,42.75,5,20.41,3.31095160916881,True
1048,52.79,2.57,42.75,15,20.993,6.55333150534679,True
1049,52.79,2.57,42.75,5,20.597,7.61750405186387,True
1050,52.79,2.57,42.75,10,21.132,17.6963601532566,True
1051,52.79,2.57,42.75,15,20.913,4.30490814367974,True
1052,52.79,2.57,42.75,15,20.868,3.1258568686591,True
1053,52.79,2.57,42.75,5,24.428,96.3417457744849,True
1054,52.79,2.57,42.75,5,20.336,1.57443852743694,True
1055,52.79,2.57,42.75,10,20.723,7.90229885057468,True
1056,52.79,2.57,42.75,15,20.872,3.15327666575263,True
1057,52.79,2.57,42.75,10,20.777,9.19540229885059,True
1058,52.79,2.57,42.75,5,20.452,4.2833989349387,True
1059,52.79,2.57,42.75,10,21.052,15.7806513409962,True
1060,52.79,2.57,42.75,5,20.569,6.99235934244037,True
1061,52.79,2.57,42.75,10,24.288,93.2710727969349,True
1062,52.79,2.57,42.75,15,24.373,99.2048258842885,True
1063,52.79,2.57,42.75,5,23.967,85.5753646677472,True
1064,52.79,2.57,42.75,10,20.473,1.9157088122605,True
1065,52.79,2.57,42.75,5,20.601,7.73327159064598,True
1066,52.79,2.57,42.75,5,24.502,98.0551053484603,True
1067,52.79,2.57,42.75,10,24.193,90.9961685823755,True
1068,52.79,2.57,42.75,5,21.449,27.3442926603381,True
1069,52.79,2.57,42.75,15,20.97,5.92267617219626,True
1070,52.79,2.57,42.75,5,24.584,99.9536929844872,True
1071,52.79,2.57,42.75,15,23.64,78.9964354263779,True
1072,52.79,2.57,42.75,5,20.637,8.54364436212086,True
1073,52.79,2.57,42.75,5,20.47,4.67700856679791,True
1074,52.79,2.57,42.75,5,24.272,92.590877517944,True
1075,52.79,2.57,42.75,5,20.447,4.14447788840014,True
1076,52.79,2.57,42.75,5,24.583,99.9305394767307,True
1077,52.79,2.57,42.75,15,21.145,10.556621880998,True
1078,52.79,2.57,42.75,10,20.578,4.43007662835246,True
1079,52.79,2.57,42.75,10,24.379,95.4501915708813,True
1080,52.79,2.57,42.75,5,20.57,7.01551285019683,True
1081,52.79,2.57,42.75,5,20.391,2.87103496179668,True
1082,52.79,2.57,42.75,10,20.777,9.19540229885059,True
1083,52.79,2.57,42.75,5,20.972,16.2537624450105,True
1084,52.79,2.57,42.75,5,21.061,18.2912711275758,True
1085,52.79,2.57,42.75,5,20.616,8.08057420699237,True
1086,52.79,2.57,42.75,5,21.075,18.6848807594351,True
1087,52.79,2.57,42.75,5,20.403,3.1488770548738,True
1088,52.79,2.57,42.75,5,23.948,85.181755035888,True
1089,52.79,2.57,42.75,5,24.577,99.7916184301923,True
1090,52.79,2.57,42.75,15,20.825,1.91938579654511,True
1091,52.79,2.57,42.75,10,20.443,1.19731800766277,True
1092,52.79,2.57,42.75,5,20.485,5.04746469090067,True
1093,52.79,2.57,42.75,10,24.462,97.4377394636015,True
1094,52.79,2.57,42.75,5,21.2,21.6022227367446,True
1095,52.79,2.57,42.75,5,20.812,12.6186617272517,True
1096,52.79,2.57,42.75,5,20.743,10.9747626765455,True
1097,52.79,2.57,42.75,5,20.678,9.51609168789075,True
1098,52.79,2.57,42.75,5,20.545,6.43667515628623,True
1099,52.79,2.57,42.75,15,21.259,13.6550589525637,True
1100,52.79,2.57,42.75,10,24.447,97.0785440613027,True
1101,52.79,2.57,42.75,15,24.295,97.0660817109954,True
1102,52.79,2.57,42.75,5,20.286,0.439916647372121,True
1103,52.79,2.57,42.75,15,24.238,95.5305730737593,True
1104,52.79,2.57,42.75,5,20.682,9.6087057189164,True
1105,52.79,2.57,42.75,10,20.616,5.34003831417622,True
1106,52.79,2.57,42.75,15,20.913,4.35974773786671,True
1107,52.79,2.57,42.75,10,24.492,98.1561302681993,True
1108,52.79,2.57,42.75,5,21.256,22.875665663348,True
1109,52.79,2.57,42.75,5,20.48,4.93169715211857,True
1110,52.79,2.57,42.75,15,20.868,3.1258568686591,True
1111,52.79,2.57,42.75,10,20.932,12.9070881226053,True
1112,52.79,2.57,42.75,5,20.294,0.601991201667048,True
1113,52.79,2.57,42.75,15,20.911,4.30490814367974,True
1114,52.79,2.57,42.75,10,20.421,0.670498084291157,True
1115,52.79,2.57,42.75,5,21.037,17.6661264181524,True
1116,52.79,2.57,42.75,5,20.631,8.38156980782593,True
1117,52.79,2.57,42.75,10,20.726,7.97413793103445,True
1118,52.79,2.57,42.75,10,21.997,38.4099616858238,True
1119,52.79,2.57,42.75,10,20.486,2.22701149425287,True
1120,52.79,2.57,42.75,5,21.07,18.5691132206529,True
1121,52.79,2.57,42.75,10,20.478,2.03544061302676,True
1122,52.79,2.57,42.75,5,20.548,6.50613567955543,True
1123,52.79,2.57,42.75,5,23.686,79.138689511461,True
1124,52.79,2.57,42.75,15,24.043,89.717576089937,True
1125,52.79,2.57,42.75,5,21.516,28.8955776800185,True
1126,52.79,2.57,42.75,10,21.996,38.3860153256705,True
1127,52.79,2.57,42.75,5,20.487,5.0937717064135,True
1128,52.79,2.57,42.75,15,24.296,97.0935015080889,True
1129,52.79,2.57,42.75,15,24.303,97.3128598848369,True
1130,52.79,2.57,42.75,15,21.535,20.7842061968741,True
1131,52.79,2.57,42.75,5,20.344,1.78282009724477,True
1132,52.79,2.57,42.75,10,20.603,5.02873563218385,True
1133,52.79,2.57,42.75,15,20.825,1.94680559363855,True
1134,52.79,2.57,42.75,5,20.399,3.05626302384815,True
1135,52.79,2.57,42.75,15,21.0,6.74527008500134,True
1136,52.79,2.57,42.75,5,24.571,99.6526973836537,True
1137,52.79,2.57,42.75,15,21.163,11.1872772141486,True
1138,52.79,2.57,42.75,10,20.816,10.1293103448276,True
1139,52.79,2.57,42.75,15,21.107,9.65176857691254,True
1140,52.79,2.57,42.75,15,21.068,8.60981628735948,True
1141,52.79,2.57,42.75,5,20.758,11.3683723084047,True
1142,52.79,2.57,42.75,10,24.553,99.6168582375479,True
1143,52.79,2.57,42.75,5,20.505,5.51053484602917,True
1144,52.79,2.57,42.75,15,21.212,12.1195503153277,True
1145,52.79,2.57,42.75,15,24.36,98.8757883191664,True
1146,52.79,2.57,42.75,15,24.33,98.0531944063614,True
1147,52.79,2.57,42.75,5,20.281,0.324149108589936,True
1148,52.79,2.57,42.75,10,21.282,21.2883141762452,True
1149,52.79,2.57,42.75,5,21.1,19.2868719611022,True
1150,52.79,2.57,42.75,5,20.424,3.63510071775874,True
1151,52.79,2.57,42.75,10,20.402,0.215517241379319,True
1152,52.79,2.57,42.75,5,24.494,97.8698772864089,True
1153,52.79,2.57,42.75,10,24.275,92.9597701149426,True
1154,52.79,2.57,42.75,10,21.45,25.3113026819923,True
1155,52.79,2.57,42.75,10,21.069,16.1877394636015,True
1156,52.79,2.57,42.75,15,24.261,96.0789690156293,True
1157,52.79,2.57,42.75,5,23.014,63.4637647603612,True
1158,52.79,2.57,42.75,5,21.444,27.2516786293123,True
1159,52.79,2.57,42.75,15,24.012,89.1965999451604,True
1160,52.79,2.57,42.75,15,24.367,99.067726898821,True
1161,52.79,2.57,42.75,10,21.016,14.9185823754789,True
1162,52.79,2.57,42.75,10,20.467,1.77203065134095,True
1163,52.79,2.57,42.75,10,21.329,22.4137931034483,True
1164,52.79,2.57,42.75,10,23.83,82.3036398467434,True
1165,52.79,2.57,42.75,10,20.558,3.95114942528734,True
1166,52.79,2.57,42.75,10,24.38,95.4741379310345,True
1167,52.79,2.57,42.75,5,20.341,1.69020606621904,True
1168,52.79,2.57,42.75,5,24.584,99.9536929844872,True
1169,52.79,2.57,42.75,10,22.54,51.4128352490421,True
1170,52.79,2.57,42.75,15,20.901,4.03071017274468,True
1171,52.79,2.57,42.75,15,24.318,97.6967370441459,True
1172,52.79,2.57,42.75,5,20.471,4.72331558231074,True
1173,52.79,2.57,42.75,15,20.864,2.74197970935009,True
1174,52.79,2.57,42.75,10,20.418,0.598659003831384,True
1175,52.79,2.57,42.75,5,20.497,5.32530678397778,True
1176,52.79,2.57,42.75,15,20.993,6.47107211406628,True
1177,52.79,2.57,42.75,5,20.411,3.31095160916881,True
1178,52.79,2.57,42.75,15,24.223,95.1192761173567,True
1179,52.79,2.57,42.75,10,21.097,16.8582375478927,True
1180,52.79,2.57,42.75,15,21.355,16.4792980531944,True
1181,52.79,2.57,42.75,5,24.562,99.398008798333,True
1182,52.79,2.57,42.75,5,20.371,2.36165779115537,True
1183,52.79,2.57,42.75,10,24.353,94.8275862068966,True
1184,52.79,2.57,42.75,5,20.392,2.89418846955314,True
1185,52.79,2.57,42.75,5,23.941,85.019680481593,True
1186,52.79,2.57,42.75,15,21.136,10.3646833013436,True
1187,52.79,2.57,42.75,10,20.57,4.23850574712643,True
1188,52.79,2.57,42.75,10,20.44,1.12547892720299,True
1189,52.79,2.57,42.75,5,21.656,32.0907617504052,True
1190,52.79,2.57,42.75,10,20.521,3.06513409961686,True
1191,52.79,2.57,42.75,10,20.944,13.1944444444444,True
1192,52.79,2.57,42.75,5,24.57,99.6295438758972,True
1193,52.79,2.57,42.75,5,21.984,39.1757351238713,True
1194,52.79,2.57,42.75,15,20.965,5.78557718672878,True
1195,52.79,2.57,42.75,5,21.526,29.1502662653392,True
1196,52.79,2.57,42.75,10,20.603,5.02873563218385,True
1197,52.79,2.57,42.75,5,24.584,99.9305394767307,True
1198,52.79,2.57,42.75,10,20.465,1.72413793103446,True
1199,52.79,2.57,42.75,5,24.537,98.8654781199352,True
1200,52.79,2.57,42.75,10,22.12,41.3553639846744,True
1201,52.79,2.57,42.75,15,24.379,99.3693446668495,True
1202,52.79,2.57,42.75,10,22.046,39.5833333333333,True
1203,52.79,2.57,42.75,15,21.227,12.9695640252262,True
1204,52.79,2.57,42.75,10,20.424,0.74233716475093,True
1205,52.79,2.57,42.75,5,20.362,2.19958323686036,True
1206,52.79,2.57,42.75,5,20.35,1.92174114378333,True
1207,52.79,2.57,42.75,5,24.565,99.4906228293587,True
1208,52.79,2.57,42.75,5,21.34,24.7974068071313,True
1209,52.79,2.57,42.75,15,24.258,95.9967096243487,True
1210,52.79,2.57,42.75,5,20.533,6.15883306320912,True
1211,52.79,2.57,42.75,5,23.253,69.0206066219033,True
1212,52.79,2.57,42.75,5,21.687,32.8316739986108,True
1213,52.79,2.57,42.75,5,24.574,99.722157906923,True
1214,52.79,2.57,42.75,10,20.421,0.670498084291157,True
1215,52.79,2.57,42.75,10,20.428,0.838122605363988,True
1216,52.79,2.57,42.75,10,20.561,4.02298850574711,True
1217,52.79,2.57,42.75,15,21.19,11.9276117356731,True
1218,52.79,2.57,42.75,5,20.507,5.55684186154207,True
1219,52.79,2.57,42.75,15,21.575,21.9906772689882,True
1220,52.79,2.57,42.75,5,20.834,13.128038897893,True
1221,52.79,2.57,42.75,5,20.728,10.673767075712,True
1222,52.79,2.57,42.75,15,20.913,4.35974773786671,True
1223,52.79,2.57,42.75,5,21.304,23.9870340356564,True
1224,52.79,2.57,42.75,10,24.56,99.7844827586208,True
1225,52.79,2.57,42.75,10,24.297,93.4865900383142,True
1226,52.79,2.57,42.75,5,20.653,8.89094697846725,True
1227,52.79,2.57,42.75,10,24.478,97.8208812260537,True
1228,52.79,2.57,42.75,5,24.525,98.5644825191017,True
1229,52.79,2.57,42.75,10,20.632,5.72318007662829,True
1230,52.79,2.57,42.75,15,24.233,95.3934740882918,True
1231,52.79,2.57,42.75,5,20.601,7.73327159064598,True
1232,52.79,2.57,42.75,5,20.664,9.16878907154436,True
1233,52.79,2.57,42.75,5,21.271,23.2229682796944,True
1234,52.79,2.57,42.75,10,20.57,4.23850574712643,True
1235,52.79,2.57,42.75,5,20.561,6.78397777263254,True
1236,52.79,2.57,42.75,5,24.569,99.6063903681408,True
1237,52.79,2.57,42.75,10,24.407,96.1206896551724,True
1238,52.79,2.57,42.75,10,24.211,91.4272030651342,True
1239,52.79,2.57,42.75,15,20.771,0.466136550589511,True
1240,52.79,2.57,42.75,15,20.97,5.92267617219626,True
1241,52.79,2.57,42.75,5,20.581,7.24704792776103,True
1242,52.79,2.57,42.75,10,21.26,20.7614942528735,True
1243,52.79,2.57,42.75,10,21.037,15.4214559386973,True
1244,52.79,2.57,42.75,10,20.819,10.2011494252873,True
1245,52.79,2.57,42.75,5,20.515,5.74206992359345,True
1246,52.79,2.57,42.75,5,21.743,34.1051169252142,True
1247,52.79,2.57,42.75,10,21.295,21.5996168582375,True
1248,52.79,2.57,42.75,10,21.306,21.8630268199234,True
1249,52.79,2.57,42.75,5,20.469,4.67700856679791,True
1250,52.79,2.57,42.75,5,20.43,3.7740217642973,True
1251,52.79,2.57,42.75,15,24.303,97.2580202906498,True
1252,52.79,2.57,42.75,10,24.409,96.168582375479,True
1253,52.79,2.57,42.75,5,21.285,23.5239638805279,True
1254,52.79,2.57,42.75,5,24.585,99.9768464922436,True
1255,52.79,2.57,42.75,10,24.174,90.5411877394636,True
1256,52.79,2.57,42.75,10,21.078,16.4032567049808,True
1257,52.79,2.57,42.75,10,24.247,92.2892720306514,True
1258,52.79,2.57,42.75,10,21.019,14.9904214559386,True
1259,52.79,2.57,42.75,5,24.353,94.605232692753,True
1260,52.79,2.57,42.75,15,20.77,0.383877159309003,True
1261,52.79,2.57,42.75,10,20.806,9.88984674329503,True
1262,52.79,2.57,42.75,15,21.162,11.1598574170551,True
1263,52.79,2.57,42.75,5,20.32,1.22713591109055,True
1264,52.79,2.57,42.75,5,21.186,21.2549201203982,True
1265,52.79,2.57,42.75,5,21.592,30.6552442695069,True
1266,52.79,2.57,42.75,5,20.784,11.9240564945589,True
1267,52.79,2.57,42.75,5,24.57,99.6063903681408,True
1268,52.79,2.57,42.75,10,24.147,89.8946360153257,True
1269,52.79,2.57,42.75,15,21.15,10.721140663559,True
1270,52.79,2.57,42.75,10,24.27,92.8400383141763,True
1271,52.79,2.57,42.75,5,20.986,16.6473720768697,True
1272,52.79,2.57,42.75,5,20.371,2.40796480666819,True
1273,52.79,2.57,42.75,5,24.462,97.1289650382033,True
1274,52.79,2.57,42.75,10,20.512,2.84961685823754,True
1275,52.79,2.57,42.75,10,20.566,4.14272030651337,True
1276,52.79,2.57,42.75,5,20.571,7.03866635795328,True
1277,52.79,2.57,42.75,5,24.495,97.8930307941654,True
1278,52.79,2.57,42.75,5,20.403,3.1488770548738,True
1279,52.79,2.57,42.75,15,21.025,7.37592541815186,True
1280,52.79,2.57,42.75,10,20.596,4.8611111111111,True
1281,52.79,2.57,42.75,10,22.98,61.9492337164751,True
1282,52.79,2.57,42.75,15,20.945,5.23718124485876,True
1283,52.79,2.57,42.75,5,20.81,12.4797406807132,True
1284,52.79,2.57,42.75,15,21.181,11.5985741705511,True
1285,52.79,2.57,42.75,10,21.023,15.0862068965517,True
1286,52.79,2.57,42.75,15,20.953,5.45653962160675,True
1287,52.79,2.57,42.75,5,23.353,71.0581153044686,True
1288,52.79,2.57,42.75,10,20.516,2.94540229885052,True
1289,52.79,2.57,42.75,5,20.453,4.30655244269507,True
1290,52.79,2.57,42.75,5,21.269,23.1535077564251,True
1291,52.79,2.57,42.75,15,20.891,3.75651220180962,True
1292,52.79,2.57,42.75,10,24.343,94.588122605364,True
1293,52.79,2.57,42.75,15,22.647,51.6040581299698,True
1294,52.79,2.57,42.75,10,23.783,81.1781609195403,True
1295,52.79,2.57,42.75,10,21.258,20.713601532567,True
1296,52.79,2.57,42.75,15,20.996,6.60817109953386,True
1297,52.79,2.57,42.75,15,22.351,42.0619687414313,True
1298,52.79,2.57,42.75,5,24.556,99.235934244038,True
1299,52.79,2.57,42.75,10,24.43,96.6714559386973,True
1300,52.79,2.57,42.75,15,20.792,1.04195228955306,True
1301,52.79,2.57,42.75,10,21.243,20.3544061302682,True
1302,52.79,2.57,42.75,15,24.398,99.8629010145325,True
1303,52.79,2.57,42.75,10,20.406,0.311302681992292,True
1304,52.79,2.57,42.75,10,24.286,93.2231800766284,True
1305,52.79,2.57,42.75,10,20.418,0.598659003831384,True
1306,52.79,2.57,42.75,10,20.612,5.24425287356316,True
1307,52.79,2.57,42.75,5,20.843,13.3364204677009,True
1308,52.79,2.57,42.75,15,23.95,87.4417329311764,True
1309,52.79,2.57,42.75,5,20.368,2.33850428339891,True
1310,52.79,2.57,42.75,10,24.442,96.9588122605364,True
1311,52.79,2.57,42.75,10,20.597,4.8850574712643,True
1312,52.79,2.57,42.75,5,21.149,20.3750868256541,True
1313,52.79,2.57,42.75,5,20.351,1.9448946515397,True
1314,52.79,2.57,42.75,10,20.453,1.43678160919537,True
1315,52.79,2.57,42.75,10,20.452,1.41283524904209,True
1316,52.79,2.57,42.75,5,23.603,77.0317203056264,True
1317,52.79,2.57,42.75,15,20.987,6.38881272278577,True
1318,52.79,2.57,42.75,5,21.078,18.7311877749479,True
1319,52.79,2.57,42.75,10,24.259,92.5766283524905,True
1320,52.79,2.57,42.75,10,20.73,8.06992337164751,True
1321,52.79,2.57,42.75,15,20.81,1.53550863723601,True
1322,52.79,2.57,42.75,5,21.445,27.2748321370688,True
1323,52.79,2.57,42.75,15,24.168,93.6111872772142,True
1324,52.79,2.57,42.75,15,21.093,9.24047162051,True
1325,52.79,2.57,42.75,5,20.539,6.27460060199122,True
1326,52.79,2.57,42.75,5,20.321,1.250289418847,True
1327,52.79,2.57,42.75,5,23.626,77.7031720305627,True
1328,52.79,2.57,42.75,5,23.15,66.7515628617736,True
1329,52.79,2.57,42.75,5,20.834,13.128038897893,True
1330,52.79,2.57,42.75,15,20.955,5.51137921579372,True
1331,52.79,2.57,42.75,15,21.445,18.809980806142,True
1332,52.79,2.57,42.75,15,24.173,93.7482862626816,True
1333,52.79,2.57,42.75,15,21.003,6.82752947628184,True
1334,52.79,2.57,42.75,5,21.386,25.8856216716833,True
1335,52.79,2.57,42.75,15,20.965,5.78557718672878,True
1336,52.79,2.57,42.75,15,21.186,11.8179325472991,True
1337,52.79,2.57,42.75,10,24.032,87.1408045977012,True
1338,52.79,2.57,42.75,5,20.834,13.128038897893,True
1339,52.79,2.57,42.75,5,20.452,4.23709191942579,True
1340,52.79,2.57,42.75,5,23.31,70.3403565640195,True
1341,52.79,2.57,42.75,15,24.216,94.8999177406087,True
1342,52.79,2.57,42.75,10,20.395,0.0478927203064869,True
1343,52.79,2.57,42.75,5,22.287,46.3301690206067,True
1344,52.79,2.57,42.75,5,20.411,3.33410511692526,True
1345,52.79,2.57,42.75,10,20.485,2.20306513409959,True
1346,52.79,2.57,42.75,5,20.549,6.52928918731188,True
1347,52.79,2.57,42.75,10,24.445,97.0306513409962,True
1348,52.79,2.57,42.75,10,20.549,3.73563218390802,True
1349,52.79,2.57,42.75,5,20.403,3.1488770548738,True
1350,52.79,2.57,42.75,10,20.566,4.14272030651337,True
1351,52.79,2.57,42.75,15,24.16,93.3644091033726,True
1352,52.79,2.57,42.75,5,24.572,99.6758508914101,True
1353,52.79,2.57,42.75,15,21.037,7.75980257746087,True
1354,52.79,2.57,42.75,10,24.321,94.0613026819924,True
1355,52.79,2.57,42.75,5,24.548,99.1201667052559,True
1356,52.79,2.57,42.75,15,24.383,99.506443652317,True
1357,52.79,2.57,42.75,5,24.463,97.1289650382033,True
1358,52.79,2.57,42.75,15,20.952,5.40170002741978,True
1359,52.79,2.57,42.75,5,21.484,28.154665431813,True
1360,52.79,2.57,42.75,15,21.307,15.1083081985193,True
1361,52.79,2.57,42.75,15,21.072,8.69207567863999,True
1362,52.79,2.57,42.75,10,20.605,5.07662835249042,True
1363,52.79,2.57,42.75,15,24.27,96.4080065807513,True
1364,52.79,2.57,42.75,10,21.21,19.5641762452107,True
1365,52.79,2.57,42.75,10,21.089,16.6666666666666,True
1366,52.79,2.57,42.75,15,24.255,95.9692898272553,True
1367,52.79,2.57,42.75,10,20.588,4.66954022988507,True
1368,52.79,2.57,42.75,5,20.506,5.53368835378562,True
1369,52.79,2.57,42.75,5,21.082,18.8701088214865,True
1370,52.79,2.57,42.75,10,20.464,1.70019157088118,True
1371,52.79,2.57,42.75,15,21.536,21.4148615300247,True
1372,52.79,2.57,42.75,10,20.698,7.30363984674329,True
1373,52.79,2.57,42.75,15,24.174,93.7757060597751,True
1374,52.79,2.57,42.75,5,20.569,6.969205834684,True
1375,52.79,2.57,42.75,5,21.418,26.6033804121325,True
1376,52.79,2.57,42.75,5,21.158,20.6297754109748,True
1377,52.79,2.57,42.75,5,24.412,95.9249826348692,True
1378,52.79,2.57,42.75,5,20.637,8.56679786987731,True
1379,52.79,2.57,42.75,5,20.658,9.05302153276226,True
1380,52.79,2.57,42.75,15,24.368,99.0951466959144,True
1381,52.79,2.57,42.75,5,20.896,14.5172493632785,True
1382,52.79,2.57,42.75,5,20.376,2.52373234545038,True
1383,52.79,2.57,42.75,5,20.636,8.54364436212086,True
1384,52.79,2.57,42.75,5,24.539,98.8654781199352,True
1385,52.79,2.57,42.75,10,20.621,5.45977011494248,True
1386,52.79,2.57,42.75,15,24.36,98.7935289278859,True
1387,52.79,2.57,42.75,10,24.268,92.7921455938698,True
1388,52.79,2.57,42.75,15,20.911,4.30490814367974,True
1389,52.79,2.57,42.75,5,20.709,10.1875434128271,True
1390,52.79,2.57,42.75,5,20.483,5.00115767538785,True
1391,52.79,2.57,42.75,5,21.566,30.0764065755962,True
1392,52.79,2.57,42.75,5,20.812,12.5723547117388,True
1393,52.79,2.57,42.75,5,20.326,1.31974994211628,True
1394,52.79,2.57,42.75,15,20.896,3.8936111872772,True
1395,52.79,2.57,42.75,15,24.247,95.7225116534138,True
1396,52.79,2.57,42.75,10,20.434,0.981800766283534,True
1397,52.79,2.57,42.75,5,21.069,18.5691132206529,True
1398,52.79,2.57,42.75,15,21.666,24.3213600219358,True
1399,52.79,2.57,42.75,15,20.802,1.31615026048803,True
1400,52.79,2.57,42.75,10,20.578,4.43007662835246,True
1401,52.79,2.57,42.75,5,20.651,8.89094697846725,True
1402,52.79,2.57,42.75,5,20.918,14.70247742533,True
1403,52.79,2.57,42.75,10,20.946,13.2423371647509,True
1404,52.79,2.57,42.75,15,23.241,68.1107759802577,True
1405,52.79,2.57,42.75,5,24.583,99.9305394767307,True
1406,52.79,2.57,42.75,10,20.594,4.81321839080453,True
1407,52.79,2.57,42.75,10,20.751,8.57279693486583,True
1408,52.79,2.57,42.75,5,21.195,21.4633016902061,True
1409,52.79,2.57,42.75,5,22.994,63.0470016207455,True
1410,52.79,2.57,42.75,10,20.63,5.6752873563218,True
1411,52.79,2.57,42.75,5,24.572,99.6758508914101,True
1412,52.79,2.57,42.75,10,24.346,94.6599616858238,True
