,C,H,O,heat_rate,T,mass_porc,biomass_ESP,biomass_EU,biomass_MCP,biomass_MSP,biomass_MV,biomass_OU,biomass_PP,biomass_SD
21987,78.78,0.82,19.91,15,158.059999999997,98.6889153754469,False,False,False,False,True,False,False,False
21988,45.51,5.58,41.82,15,138.68401,92.8211907228916,False,False,False,True,False,False,False,False
21989,45.51,5.58,41.82,5,184.02499,88.3984147727273,False,False,False,True,False,False,False,False
21990,41.67,5.28,39.77,20,368.0,23.6105525617309,True,False,False,False,False,False,False,False
21991,75.63,0.79,22.14,15,509.899999999993,49.9694687563606,False,False,False,False,False,True,False,False
21992,48.95,1.38,48.41,15,247.309250000006,89.6124865446717,False,False,False,False,False,False,True,False
21993,75.63,0.79,22.14,10,720.439999999994,20.9125475285171,False,False,False,False,False,True,False,False
21994,45.51,5.58,41.82,10,356.25299,48.1462329411765,False,False,False,True,False,False,False,False
21995,44.71,1.48,49.33,10,349.881481481473,38.0201489268506,False,False,False,False,False,False,False,True
21996,45.49,5.61,42.1,5,528.164,23.5468222222222,False,False,True,False,False,False,False,False
21997,48.95,1.38,48.41,5,109.700000000003,98.9005390040493,False,False,False,False,False,False,True,False
21998,75.63,0.79,22.14,15,56.9900000000014,99.5115001017708,False,False,False,False,False,True,False,False
21999,48.95,1.38,48.41,10,539.200000000016,14.575411913815,False,False,False,False,False,False,True,False
22000,44.71,1.48,49.33,10,835.09629629627,2.19010074463428,False,False,False,False,False,False,False,True
22001,41.67,5.28,39.77,20,656.0,6.94120485803906,True,False,False,False,False,False,False,False
22002,75.63,0.79,22.14,15,757.279999999979,29.2285772440464,False,False,False,False,False,True,False,False
22003,48.95,1.38,48.41,10,258.400000000005,81.723700887199,False,False,False,False,False,False,True,False
22004,45.49,5.61,42.1,10,512.72101,28.9747598305085,False,False,True,False,False,False,False,False
22005,45.51,5.58,41.82,5,275.64301,70.0283982954545,False,False,False,True,False,False,False,False
22006,44.71,1.48,49.33,5,111.049278846154,94.9665924276169,False,False,False,False,False,False,False,True
22007,44.71,1.48,49.33,10,419.762962962953,14.4984669294787,False,False,False,False,False,False,False,True
22008,48.95,1.38,48.41,5,178.700000000006,96.5675364028855,False,False,False,False,False,False,True,False
22009,45.51,5.58,41.82,15,575.14203,28.3037485542169,False,False,False,True,False,False,False,False
22010,44.71,1.48,49.33,5,89.6039663461538,95.7238307349666,False,False,False,False,False,False,False,True
22011,45.51,5.58,41.82,5,164.698,89.18478125,False,False,False,True,False,False,False,False
22012,78.78,0.82,19.91,10,516.000000000009,36.675919500347,False,False,False,False,True,False,False,False
22013,75.63,0.79,22.14,15,734.029999999981,30.4498269896193,False,False,False,False,False,True,False,False
22014,78.78,0.82,19.91,20,857.080000000019,14.293059125964,False,False,False,False,True,False,False,False
22015,45.51,5.58,41.82,5,210.20399,86.5706869318182,False,False,False,True,False,False,False,False
22016,45.49,5.61,42.1,5,61.942,97.0155428571428,False,False,True,False,False,False,False,False
22017,45.49,5.61,42.1,5,684.45502,20.0630349206349,False,False,True,False,False,False,False,False
22018,45.51,5.58,41.82,10,98.632,96.6897531764706,False,False,False,True,False,False,False,False
22019,45.49,5.61,42.1,5,601.73102,21.535253968254,False,False,True,False,False,False,False,False
22020,61.93,0.91,35.47,15,298.919999999998,88.4333565945569,False,True,False,False,False,False,False,False
22021,61.93,0.91,35.47,20,111.079999999999,98.9537925021796,False,True,False,False,False,False,False,False
22022,41.67,5.28,39.77,15,713.0,6.56828,True,False,False,False,False,False,False,False
22023,61.93,0.91,35.47,15,169.38,96.7376133984648,False,True,False,False,False,False,False,False
22024,48.95,1.38,48.41,5,225.500000000007,92.089244053525,False,False,False,False,False,False,True,False
22025,45.51,5.58,41.82,15,730.37,23.3353157831325,False,False,False,True,False,False,False,False
22026,44.71,1.48,49.33,15,420.923076923073,16.9738534076297,False,False,False,False,False,False,False,True
22027,78.78,0.82,19.91,10,721.540000000013,22.3976405274115,False,False,False,False,True,False,False,False
22028,61.93,0.91,35.47,15,548.819999999994,45.8304256803908,False,True,False,False,False,False,False,False
22029,48.95,1.38,48.41,5,187.100000000006,96.192110696951,False,False,False,False,False,False,True,False
22030,41.67,5.28,39.77,15,610.0,6.90389,True,False,False,False,False,False,False,False
22031,48.95,1.38,48.41,10,493.600000000014,17.7186311787073,False,False,False,False,False,False,True,False
22032,75.63,0.79,22.14,20,402.079999999998,80.048890560361,False,False,False,False,False,True,False,False
22033,78.78,0.82,19.91,20,713.260000000011,21.5424164524421,False,False,False,False,True,False,False,False
22034,44.71,1.48,49.33,10,535.79259259258,9.81165133596146,False,False,False,False,False,False,False,True
22035,75.63,0.79,22.14,20,784.279999999984,33.8473110191802,False,False,False,False,False,True,False,False
22036,45.49,5.61,42.1,10,881.28802,21.4683252542373,False,False,True,False,False,False,False,False
22037,48.95,1.38,48.41,10,631.840000000018,9.48035487959448,False,False,False,False,False,False,True,False
22038,75.63,0.79,22.14,10,591.380000000003,26.3498098859315,False,False,False,False,False,True,False,False
22039,45.49,5.61,42.1,10,118.918,93.8069671186441,False,False,True,False,False,False,False,False
22040,45.49,5.61,42.1,5,568.00299,22.3312698412698,False,False,True,False,False,False,False,False
22041,78.78,0.82,19.91,15,794.99,7.93461603950283,False,False,False,False,True,False,False,False
22042,75.63,0.79,22.14,10,378.080000000003,61.5399239543726,False,False,False,False,False,True,False,False
22043,45.51,5.58,41.82,10,418.48499,37.0485969411765,False,False,False,True,False,False,False,False
22044,44.71,1.48,49.33,15,370.092307692305,29.7471067295327,False,False,False,False,False,False,False,True
22045,45.51,5.58,41.82,5,241.88,80.3200130681818,False,False,False,True,False,False,False,False
22046,45.51,5.58,41.82,10,520.34802,29.9755348235294,False,False,False,True,False,False,False,False
22047,45.51,5.58,41.82,5,362.03799,40.5554551136363,False,False,False,True,False,False,False,False
22048,45.49,5.61,42.1,5,231.701,80.7260444444444,False,False,True,False,False,False,False,False
22049,45.51,5.58,41.82,5,634.599,24.6562636363636,False,False,False,True,False,False,False,False
22050,45.49,5.61,42.1,5,144.94501,88.6363365079365,False,False,True,False,False,False,False,False
22051,78.78,0.82,19.91,20,299.659999999999,95.3727506426735,False,False,False,False,True,False,False,False
22052,75.63,0.79,22.14,10,419.660000000005,46.6730038022813,False,False,False,False,False,True,False,False
22053,61.93,0.91,35.47,20,904.839999999998,24.306887532694,False,True,False,False,False,False,False,False
22054,61.93,0.91,35.47,10,852.099999999995,25.1662404092071,False,True,False,False,False,False,False,False
22055,45.51,5.58,41.82,10,52.596,99.723636,False,False,False,True,False,False,False,False
22056,75.63,0.79,22.14,20,140.0,95.1297480255735,False,False,False,False,False,True,False,False
22057,45.49,5.61,42.1,10,368.28,41.3671149152543,False,False,True,False,False,False,False,False
22058,48.95,1.38,48.41,10,41.1999999999986,99.8479087452471,False,False,False,False,False,False,True,False
22059,45.51,5.58,41.82,5,43.212,99.61933125,False,False,False,True,False,False,False,False
22060,45.51,5.58,41.82,5,126.325,90.8882829545455,False,False,False,True,False,False,False,False
22061,45.49,5.61,42.1,5,30.632,99.826653968254,False,False,True,False,False,False,False,False
22062,45.51,5.58,41.82,5,726.42603,23.4052323863636,False,False,False,True,False,False,False,False
22063,45.49,5.61,42.1,10,373.14999,40.4208477966102,False,False,True,False,False,False,False,False
22064,41.67,5.28,39.77,15,779.0,5.88453,True,False,False,False,False,False,False,False
22065,44.71,1.48,49.33,10,375.592592592584,19.185282522996,False,False,False,False,False,False,False,True
22066,45.51,5.58,41.82,5,733.39899,23.3293102272727,False,False,False,True,False,False,False,False
22067,41.67,5.28,39.77,10,851.0,5.90437,True,False,False,False,False,False,False,False
22068,48.95,1.38,48.41,15,336.349565000009,23.0893433799785,False,False,False,False,False,False,True,False
22069,61.93,0.91,35.47,10,609.999999999985,43.3759590792839,False,True,False,False,False,False,False,False
22070,48.95,1.38,48.41,10,51.3999999999985,99.7211660329531,False,False,False,False,False,False,True,False
22071,48.95,1.38,48.41,10,180.400000000002,94.6007604562738,False,False,False,False,False,False,True,False
22072,78.78,0.82,19.91,20,510.219999999999,48.2090831191088,False,False,False,False,True,False,False,False
22073,61.93,0.91,35.47,10,452.499999999989,53.7254901960784,False,True,False,False,False,False,False,False
22074,78.78,0.82,19.91,15,694.819999999995,16.2949089051592,False,False,False,False,True,False,False,False
22075,45.49,5.61,42.1,10,408.64801,35.8998183050848,False,False,True,False,False,False,False,False
22076,45.51,5.58,41.82,15,288.28101,70.3126618072289,False,False,False,True,False,False,False,False
22077,44.71,1.48,49.33,10,767.192592592573,3.76697328077085,False,False,False,False,False,False,False,True
22078,45.49,5.61,42.1,15,466.48999,29.181988,False,False,True,False,False,False,False,False
22079,75.63,0.79,22.14,15,50.4800000000014,99.6336250763281,False,False,False,False,False,True,False,False
22080,45.49,5.61,42.1,10,609.18597,25.8837235593221,False,False,True,False,False,False,False,False
22081,78.78,0.82,19.91,10,593.40000000001,29.8403886190146,False,False,False,False,True,False,False,False
22082,45.51,5.58,41.82,5,197.604,87.62841875,False,False,False,True,False,False,False,False
22083,45.49,5.61,42.1,10,414.07901,35.3212006779661,False,False,True,False,False,False,False,False
22084,45.49,5.61,42.1,15,450.53799,30.649492,False,False,True,False,False,False,False,False
22085,44.71,1.48,49.33,5,388.783653846154,18.3518930957683,False,False,False,False,False,False,False,True
22086,78.78,0.82,19.91,10,370.660000000007,68.7196391394865,False,False,False,False,True,False,False,False
22087,45.49,5.61,42.1,15,363.565,40.16368,False,False,True,False,False,False,False,False
22088,44.71,1.48,49.33,5,104.721153846154,95.1002227171493,False,False,False,False,False,False,False,True
22089,45.51,5.58,41.82,5,497.52899,28.5121460227273,False,False,False,True,False,False,False,False
22090,78.78,0.82,19.91,10,787.760000000014,17.6613462873005,False,False,False,False,True,False,False,False
22091,41.67,5.28,39.77,10,425.0,10.38066,True,False,False,False,False,False,False,False
22092,45.49,5.61,42.1,10,772.40802,22.9957477966102,False,False,True,False,False,False,False,False
22093,45.49,5.61,42.1,15,774.823,8.79148000000001,False,False,True,False,False,False,False,False
22094,75.63,0.79,22.14,10,108.62,94.0494296577946,False,False,False,False,False,True,False,False
22095,45.49,5.61,42.1,10,557.34698,27.3481425423729,False,False,True,False,False,False,False,False
22096,61.93,0.91,35.47,20,525.999999999995,59.4245858761988,False,True,False,False,False,False,False,False
22097,78.78,0.82,19.91,15,322.489999999996,88.4726715477609,False,False,False,False,True,False,False,False
22098,44.71,1.48,49.33,10,517.992592592581,10.2496714848884,False,False,False,False,False,False,False,True
22099,45.51,5.58,41.82,15,350.68701,49.3292854216868,False,False,False,True,False,False,False,False
22100,45.51,5.58,41.82,5,542.95502,26.8759079545455,False,False,False,True,False,False,False,False
22101,75.63,0.79,22.14,15,589.879999999988,41.5631996743334,False,False,False,False,False,True,False,False
22102,45.51,5.58,41.82,5,566.81403,26.1745397727273,False,False,False,True,False,False,False,False
22103,48.95,1.38,48.41,5,145.400000000004,98.1765037140329,False,False,False,False,False,False,True,False
22104,78.78,0.82,19.91,15,86.2399999999978,99.4551336625234,False,False,False,False,True,False,False,False
22105,48.95,1.38,48.41,10,108.399999999999,97.2623574144487,False,False,False,False,False,False,True,False
22106,44.71,1.48,49.33,10,791.585185185164,3.1099430573807,False,False,False,False,False,False,False,True
22107,75.63,0.79,22.14,10,744.199999999993,19.9429657794677,False,False,False,False,False,True,False,False
22108,45.49,5.61,42.1,5,414.578,29.9217587301588,False,False,True,False,False,False,False,False
22109,45.49,5.61,42.1,5,233.01801,80.5064984126984,False,False,True,False,False,False,False,False
22110,45.51,5.58,41.82,5,514.39099,27.8405676136364,False,False,False,True,False,False,False,False
22111,75.63,0.79,22.14,10,246.859999999999,87.7376425855513,False,False,False,False,False,True,False,False
22112,78.78,0.82,19.91,10,431.720000000008,55.3088133240805,False,False,False,False,True,False,False,False
22113,45.49,5.61,42.1,10,366.021,41.9125572881356,False,False,True,False,False,False,False,False
22114,41.67,5.28,39.77,20,543.0,8.73079707230751,True,False,False,False,False,False,False,False
22115,45.49,5.61,42.1,10,859.104,21.7967676271186,False,False,True,False,False,False,False,False
22116,45.51,5.58,41.82,15,383.48401,41.5816871084338,False,False,False,True,False,False,False,False
22117,45.51,5.58,41.82,15,606.56897,27.0335043373494,False,False,False,True,False,False,False,False
22118,45.51,5.58,41.82,15,328.914,57.6027573493976,False,False,False,True,False,False,False,False
22119,45.51,5.58,41.82,15,469.23401,33.597821686747,False,False,False,True,False,False,False,False
22120,48.95,1.38,48.41,5,236.300000000008,85.7338231744925,False,False,False,False,False,False,True,False
22121,45.49,5.61,42.1,15,418.28101,33.7891599999999,False,False,True,False,False,False,False,False
22122,45.49,5.61,42.1,10,129.407,93.3777852542373,False,False,True,False,False,False,False,False
22123,44.71,1.48,49.33,10,541.066666666654,9.6802452912834,False,False,False,False,False,False,False,True
22124,61.93,0.91,35.47,10,218.499999999995,89.531116794544,False,True,False,False,False,False,False,False
22125,45.49,5.61,42.1,5,362.67499,36.1446158730159,False,False,True,False,False,False,False,False
22126,44.71,1.48,49.33,5,280.150841346154,74.8329621380846,False,False,False,False,False,False,False,True
22127,61.93,0.91,35.47,15,623.279999999992,41.625959525471,False,True,False,False,False,False,False,False
22128,48.95,1.38,48.41,5,433.175,21.4287629722989,False,False,False,False,False,False,True,False
22129,45.51,5.58,41.82,10,499.73499,30.8172962352941,False,False,False,True,False,False,False,False
22130,78.78,0.82,19.91,20,512.099999999999,47.2322193658955,False,False,False,False,True,False,False,False
22131,45.51,5.58,41.82,15,802.01099,21.8379508433735,False,False,False,True,False,False,False,False
22132,44.71,1.48,49.33,15,583.399999999994,9.90141448778403,False,False,False,False,False,False,False,True
22133,41.67,5.28,39.77,10,391.0,14.43544,True,False,False,False,False,False,False,False
22134,61.93,0.91,35.47,10,527.199999999987,50.2813299232737,False,True,False,False,False,False,False,False
22135,44.71,1.48,49.33,5,672.926028846156,6.99331848552338,False,False,False,False,False,False,False,True
22136,44.71,1.48,49.33,10,272.748148148142,73.6311870346036,False,False,False,False,False,False,False,True
22137,45.51,5.58,41.82,15,197.83099,89.8201309638554,False,False,False,True,False,False,False,False
22138,61.93,0.91,35.47,15,341.759999999997,84.9092812281926,False,True,False,False,False,False,False,False
22139,78.78,0.82,19.91,20,762.140000000013,18.1833761782348,False,False,False,False,True,False,False,False
22140,45.49,5.61,42.1,10,512.12,28.9982988135593,False,False,True,False,False,False,False,False
22141,48.95,1.38,48.41,10,172.600000000002,94.8542458808619,False,False,False,False,False,False,True,False
22142,45.49,5.61,42.1,5,773.802,18.8435015873016,False,False,True,False,False,False,False,False
22143,61.93,0.91,35.47,10,435.399999999989,54.5609548167093,False,True,False,False,False,False,False,False
22144,41.67,5.28,39.77,15,823.0,5.01037,True,False,False,False,False,False,False,False
22145,45.51,5.58,41.82,5,811.66901,22.6569244318182,False,False,False,True,False,False,False,False
22146,44.71,1.48,49.33,10,120.459259259256,96.233026719229,False,False,False,False,False,False,False,True
22147,44.71,1.48,49.33,5,91.7133413461538,95.6347438752783,False,False,False,False,False,False,False,True
22148,44.71,1.48,49.33,15,245.73846153846,87.8696956708101,False,False,False,False,False,False,False,True
22149,41.67,5.28,39.77,10,448.0,8.82564,True,False,False,False,False,False,False,False
22150,45.49,5.61,42.1,5,487.13699,25.1680825396825,False,False,True,False,False,False,False,False
22151,45.51,5.58,41.82,10,723.97998,25.4759861176471,False,False,False,True,False,False,False,False
22152,48.95,1.38,48.41,10,65.7999999999984,99.0621039290241,False,False,False,False,False,False,True,False
22153,75.63,0.79,22.14,15,887.47999999998,22.1453287197232,False,False,False,False,False,True,False,False
22154,45.51,5.58,41.82,10,344.58499,53.1849291764706,False,False,False,True,False,False,False,False
22155,44.71,1.48,49.33,10,718.407407407391,4.86202365308807,False,False,False,False,False,False,False,True
22156,44.71,1.48,49.33,5,48.4711538461538,99.1091314031181,False,False,False,False,False,False,False,True
22157,78.78,0.82,19.91,10,888.380000000007,7.56419153365718,False,False,False,False,True,False,False,False
22158,41.67,5.28,39.77,10,82.0,99.9739,True,False,False,False,False,False,False,False
22159,44.71,1.48,49.33,10,147.488888888886,95.5759964958387,False,False,False,False,False,False,False,True
22160,61.93,0.91,35.47,20,52.039999999999,99.6687009590236,False,True,False,False,False,False,False,False
22161,78.78,0.82,19.91,20,431.259999999999,75.7840616966581,False,False,False,False,True,False,False,False
22162,48.95,1.38,48.41,5,463.926999999999,18.9884958837254,False,False,False,False,False,False,True,False
22163,61.93,0.91,35.47,20,115.999999999998,98.9014821272886,False,True,False,False,False,False,False,False
22164,75.63,0.79,22.14,20,770.239999999985,34.3362166227905,False,False,False,False,False,True,False,False
22165,41.67,5.28,39.77,15,52.0,100.0,True,False,False,False,False,False,False,False
22166,61.93,0.91,35.47,15,816.059999999989,18.5799023028612,False,True,False,False,False,False,False,False
22167,78.78,0.82,19.91,10,501.380000000009,38.705759888966,False,False,False,False,True,False,False,False
22168,45.49,5.61,42.1,10,139.474,93.0962737288136,False,False,True,False,False,False,False,False
22169,48.95,1.38,48.41,10,601.000000000018,10.8238276299113,False,False,False,False,False,False,True,False
22170,44.71,1.48,49.33,5,413.744591346154,16.7928730512249,False,False,False,False,False,False,False,True
22171,45.51,5.58,41.82,5,873.367,22.2182909090909,False,False,False,True,False,False,False,False
22172,45.51,5.58,41.82,5,89.32,94.8034107954546,False,False,False,True,False,False,False,False
22173,45.51,5.58,41.82,15,183.16499,90.5044548192771,False,False,False,True,False,False,False,False
22174,78.78,0.82,19.91,20,367.339999999999,88.1062553556126,False,False,False,False,True,False,False,False
22175,61.93,0.91,35.47,10,789.999999999988,30.5541346973572,False,True,False,False,False,False,False,False
22176,41.67,5.28,39.77,10,496.0,6.96121,True,False,False,False,False,False,False,False
22177,44.71,1.48,49.33,10,824.54814814812,2.36530880420493,False,False,False,False,False,False,False,True
22178,75.63,0.79,22.14,15,641.959999999986,36.8613881538775,False,False,False,False,False,True,False,False
22179,45.51,5.58,41.82,15,483.271,32.7467432530121,False,False,False,True,False,False,False,False
22180,61.93,0.91,35.47,15,175.5,96.5457083042568,False,True,False,False,False,False,False,False
22181,48.95,1.38,48.41,5,100.100000000003,99.0882518570165,False,False,False,False,False,False,True,False
22182,45.51,5.58,41.82,5,484.754,29.0853346590909,False,False,False,True,False,False,False,False
22183,48.95,1.38,48.41,10,137.800000000001,95.9442332065906,False,False,False,False,False,False,True,False
22184,78.78,0.82,19.91,20,424.679999999999,76.6923736075407,False,False,False,False,True,False,False,False
22185,61.93,0.91,35.47,10,401.19999999999,57.2549019607843,False,True,False,False,False,False,False,False
22186,41.67,5.28,39.77,20,851.0,6.25754041663314,True,False,False,False,False,False,False,False
22187,78.78,0.82,19.91,10,99.7600000000027,98.8723108952116,False,False,False,False,True,False,False,False
22188,44.71,1.48,49.33,15,99.600000000001,95.970852978997,False,False,False,False,False,False,False,True
22189,45.51,5.58,41.82,10,337.112,56.1678781176471,False,False,False,True,False,False,False,False
22190,45.51,5.58,41.82,10,277.03601,74.9459962352941,False,False,False,True,False,False,False,False
22191,75.63,0.79,22.14,10,512.000000000009,32.7946768060837,False,False,False,False,False,True,False,False
22192,48.95,1.38,48.41,15,42.8100650000001,99.4348762109795,False,False,False,False,False,False,True,False
22193,44.71,1.48,49.33,5,492.122028846154,11.4031180400828,False,False,False,False,False,False,False,True
22194,78.78,0.82,19.91,20,511.159999999999,47.64353041988,False,False,False,False,True,False,False,False
22195,45.51,5.58,41.82,10,216.362,89.9907091764706,False,False,False,True,False,False,False,False
22196,41.67,5.28,39.77,10,39.0,100.0,True,False,False,False,False,False,False,False
22197,48.95,1.38,48.41,5,285.367,30.3585315491674,False,False,False,False,False,False,True,False
22198,78.78,0.82,19.91,10,321.640000000006,82.4080499653019,False,False,False,False,True,False,False,False
22199,45.49,5.61,42.1,5,511.836,24.1407873015873,False,False,True,False,False,False,False,False
22200,48.95,1.38,48.41,15,261.986225000006,87.0021528525296,False,False,False,False,False,False,True,False
22201,45.51,5.58,41.82,15,515.30798,31.0449348192771,False,False,False,True,False,False,False,False
22202,45.49,5.61,42.1,5,858.39899,17.7953936507937,False,False,True,False,False,False,False,False
22203,44.71,1.48,49.33,10,395.370370370361,16.119141480508,False,False,False,False,False,False,False,True
22204,45.51,5.58,41.82,10,341.117,54.623064,False,False,False,True,False,False,False,False
22205,78.78,0.82,19.91,20,565.680000000002,33.4018851756641,False,False,False,False,True,False,False,False
22206,45.49,5.61,42.1,5,470.09399,25.9942698412698,False,False,True,False,False,False,False,False
22207,78.78,0.82,19.91,20,683.180000000009,23.324764353042,False,False,False,False,True,False,False,False
22208,44.71,1.48,49.33,10,188.362962962959,94.2181340341655,False,False,False,False,False,False,False,True
22209,75.63,0.79,22.14,10,482.840000000007,36.7680608365019,False,False,False,False,False,True,False,False
22210,48.95,1.38,48.41,5,45.5000000000006,99.6782065377706,False,False,False,False,False,False,True,False
22211,45.49,5.61,42.1,5,101.919,90.3933333333333,False,False,True,False,False,False,False,False
22212,41.67,5.28,39.77,15,798.0,5.00417,True,False,False,False,False,False,False,False
22213,48.95,1.38,48.41,5,67.1000000000014,99.4368614410985,False,False,False,False,False,False,True,False
22214,45.49,5.61,42.1,5,755.27197,19.0747809523809,False,False,True,False,False,False,False,False
22215,45.49,5.61,42.1,5,733.979,19.3533428571429,False,False,True,False,False,False,False,False
22216,48.95,1.38,48.41,15,297.210965000007,60.4413347685684,False,False,False,False,False,False,True,False
22217,75.63,0.79,22.14,10,379.160000000003,60.532319391635,False,False,False,False,False,True,False,False
22218,48.95,1.38,48.41,15,692.806175000019,1.37244348762115,False,False,False,False,False,False,True,False
22219,44.71,1.48,49.33,10,329.444444444437,49.2772667542707,False,False,False,False,False,False,False,True
22220,45.49,5.61,42.1,15,241.799,84.58282,False,False,True,False,False,False,False,False
22221,44.71,1.48,49.33,5,448.507028846154,13.8530066815111,False,False,False,False,False,False,False,True
22222,41.67,5.28,39.77,10,434.0,9.74151,True,False,False,False,False,False,False,False
22223,41.67,5.28,39.77,15,308.0,40.42004,True,False,False,False,False,False,False,False
22224,48.95,1.38,48.41,10,74.1999999999982,98.6565272496831,False,False,False,False,False,False,True,False
22225,61.93,0.91,35.47,10,544.299999999986,49.3776641091219,False,True,False,False,False,False,False,False
22226,45.49,5.61,42.1,10,432.01801,33.6135577966102,False,False,True,False,False,False,False,False
22227,44.71,1.48,49.33,5,131.791466346154,94.4320712694877,False,False,False,False,False,False,False,True
22228,41.67,5.28,39.77,10,542.0,6.75488,True,False,False,False,False,False,False,False
22229,75.63,0.79,22.14,20,726.559999999986,36.0473862354269,False,False,False,False,False,True,False,False
22230,41.67,5.28,39.77,10,756.0,5.72705,True,False,False,False,False,False,False,False
22231,45.49,5.61,42.1,10,652.60101,24.9149105084746,False,False,True,False,False,False,False,False
22232,44.71,1.48,49.33,5,80.8149038461538,96.0801781737193,False,False,False,False,False,False,False,True
22233,75.63,0.79,22.14,10,121.580000000001,93.745247148289,False,False,False,False,False,True,False,False
22234,61.93,0.91,35.47,20,898.279999999997,24.9346120313862,False,True,False,False,False,False,False,False
22235,41.67,5.28,39.77,10,717.0,5.76818,True,False,False,False,False,False,False,False
22236,41.67,5.28,39.77,15,285.0,61.65564,True,False,False,False,False,False,False,False
22237,78.78,0.82,19.91,20,418.099999999999,77.8577549271637,False,False,False,False,True,False,False,False
22238,45.49,5.61,42.1,10,56.73,99.3081377966102,False,False,True,False,False,False,False,False
22239,41.67,5.28,39.77,20,94.0,100.0,True,False,False,False,False,False,False,False
22240,45.49,5.61,42.1,10,333.52899,55.2683188135593,False,False,True,False,False,False,False,False
22241,41.67,5.28,39.77,10,53.0,99.97089,True,False,False,False,False,False,False,False
22242,45.51,5.58,41.82,10,58.853,99.5218934117647,False,False,False,True,False,False,False,False
22243,48.95,1.38,48.41,10,136.0,96.0202788339671,False,False,False,False,False,False,True,False
22244,45.49,5.61,42.1,5,792.151,18.6177746031746,False,False,True,False,False,False,False,False
22245,45.49,5.61,42.1,5,111.781,89.6061873015873,False,False,True,False,False,False,False,False
22246,75.63,0.79,22.14,20,185.24,94.1707408800301,False,False,False,False,False,True,False,False
22247,41.67,5.28,39.77,15,724.0,6.54303,True,False,False,False,False,False,False,False
22248,45.49,5.61,42.1,5,870.02002,17.6519047619048,False,False,True,False,False,False,False,False
22249,45.51,5.58,41.82,10,336.40799,56.4262487058824,False,False,False,True,False,False,False,False
22250,45.51,5.58,41.82,10,536.72699,29.3989484705883,False,False,False,True,False,False,False,False
22251,41.67,5.28,39.77,10,410.0,12.10957,True,False,False,False,False,False,False,False
22252,44.71,1.48,49.33,10,634.022222222208,7.40254051686379,False,False,False,False,False,False,False,True
22253,44.71,1.48,49.33,10,369.659259259251,20.4117389399913,False,False,False,False,False,False,False,True
22254,45.49,5.61,42.1,10,299.16901,67.5056108474577,False,False,True,False,False,False,False,False
22255,45.49,5.61,42.1,5,166.836,87.9103015873016,False,False,True,False,False,False,False,False
22256,45.51,5.58,41.82,10,858.83197,24.267068,False,False,False,True,False,False,False,False
22257,44.71,1.48,49.33,10,666.98518518517,6.30749014454673,False,False,False,False,False,False,False,True
22258,41.67,5.28,39.77,20,897.0,6.17710930587955,True,False,False,False,False,False,False,False
22259,48.95,1.38,48.41,15,622.061345000017,3.47147470398281,False,False,False,False,False,False,True,False
22260,48.95,1.38,48.41,10,331.600000000008,37.9467680608365,False,False,False,False,False,False,True,False
22261,48.95,1.38,48.41,5,251.525000000008,68.2228956048377,False,False,False,False,False,False,True,False
22262,44.71,1.48,49.33,10,109.911111111109,96.5834428383706,False,False,False,False,False,False,False,True
22263,45.51,5.58,41.82,5,80.535,96.1414727272727,False,False,False,True,False,False,False,False
22264,78.78,0.82,19.91,20,354.179999999999,90.1113967437875,False,False,False,False,True,False,False,False
22265,44.71,1.48,49.33,5,381.049278846154,21.6481069042316,False,False,False,False,False,False,False,True
22266,44.71,1.48,49.33,15,896.55384615383,0.214316330904524,False,False,False,False,False,False,False,True
22267,44.71,1.48,49.33,5,494.501028846154,10.8685968819534,False,False,False,False,False,False,False,True
22268,44.71,1.48,49.33,15,167.676923076923,93.4419202743248,False,False,False,False,False,False,False,True
22269,45.51,5.58,41.82,10,430.99301,35.6779943529412,False,False,False,True,False,False,False,False
22270,48.95,1.38,48.41,15,190.558280000004,93.0839612486544,False,False,False,False,False,False,True,False
22271,45.49,5.61,42.1,5,571.19098,22.247146031746,False,False,True,False,False,False,False,False
22272,48.95,1.38,48.41,10,547.000000000016,14.0937896070976,False,False,False,False,False,False,True,False
22273,78.78,0.82,19.91,10,289.820000000006,89.8681471200555,False,False,False,False,True,False,False,False
22274,78.78,0.82,19.91,20,319.399999999999,93.6589545844045,False,False,False,False,True,False,False,False
22275,61.93,0.91,35.47,15,638.579999999992,40.6838799720866,False,True,False,False,False,False,False,False
22276,45.51,5.58,41.82,10,490.17899,31.2674162352941,False,False,False,True,False,False,False,False
22277,61.93,0.91,35.47,15,876.239999999988,13.7124912770412,False,True,False,False,False,False,False,False
22278,45.49,5.61,42.1,10,81.811,97.2244228813559,False,False,True,False,False,False,False,False
22279,41.67,5.28,39.77,20,734.0,6.53904930427094,True,False,False,False,False,False,False,False
22280,48.95,1.38,48.41,5,105.500000000003,98.9273551259017,False,False,False,False,False,False,True,False
22281,45.51,5.58,41.82,10,510.98599,30.3400152941177,False,False,False,True,False,False,False,False
22282,48.95,1.38,48.41,10,142.000000000001,95.7414448669202,False,False,False,False,False,False,True,False
22283,45.51,5.58,41.82,15,660.284,25.1698774698795,False,False,False,True,False,False,False,False
22284,61.93,0.91,35.47,10,707.199999999982,35.5157715260017,False,True,False,False,False,False,False,False
22285,45.49,5.61,42.1,5,127.777,88.9742984126984,False,False,True,False,False,False,False,False
22286,44.71,1.48,49.33,5,733.98702884616,6.1469933184856,False,False,False,False,False,False,False,True
