,C,H,O,heat_rate,T,mass_porc,biomass_OU
0,75.63,0.79,22.14,10,266.299999999999,86.7300380228137,True
1,75.63,0.79,22.14,10,689.119999999997,21.9961977186312,True
2,75.63,0.79,22.14,15,506.179999999993,50.8243435782618,True
3,75.63,0.79,22.14,15,875.389999999979,22.694891105231,True
4,75.63,0.79,22.14,15,131.390000000002,96.9265214736414,True
5,75.63,0.79,22.14,20,66.6800000000003,99.2102294095525,True
6,75.63,0.79,22.14,10,827.899999999987,16.1596958174905,True
7,75.63,0.79,22.14,15,39.3200000000013,99.7964583757378,True
8,75.63,0.79,22.14,10,745.819999999993,19.9429657794677,True
9,75.63,0.79,22.14,20,174.32,94.5092139902219,True
10,75.63,0.79,22.14,20,216.44,92.3467468973298,True
11,75.63,0.79,22.14,10,125.360000000001,93.6882129277566,True
12,75.63,0.79,22.14,10,634.58,24.638783269962,True
13,75.63,0.79,22.14,15,35.6000000000012,99.8575208630165,True
14,75.63,0.79,22.14,20,760.879999999985,34.9943587814968,True
15,75.63,0.79,22.14,10,854.359999999985,14.2015209125475,True
16,75.63,0.79,22.14,15,285.770000000003,90.3928353348259,True
17,75.63,0.79,22.14,15,756.349999999979,29.2692855688988,True
18,75.63,0.79,22.14,10,850.039999999986,14.3916349809886,True
19,75.63,0.79,22.14,20,743.719999999986,35.6148928168485,True
20,75.63,0.79,22.14,10,269.539999999999,86.615969581749,True
21,75.63,0.79,22.14,15,361.100000000001,81.92550376552,True
22,75.63,0.79,22.14,20,559.639999999992,43.9827002632569,True
23,75.63,0.79,22.14,15,343.430000000002,84.3883574190922,True
24,75.63,0.79,22.14,10,213.379999999999,89.6007604562738,True
25,75.63,0.79,22.14,10,535.760000000007,30.1711026615969,True
26,75.63,0.79,22.14,10,418.040000000005,47.2053231939164,True
27,75.63,0.79,22.14,15,798.199999999977,26.7657235904743,True
28,75.63,0.79,22.14,15,777.739999999978,28.0480358233259,True
29,75.63,0.79,22.14,10,322.460000000001,78.93536121673,True
30,75.63,0.79,22.14,10,574.100000000004,27.148288973384,True
31,75.63,0.79,22.14,20,232.040000000001,91.7638209853329,True
32,75.63,0.79,22.14,10,533.600000000007,30.2851711026616,True
33,75.63,0.79,22.14,10,557.900000000005,27.9847908745247,True
34,75.63,0.79,22.14,15,853.999999999978,23.7940158762467,True
35,75.63,0.79,22.14,10,615.680000000002,25.1520912547528,True
36,75.63,0.79,22.14,10,155.6,92.9657794676806,True
37,75.63,0.79,22.14,15,574.999999999989,43.3950742926929,True
38,75.63,0.79,22.14,10,708.019999999995,21.3498098859316,True
39,75.63,0.79,22.14,20,146.24,95.0545317788643,True
40,75.63,0.79,22.14,10,683.719999999997,22.2433460076046,True
41,75.63,0.79,22.14,10,109.16,94.0494296577946,True
42,75.63,0.79,22.14,15,481.069999999994,54.0606554040301,True
43,75.63,0.79,22.14,15,854.929999999978,23.7533075513943,True
44,75.63,0.79,22.14,10,838.699999999987,15.3231939163498,True
45,75.63,0.79,22.14,10,253.339999999999,87.1863117870722,True
46,75.63,0.79,22.14,20,774.919999999984,34.2233922527266,True
47,75.63,0.79,22.14,10,267.379999999999,86.7110266159696,True
48,75.63,0.79,22.14,15,580.579999999989,42.9879910441685,True
49,75.63,0.79,22.14,10,230.659999999999,88.5171102661596,True
50,75.63,0.79,22.14,10,817.639999999988,16.7680608365019,True
51,75.63,0.79,22.14,15,497.809999999993,52.0048849989823,True
52,75.63,0.79,22.14,20,249.200000000001,90.8048138397894,True
53,75.63,0.79,22.14,20,759.319999999985,35.1635953365927,True
54,75.63,0.79,22.14,15,187.190000000002,94.7079177691838,True
55,75.63,0.79,22.14,15,471.769999999995,56.0553633217993,True
56,75.63,0.79,22.14,10,879.739999999984,11.8821292775665,True
57,75.63,0.79,22.14,20,311.600000000001,86.2354268522001,True
58,75.63,0.79,22.14,10,597.320000000003,26.1977186311787,True
59,75.63,0.79,22.14,20,275.720000000001,89.2252726588943,True
60,75.63,0.79,22.14,10,51.38,97.0342205323194,True
61,75.63,0.79,22.14,10,458.540000000007,40.4562737642585,True
62,75.63,0.79,22.14,20,843.559999999982,31.7036479879654,True
63,75.63,0.79,22.14,15,537.799999999991,46.0004070832486,True
64,75.63,0.79,22.14,10,742.039999999993,20.0190114068441,True
65,75.63,0.79,22.14,10,822.499999999988,16.3117870722434,True
66,75.63,0.79,22.14,10,686.419999999997,22.1863117870723,True
67,75.63,0.79,22.14,10,355.940000000003,70.8174904942966,True
68,75.63,0.79,22.14,20,600.199999999991,42.6100037608124,True
69,75.63,0.79,22.14,10,432.620000000006,43.4600760456274,True
70,75.63,0.79,22.14,10,585.980000000004,26.4638783269962,True
71,75.63,0.79,22.14,10,521.720000000008,31.5399239543726,True
72,75.63,0.79,22.14,20,246.080000000001,90.8424219631441,True
73,75.63,0.79,22.14,15,665.209999999984,35.6197842458783,True
74,75.63,0.79,22.14,10,544.400000000006,29.3536121673004,True
75,75.63,0.79,22.14,10,134.540000000001,93.4410646387832,True
76,75.63,0.79,22.14,10,670.219999999998,23.1368821292775,True
77,75.63,0.79,22.14,10,724.759999999994,20.5893536121673,True
78,75.63,0.79,22.14,10,156.68,92.9467680608365,True
79,75.63,0.79,22.14,20,500.359999999994,49.0409928544565,True
80,75.63,0.79,22.14,15,79.3100000000015,98.8601669041319,True
81,75.63,0.79,22.14,10,729.079999999994,20.5513307984791,True
82,75.63,0.79,22.14,10,789.01999999999,18.0988593155894,True
83,75.63,0.79,22.14,10,40.04,98.5361216730038,True
84,75.63,0.79,22.14,20,567.439999999992,43.5878149680331,True
85,75.63,0.79,22.14,20,852.919999999982,31.4779992478375,True
86,75.63,0.79,22.14,20,108.8,96.9725460699512,True
87,75.63,0.79,22.14,15,564.76999999999,43.9649908406269,True
88,75.63,0.79,22.14,10,866.779999999985,13.2509505703422,True
89,75.63,0.79,22.14,15,161.150000000002,95.7256258904946,True
90,75.63,0.79,22.14,20,469.159999999995,61.5644979315532,True
91,75.63,0.79,22.14,10,518.480000000008,31.9391634980988,True
92,75.63,0.79,22.14,10,681.019999999997,22.6045627376426,True
93,75.63,0.79,22.14,20,497.239999999994,50.4512974802558,True
94,75.63,0.79,22.14,15,404.809999999998,74.7201302666395,True
95,75.63,0.79,22.14,15,535.939999999991,46.0614695705272,True
96,75.63,0.79,22.14,15,483.859999999994,53.7756971300631,True
97,75.63,0.79,22.14,20,531.559999999993,45.7314779992479,True
98,75.63,0.79,22.14,10,174.5,91.9011406844106,True
99,75.63,0.79,22.14,10,681.559999999997,22.4524714828897,True
100,75.63,0.79,22.14,10,368.360000000003,66.8821292775665,True
101,75.63,0.79,22.14,10,787.39999999999,18.2699619771863,True
102,75.63,0.79,22.14,10,736.099999999993,20.2661596958175,True
103,75.63,0.79,22.14,15,254.150000000003,92.6725015265622,True
104,75.63,0.79,22.14,20,790.519999999984,33.5088379089884,True
105,75.63,0.79,22.14,10,527.120000000008,30.9505703422053,True
106,75.63,0.79,22.14,10,457.460000000006,40.532319391635,True
107,75.63,0.79,22.14,20,448.879999999996,67.1116961263633,True
108,75.63,0.79,22.14,15,435.499999999997,66.2731528597598,True
109,75.63,0.79,22.14,10,769.039999999991,18.9923954372623,True
110,75.63,0.79,22.14,10,421.280000000005,46.083650190114,True
111,75.63,0.79,22.14,20,27.6800000000003,99.9247837532908,True
112,75.63,0.79,22.14,10,747.979999999993,19.828897338403,True
113,75.63,0.79,22.14,10,372.680000000003,63.2699619771863,True
114,75.63,0.79,22.14,10,739.339999999993,20.1711026615969,True
115,75.63,0.79,22.14,10,224.719999999999,88.8783269961977,True
116,75.63,0.79,22.14,15,542.449999999991,45.4101363728883,True
117,75.63,0.79,22.14,20,168.08,94.5844302369312,True
118,75.63,0.79,22.14,10,162.62,92.7946768060836,True
119,75.63,0.79,22.14,15,701.479999999982,32.8719723183391,True
120,75.63,0.79,22.14,10,623.240000000001,24.9239543726236,True
121,75.63,0.79,22.14,20,154.04,94.9605114704776,True
122,75.63,0.79,22.14,10,317.600000000001,79.6007604562738,True
123,75.63,0.79,22.14,15,455.029999999996,59.0474251984531,True
124,75.63,0.79,22.14,20,269.480000000001,89.6201579541181,True
125,75.63,0.79,22.14,10,44.9,97.5475285171102,True
126,75.63,0.79,22.14,10,703.159999999996,21.5399239543726,True
127,75.63,0.79,22.14,10,393.740000000004,53.8973384030418,True
128,75.63,0.79,22.14,10,360.800000000003,69.1825095057034,True
129,75.63,0.79,22.14,10,690.199999999997,21.8821292775665,True
130,75.63,0.79,22.14,10,440.180000000006,42.2433460076046,True
131,75.63,0.79,22.14,10,406.700000000005,49.657794676806,True
132,75.63,0.79,22.14,10,709.639999999995,21.1977186311787,True
133,75.63,0.79,22.14,10,764.179999999992,19.1634980988593,True
134,75.63,0.79,22.14,10,229.039999999999,88.5931558935361,True
135,75.63,0.79,22.14,15,690.319999999983,33.4825971911256,True
136,75.63,0.79,22.14,20,46.4000000000003,99.5487025197442,True
137,75.63,0.79,22.14,10,79.4600000000001,95.1520912547528,True
138,75.63,0.79,22.14,10,704.239999999996,21.425855513308,True
139,75.63,0.79,22.14,15,833.539999999976,25.2188072460818,True
140,75.63,0.79,22.14,10,813.859999999988,16.9961977186311,True
141,75.63,0.79,22.14,20,737.479999999986,35.765325310267,True
142,75.63,0.79,22.14,15,181.610000000002,94.8503969061673,True
143,75.63,0.79,22.14,15,764.719999999979,28.4551190718502,True
144,75.63,0.79,22.14,10,779.839999999991,18.5361216730038,True
145,75.63,0.79,22.14,20,689.119999999988,38.0030086498684,True
146,75.63,0.79,22.14,10,871.639999999984,12.4334600760456,True
147,75.63,0.79,22.14,20,821.719999999983,32.493418578413,True
148,75.63,0.79,22.14,10,392.120000000004,54.4106463878327,True
149,75.63,0.79,22.14,10,803.599999999989,17.3954372623574,True
150,75.63,0.79,22.14,15,878.179999999979,22.5931202930999,True
151,75.63,0.79,22.14,15,389.929999999999,77.0608589456544,True
152,75.63,0.79,22.14,20,544.039999999993,44.7536667920272,True
153,75.63,0.79,22.14,20,628.27999999999,41.4629559984957,True
154,75.63,0.79,22.14,10,37.34,98.6501901140684,True
155,75.63,0.79,22.14,10,219.319999999999,89.2205323193916,True
156,75.63,0.79,22.14,10,537.380000000007,30.1140684410646,True
157,75.63,0.79,22.14,10,363.500000000003,68.1368821292775,True
158,75.63,0.79,22.14,15,761.929999999979,28.6179523712599,True
159,75.63,0.79,22.14,10,871.099999999984,12.4714828897338,True
160,75.63,0.79,22.14,10,247.939999999999,87.7186311787072,True
161,75.63,0.79,22.14,10,252.799999999999,87.2623574144486,True
162,75.63,0.79,22.14,15,237.410000000003,93.1610014247914,True
163,75.63,0.79,22.14,20,110.36,96.6528770214366,True
164,75.63,0.79,22.14,20,278.840000000001,89.1312523505077,True
165,75.63,0.79,22.14,15,90.4700000000016,98.2495420313454,True
166,75.63,0.79,22.14,20,461.359999999995,62.9559984956751,True
167,75.63,0.79,22.14,20,523.759999999993,46.3520120345995,True
168,75.63,0.79,22.14,10,229.579999999999,88.5931558935361,True
169,75.63,0.79,22.14,20,898.15999999998,29.8044377585559,True
170,75.63,0.79,22.14,10,580.580000000004,26.6349809885931,True
171,75.63,0.79,22.14,10,451.520000000006,41.06463878327,True
172,75.63,0.79,22.14,10,873.259999999984,12.4334600760456,True
173,75.63,0.79,22.14,10,476.900000000007,37.2623574144487,True
174,75.63,0.79,22.14,10,398.600000000004,52.1292775665399,True
175,75.63,0.79,22.14,15,62.5700000000014,99.430083452066,True
176,75.63,0.79,22.14,10,666.979999999998,23.212927756654,True
177,75.63,0.79,22.14,20,490.999999999994,52.914629559985,True
178,75.63,0.79,22.14,10,76.7600000000001,95.2281368821292,True
179,75.63,0.79,22.14,10,469.880000000007,38.2889733840304,True
180,75.63,0.79,22.14,15,45.8300000000013,99.715041726033,True
181,75.63,0.79,22.14,20,152.48,94.9981195938323,True
182,75.63,0.79,22.14,10,54.62,96.6730038022814,True
183,75.63,0.79,22.14,10,95.6600000000003,94.6007604562737,True
184,75.63,0.79,22.14,10,863.539999999985,13.5361216730038,True
185,75.63,0.79,22.14,15,755.419999999979,29.3507022186037,True
186,75.63,0.79,22.14,20,386.479999999998,81.3839789394509,True
187,75.63,0.79,22.14,10,559.520000000005,27.9847908745247,True
188,75.63,0.79,22.14,15,388.069999999999,77.3051088947689,True
189,75.63,0.79,22.14,10,694.519999999996,21.8060836501901,True
190,75.63,0.79,22.14,15,443.869999999996,63.4846326073682,True
191,75.63,0.79,22.14,15,565.69999999999,43.9039283533483,True
192,75.63,0.79,22.14,10,405.080000000005,50.0950570342206,True
193,75.63,0.79,22.14,10,65.96,95.893536121673,True
194,75.63,0.79,22.14,10,135.080000000001,93.4220532319392,True
195,75.63,0.79,22.14,15,848.419999999977,24.3435782617546,True
196,75.63,0.79,22.14,10,334.340000000002,76.3688212927756,True
197,75.63,0.79,22.14,10,240.379999999999,88.1368821292775,True
198,75.63,0.79,22.14,15,504.319999999993,50.9261143903928,True
199,75.63,0.79,22.14,10,471.500000000007,38.1178707224334,True
200,75.63,0.79,22.14,10,801.979999999989,17.4144486692015,True
201,75.63,0.79,22.14,15,677.299999999984,34.5206594748626,True
202,75.63,0.79,22.14,15,780.529999999978,27.9869733360472,True
203,75.63,0.79,22.14,15,468.979999999995,57.1137797679626,True
204,75.63,0.79,22.14,15,405.739999999998,74.3944636678201,True
205,75.63,0.79,22.14,10,696.139999999996,21.787072243346,True
206,75.63,0.79,22.14,15,774.019999999978,28.1498066354569,True
207,75.63,0.79,22.14,15,186.260000000002,94.7486260940363,True
208,75.63,0.79,22.14,15,599.179999999988,40.8100956645634,True
209,75.63,0.79,22.14,10,835.459999999987,15.6653992395438,True
210,75.63,0.79,22.14,15,674.509999999984,34.6020761245675,True
211,75.63,0.79,22.14,10,258.739999999999,87.0912547528517,True
212,75.63,0.79,22.14,10,594.620000000003,26.2737642585552,True
213,75.63,0.79,22.14,15,548.959999999991,44.9419906370853,True
214,75.63,0.79,22.14,10,114.560000000001,93.8783269961977,True
215,75.63,0.79,22.14,15,69.0800000000015,99.2876043150824,True
216,75.63,0.79,22.14,20,590.839999999991,42.8732606242949,True
217,75.63,0.79,22.14,10,126.980000000001,93.6501901140684,True
218,75.63,0.79,22.14,10,677.779999999997,22.7376425855514,True
219,75.63,0.79,22.14,15,101.630000000002,97.8017504579687,True
220,75.63,0.79,22.14,15,337.850000000002,84.8157948300428,True
221,75.63,0.79,22.14,15,747.04999999998,29.9206187665377,True
222,75.63,0.79,22.14,20,319.4,85.4644603234299,True
223,75.63,0.79,22.14,10,200.96,90.4752851711026,True
224,75.63,0.79,22.14,10,608.120000000002,25.7794676806084,True
225,75.63,0.79,22.14,10,786.85999999999,18.3460076045627,True
226,75.63,0.79,22.14,10,601.640000000003,26.0456273764259,True
227,75.63,0.79,22.14,10,695.059999999996,21.8060836501901,True
228,75.63,0.79,22.14,20,782.719999999984,33.8849191425348,True
229,75.63,0.79,22.14,15,721.939999999981,31.6303684103399,True
230,75.63,0.79,22.14,20,537.799999999993,45.2049642722828,True
231,75.63,0.79,22.14,10,158.3,92.9087452471483,True
232,75.63,0.79,22.14,15,81.1700000000016,98.7787502544271,True
233,75.63,0.79,22.14,10,478.520000000007,37.0532319391635,True
234,75.63,0.79,22.14,10,622.160000000001,24.9429657794677,True
235,75.63,0.79,22.14,10,595.160000000003,26.2167300380228,True
236,75.63,0.79,22.14,15,138.830000000002,96.6415631996744,True
237,75.63,0.79,22.14,10,37.88,98.6121673003802,True
238,75.63,0.79,22.14,15,206.720000000002,94.158355383676,True
239,75.63,0.79,22.14,10,506.060000000008,33.6501901140684,True
240,75.63,0.79,22.14,10,560.600000000005,27.9467680608365,True
241,75.63,0.79,22.14,20,714.079999999987,36.461075592328,True
242,75.63,0.79,22.14,15,573.139999999989,43.5171992672502,True
243,75.63,0.79,22.14,10,164.24,92.7376425855513,True
244,75.63,0.79,22.14,15,67.2200000000015,99.3486668023611,True
245,75.63,0.79,22.14,15,272.750000000003,91.6344392428251,True
246,75.63,0.79,22.14,10,177.2,91.6730038022813,True
247,75.63,0.79,22.14,10,590.840000000003,26.3498098859315,True
248,75.63,0.79,22.14,10,241.459999999999,88.0988593155893,True
249,75.63,0.79,22.14,10,149.12,93.1749049429657,True
250,75.63,0.79,22.14,10,217.159999999999,89.4106463878327,True
251,75.63,0.79,22.14,10,128.060000000001,93.6311787072243,True
252,75.63,0.79,22.14,10,371.600000000003,63.5361216730038,True
253,75.63,0.79,22.14,10,895.399999999983,10.0950570342205,True
254,75.63,0.79,22.14,20,366.199999999999,83.6592704024069,True
255,75.63,0.79,22.14,10,795.499999999989,17.8326996197718,True
256,75.63,0.79,22.14,10,178.82,91.6349809885931,True
257,75.63,0.79,22.14,10,621.080000000001,24.9429657794677,True
258,75.63,0.79,22.14,15,824.239999999976,25.7276613067372,True
259,75.63,0.79,22.14,10,569.780000000005,27.4144486692015,True
260,75.63,0.79,22.14,20,356.839999999999,84.2233922527266,True
261,75.63,0.79,22.14,10,753.919999999992,19.6007604562737,True
262,75.63,0.79,22.14,10,74.0600000000001,95.4562737642585,True
263,75.63,0.79,22.14,10,718.279999999995,20.9505703422053,True
264,75.63,0.79,22.14,20,788.959999999984,33.602858217375,True
265,75.63,0.79,22.14,10,237.679999999999,88.2319391634981,True
266,75.63,0.79,22.14,10,65.42,95.9125475285171,True
267,75.63,0.79,22.14,10,727.459999999994,20.5513307984791,True
268,75.63,0.79,22.14,15,748.90999999998,29.7781396295543,True
269,75.63,0.79,22.14,10,292.76,84.2585551330798,True
270,75.63,0.79,22.14,10,137.780000000001,93.4220532319392,True
271,75.63,0.79,22.14,10,134.000000000001,93.4600760456273,True
272,75.63,0.79,22.14,20,728.119999999986,36.0473862354269,True
273,75.63,0.79,22.14,15,495.019999999993,52.350905760228,True
274,75.63,0.79,22.14,15,155.570000000002,95.8681050274781,True
275,75.63,0.79,22.14,10,562.760000000005,27.8136882129278,True
276,75.63,0.79,22.14,10,244.699999999999,87.9087452471482,True
277,75.63,0.79,22.14,10,140.480000000001,93.3460076045627,True
278,75.63,0.79,22.14,15,839.119999999977,24.8117239975575,True
279,75.63,0.79,22.14,15,169.520000000002,95.3999592916752,True
280,75.63,0.79,22.14,10,545.480000000006,29.1254752851711,True
281,75.63,0.79,22.14,15,296.930000000003,89.8229187868919,True
282,75.63,0.79,22.14,15,327.620000000002,86.5051903114187,True
283,75.63,0.79,22.14,20,701.599999999987,37.1192177510342,True
284,75.63,0.79,22.14,10,497.960000000008,34.1825095057034,True
285,75.63,0.79,22.14,10,237.139999999999,88.2699619771863,True
286,75.63,0.79,22.14,15,575.929999999989,43.3543659678404,True
287,75.63,0.79,22.14,20,118.16,95.9195186160211,True
288,75.63,0.79,22.14,10,651.859999999999,23.9923954372624,True
289,75.63,0.79,22.14,10,514.160000000008,32.3384030418251,True
290,75.63,0.79,22.14,20,765.559999999985,34.6934937946597,True
291,75.63,0.79,22.14,15,611.269999999987,39.6702625686953,True
292,75.63,0.79,22.14,10,587.600000000003,26.4068441064639,True
293,75.63,0.79,22.14,15,655.909999999985,36.1082841441075,True
294,75.63,0.79,22.14,10,573.020000000004,27.3003802281369,True
295,75.63,0.79,22.14,10,388.340000000004,54.9429657794677,True
296,75.63,0.79,22.14,10,870.559999999984,12.4714828897338,True
297,75.63,0.79,22.14,20,428.599999999997,71.530650620534,True
298,75.63,0.79,22.14,10,97.8200000000003,94.5057034220532,True
299,75.63,0.79,22.14,10,772.819999999991,18.8403041825095,True
300,75.63,0.79,22.14,20,675.079999999988,38.792779240316,True
301,75.63,0.79,22.14,15,438.289999999997,65.8864237736617,True
302,75.63,0.79,22.14,10,232.819999999999,88.4410646387833,True
303,75.63,0.79,22.14,15,478.279999999994,54.895176063505,True
304,75.63,0.79,22.14,15,307.160000000003,88.5202523916141,True
305,75.63,0.79,22.14,10,819.799999999988,16.596958174905,True
306,75.63,0.79,22.14,20,720.319999999986,36.3106430989094,True
307,75.63,0.79,22.14,10,816.559999999988,16.8060836501901,True
308,75.63,0.79,22.14,15,593.599999999988,41.2375330755139,True
309,75.63,0.79,22.14,20,121.28,95.7502820609252,True
310,75.63,0.79,22.14,15,288.560000000003,90.3114186851211,True
311,75.63,0.79,22.14,20,372.439999999999,82.3617901466717,True
312,75.63,0.79,22.14,15,30.0200000000012,99.9185833502951,True
313,75.63,0.79,22.14,10,31.4,99.1444866920152,True
314,75.63,0.79,22.14,10,603.800000000002,25.9885931558935,True
315,75.63,0.79,22.14,15,417.829999999998,72.1147974760839,True
316,75.63,0.79,22.14,15,589.879999999988,41.5631996743334,True
317,75.63,0.79,22.14,10,246.319999999999,87.7566539923954,True
318,75.63,0.79,22.14,10,62.1799999999999,96.1216730038023,True
319,75.63,0.79,22.14,10,204.74,90.2661596958175,True
320,75.63,0.79,22.14,10,178.28,91.6349809885931,True
321,75.63,0.79,22.14,15,385.279999999999,77.5290046814574,True
322,75.63,0.79,22.14,20,642.319999999989,40.1654757427604,True
323,75.63,0.79,22.14,10,712.339999999995,21.1787072243346,True
324,75.63,0.79,22.14,10,893.779999999983,10.6083650190114,True
325,75.63,0.79,22.14,15,823.309999999976,25.8090779564421,True
326,75.63,0.79,22.14,15,157.430000000002,95.8681050274781,True
327,75.63,0.79,22.14,10,878.119999999984,12.0532319391635,True
328,75.63,0.79,22.14,10,98.3600000000003,94.4296577946768,True
329,75.63,0.79,22.14,15,790.759999999978,27.2542234887034,True
330,75.63,0.79,22.14,15,869.809999999979,23.0612660289029,True
331,75.63,0.79,22.14,15,164.870000000002,95.5220842662325,True
332,75.63,0.79,22.14,15,130.460000000002,96.9468756360676,True
333,75.63,0.79,22.14,15,605.689999999987,40.0773458172196,True
334,75.63,0.79,22.14,20,235.160000000001,91.5569763068823,True
335,75.63,0.79,22.14,10,74.6000000000001,95.4562737642585,True
336,75.63,0.79,22.14,15,594.529999999988,41.1154081009566,True
337,75.63,0.79,22.14,15,511.759999999993,49.5420313454102,True
338,75.63,0.79,22.14,10,668.059999999998,23.1749049429658,True
339,75.63,0.79,22.14,10,94.5800000000003,94.638783269962,True
340,75.63,0.79,22.14,15,82.1000000000016,98.7380419295746,True
341,75.63,0.79,22.14,10,703.699999999996,21.5399239543726,True
342,75.63,0.79,22.14,15,110.000000000002,97.4964380215754,True
343,75.63,0.79,22.14,10,643.76,24.2585551330798,True
344,75.63,0.79,22.14,20,450.439999999996,66.0962767957879,True
345,75.63,0.79,22.14,10,39.5,98.574144486692,True
346,75.63,0.79,22.14,20,406.759999999997,79.4283565250094,True
347,75.63,0.79,22.14,10,673.459999999998,22.9087452471482,True
348,75.63,0.79,22.14,20,258.560000000001,90.3535163595337,True
349,75.63,0.79,22.14,15,607.549999999987,39.9755750050885,True
350,75.63,0.79,22.14,15,667.069999999984,35.4365967840423,True
351,75.63,0.79,22.14,10,285.2,84.8479087452471,True
352,75.63,0.79,22.14,15,80.2400000000015,98.8398127417057,True
353,75.63,0.79,22.14,10,669.679999999998,23.1368821292775,True
354,75.63,0.79,22.14,15,119.300000000002,97.272542234887,True
355,75.63,0.79,22.14,15,160.220000000002,95.7256258904946,True
356,75.63,0.79,22.14,20,721.879999999986,36.2354268522001,True
357,75.63,0.79,22.14,20,76.0400000000003,99.0033847311019,True
358,75.63,0.79,22.14,15,165.800000000002,95.4610217789538,True
359,75.63,0.79,22.14,10,743.119999999993,20.0,True
360,75.63,0.79,22.14,10,682.639999999997,22.4334600760456,True
361,75.63,0.79,22.14,10,858.139999999985,14.0114068441064,True
362,75.63,0.79,22.14,10,205.82,90.2471482889733,True
363,75.63,0.79,22.14,15,259.730000000003,92.3671890901689,True
364,75.63,0.79,22.14,10,654.559999999999,23.8973384030418,True
365,75.63,0.79,22.14,10,374.840000000003,62.5285171102662,True
366,75.63,0.79,22.14,15,473.629999999995,55.8111133726847,True
367,75.63,0.79,22.14,10,165.86,92.5855513307985,True
368,75.63,0.79,22.14,10,233.359999999999,88.403041825095,True
369,75.63,0.79,22.14,10,625.400000000001,24.7718631178707,True
370,75.63,0.79,22.14,10,829.519999999987,15.893536121673,True
371,75.63,0.79,22.14,10,550.340000000006,28.4220532319392,True
372,75.63,0.79,22.14,20,116.6,95.9383226776984,True
373,75.63,0.79,22.14,15,399.229999999999,75.8803175249339,True
374,75.63,0.79,22.14,20,511.279999999994,47.3298232418202,True
375,75.63,0.79,22.14,10,173.42,92.0152091254753,True
376,75.63,0.79,22.14,15,789.829999999978,27.3559943008345,True
377,75.63,0.79,22.14,10,320.300000000001,79.2015209125475,True
378,75.63,0.79,22.14,10,844.639999999986,14.9049429657794,True
379,75.63,0.79,22.14,15,769.369999999979,28.2922857724405,True
380,75.63,0.79,22.14,10,411.020000000005,48.8973384030418,True
381,75.63,0.79,22.14,10,319.220000000001,79.3155893536122,True
382,75.63,0.79,22.14,10,644.84,24.2395437262357,True
383,75.63,0.79,22.14,15,414.109999999998,72.8882556482801,True
384,75.63,0.79,22.14,20,141.56,95.1297480255735,True
385,75.63,0.79,22.14,20,467.599999999995,61.6397141782625,True
386,75.63,0.79,22.14,10,30.32,99.277566539924,True
387,75.63,0.79,22.14,10,33.56,98.8783269961977,True
388,75.63,0.79,22.14,15,369.47,80.2768166089965,True
389,75.63,0.79,22.14,10,547.640000000006,28.7832699619772,True
390,75.63,0.79,22.14,15,103.490000000002,97.6999796458376,True
391,75.63,0.79,22.14,15,627.079999999986,38.2251170364339,True
392,75.63,0.79,22.14,20,149.36,95.0545317788643,True
393,75.63,0.79,22.14,15,740.53999999998,30.1852228780786,True
394,75.63,0.79,22.14,10,311.120000000001,81.3878326996197,True
395,75.63,0.79,22.14,20,236.720000000001,91.4629559984957,True
396,75.63,0.79,22.14,20,408.319999999997,79.2779240315908,True
397,75.63,0.79,22.14,20,402.079999999998,80.048890560361,True
398,75.63,0.79,22.14,10,725.299999999994,20.5893536121673,True
399,75.63,0.79,22.14,20,826.399999999983,32.2677698382851,True
400,75.63,0.79,22.14,10,136.160000000001,93.4220532319392,True
401,75.63,0.79,22.14,10,588.680000000003,26.3688212927757,True
402,75.63,0.79,22.14,10,813.319999999988,16.9961977186311,True
403,75.63,0.79,22.14,10,512.540000000009,32.4714828897338,True
404,75.63,0.79,22.14,10,895.939999999983,10.0950570342205,True
405,75.63,0.79,22.14,15,308.090000000003,88.4998982291878,True
406,75.63,0.79,22.14,15,102.560000000002,97.8017504579687,True
407,75.63,0.79,22.14,10,385.640000000004,56.1216730038023,True
408,75.63,0.79,22.14,10,303.020000000001,82.6235741444867,True
409,75.63,0.79,22.14,15,246.710000000003,92.8353348259719,True
410,75.63,0.79,22.14,15,626.149999999986,38.4083044982699,True
411,75.63,0.79,22.14,10,99.4400000000003,94.3726235741444,True
412,75.63,0.79,22.14,10,181.52,91.3878326996197,True
413,75.63,0.79,22.14,10,257.119999999999,87.1102661596958,True
414,75.63,0.79,22.14,15,198.350000000002,94.4026053327906,True
415,75.63,0.79,22.14,15,379.7,78.9537960512925,True
416,75.63,0.79,22.14,10,899.179999999982,9.90494296577948,True
417,75.63,0.79,22.14,10,206.899999999999,90.1520912547528,True
418,75.63,0.79,22.14,15,786.109999999978,27.7020150620802,True
419,75.63,0.79,22.14,15,375.05,79.6051292489314,True
420,75.63,0.79,22.14,10,318.680000000001,79.3346007604562,True
421,75.63,0.79,22.14,15,137.900000000002,96.7840423366578,True
422,75.63,0.79,22.14,20,277.280000000001,89.206468597217,True
423,75.63,0.79,22.14,15,807.499999999977,26.4400569916548,True
424,75.63,0.79,22.14,10,303.560000000001,82.5855513307985,True
425,75.63,0.79,22.14,15,686.599999999983,33.7268471402402,True
426,75.63,0.79,22.14,10,466.640000000007,38.6311787072243,True
427,75.63,0.79,22.14,10,156.14,92.9467680608365,True
