,C,H,O,heat_rate,T,mass_porc,biomass_PP
771,48.95,1.38,48.41,5,715.89499999999,6.27765412566039,True
772,48.95,1.38,48.41,10,401.200000000011,23.5487959442333,True
773,48.95,1.38,48.41,10,239.200000000004,88.0101394169835,True
774,48.95,1.38,48.41,5,787.490999999987,3.43514520929983,True
775,48.95,1.38,48.41,10,808.860000000014,3.52344740177447,True
776,48.95,1.38,48.41,5,370.679000000002,25.2634683972004,True
777,48.95,1.38,48.41,15,641.630645000017,2.90635091496234,True
778,48.95,1.38,48.41,5,743.670999999988,5.31227373897188,True
779,48.95,1.38,48.41,10,292.600000000006,61.9771863117871,True
780,48.95,1.38,48.41,15,588.793535000016,4.60172228202376,True
781,48.95,1.38,48.41,10,293.800000000007,61.9011406844107,True
782,48.95,1.38,48.41,5,173.900000000005,96.7016170121478,True
783,48.95,1.38,48.41,10,160.000000000001,95.0316856780736,True
784,48.95,1.38,48.41,5,565.110999999995,12.8207878576601,True
785,48.95,1.38,48.41,5,71.0000000000015,99.3832291973935,True
786,48.95,1.38,48.41,5,232.100000000008,88.8713094312301,True
787,48.95,1.38,48.41,10,571.600000000017,12.5475285171103,True
788,48.95,1.38,48.41,5,101.300000000003,99.0614357351641,True
789,48.95,1.38,48.41,15,164.139725000004,94.1872981700753,True
790,48.95,1.38,48.41,10,247.600000000005,86.1596958174905,True
791,48.95,1.38,48.41,5,251.750000000008,68.2228956048377,True
792,48.95,1.38,48.41,5,582.966999999995,11.882223592824,True
793,48.95,1.38,48.41,5,126.200000000004,98.7396422729346,True
794,48.95,1.38,48.41,5,72.2000000000015,99.3832291973935,True
795,48.95,1.38,48.41,5,869.390999999984,0.0563138558902205,True
796,48.95,1.38,48.41,5,203.900000000006,95.6289721380495,True
797,48.95,1.38,48.41,10,32.7999999999987,99.873257287706,True
798,48.95,1.38,48.41,15,686.506175000019,1.50699677072123,True
799,48.95,1.38,48.41,5,514.518999999997,15.1269743369714,True
800,48.95,1.38,48.41,10,700.310000000016,8.28897338403046,True
801,48.95,1.38,48.41,5,411.351000000001,22.8232013086268,True
802,48.95,1.38,48.41,15,372.55277000001,17.465016146394,True
803,48.95,1.38,48.41,15,487.033175000013,10.0914962325081,True
804,48.95,1.38,48.41,15,245.352320000006,89.8815931108719,True
805,48.95,1.38,48.41,10,262.600000000005,80.1013941698352,True
806,48.95,1.38,48.41,5,741.686999999989,5.49998659193912,True
807,48.95,1.38,48.41,10,727.030000000016,7.45247148288975,True
808,48.95,1.38,48.41,5,642.486999999992,9.03971467646348,True
809,48.95,1.38,48.41,15,491.925500000013,9.93003229278794,True
810,48.95,1.38,48.41,5,282.800000000012,31.0021184736264,True
811,48.95,1.38,48.41,10,604.600000000018,10.6210392902408,True
812,48.95,1.38,48.41,10,314.200000000007,52.4968314321927,True
813,48.95,1.38,48.41,5,70.1000000000015,99.410045319246,True
814,48.95,1.38,48.41,10,526.600000000015,15.1330798479088,True
815,48.95,1.38,48.41,5,209.900000000007,95.2803625539675,True
816,48.95,1.38,48.41,5,279.650000000011,32.4770051755116,True
817,48.95,1.38,48.41,5,818.690999999986,2.5233970663163,True
818,48.95,1.38,48.41,5,54.5000000000009,99.5441259285082,True
819,48.95,1.38,48.41,5,757.558999999988,4.64187069266047,True
820,48.95,1.38,48.41,5,301.239,29.3931511624789,True
821,48.95,1.38,48.41,15,522.257915000014,8.8536060279871,True
822,48.95,1.38,48.41,10,556.000000000016,13.4854245880862,True
823,48.95,1.38,48.41,5,145.700000000004,98.1496875921804,True
824,48.95,1.38,48.41,10,75.9999999999983,98.555133079848,True
825,48.95,1.38,48.41,5,588.918999999994,11.5604301305945,True
826,48.95,1.38,48.41,5,263.90000000001,53.2326834893138,True
827,48.95,1.38,48.41,10,500.200000000014,17.084917617237,True
828,48.95,1.38,48.41,5,102.800000000003,99.0346196133116,True
829,48.95,1.38,48.41,5,331.991000000001,27.11378080502,True
830,48.95,1.38,48.41,10,569.200000000017,12.6742712294043,True
831,48.95,1.38,48.41,5,72.5000000000016,99.3832291973935,True
832,48.95,1.38,48.41,15,546.719540000015,6.86221743810556,True
833,48.95,1.38,48.41,5,148.100000000004,97.9887908610657,True
834,48.95,1.38,48.41,5,598.838999999994,10.9704754498405,True
835,48.95,1.38,48.41,5,294.295,29.8490252339706,True
836,48.95,1.38,48.41,15,31.068485,99.8116254036598,True
837,48.95,1.38,48.41,10,552.400000000016,13.7135614702155,True
838,48.95,1.38,48.41,5,518.486999999997,14.8319969965944,True
839,48.95,1.38,48.41,15,278.620130000007,78.6329386437029,True
840,48.95,1.38,48.41,5,96.5000000000025,99.1418841007214,True
841,48.95,1.38,48.41,10,333.400000000008,36.6032953105197,True
842,48.95,1.38,48.41,5,347.863000000001,26.2556649057413,True
843,48.95,1.38,48.41,5,752.598999999988,4.8832157893326,True
844,48.95,1.38,48.41,10,454.600000000013,20.5069708491762,True
845,48.95,1.38,48.41,15,505.624010000014,9.58019375672771,True
846,48.95,1.38,48.41,10,534.400000000016,14.8542458808619,True
847,48.95,1.38,48.41,15,343.198820000009,20.8288482238967,True
848,48.95,1.38,48.41,10,589.000000000018,11.6856780735108,True
849,48.95,1.38,48.41,10,587.200000000018,11.7617237008873,True
850,48.95,1.38,48.41,5,412.343000000001,22.7695690649218,True
851,48.95,1.38,48.41,10,386.80000000001,25.3231939163499,True
852,48.95,1.38,48.41,15,105.431825000002,96.5823466092573,True
853,48.95,1.38,48.41,15,488.011640000013,10.0645855758881,True
854,48.95,1.38,48.41,15,419.519090000011,15.2045209903122,True
855,48.95,1.38,48.41,10,802.180000000014,4.25855513307992,True
856,48.95,1.38,48.41,5,135.500000000004,98.6055616636722,True
857,48.95,1.38,48.41,10,778.800000000014,5.80481622306724,True
858,48.95,1.38,48.41,10,279.400000000006,67.7313054499366,True
859,48.95,1.38,48.41,10,770.450000000015,6.48922686945501,True
860,48.95,1.38,48.41,10,143.800000000001,95.6653992395438,True
861,48.95,1.38,48.41,5,260.075000000009,57.22828564533,True
862,48.95,1.38,48.41,15,498.774755000013,9.7685683530678,True
863,48.95,1.38,48.41,15,100.539500000002,96.9860064585576,True
864,48.95,1.38,48.41,10,96.9999999999991,97.7186311787072,True
865,48.95,1.38,48.41,10,511.600000000015,16.2230671736375,True
866,48.95,1.38,48.41,5,68.6000000000014,99.410045319246,True
867,48.95,1.38,48.41,5,308.183,28.8300126035773,True
868,48.95,1.38,48.41,5,516.502999999997,14.9928937277091,True
869,48.95,1.38,48.41,5,218.000000000007,94.7708562387708,True
870,48.95,1.38,48.41,10,53.7999999999985,99.6958174904943,True
871,48.95,1.38,48.41,5,77.6000000000017,99.3564130755411,True
872,48.95,1.38,48.41,10,586.000000000018,11.8631178707224,True
873,48.95,1.38,48.41,5,88.4000000000021,99.2491485881312,True
874,48.95,1.38,48.41,5,167.600000000005,96.9429621088199,True
875,48.95,1.38,48.41,10,137.800000000001,95.9442332065906,True
876,48.95,1.38,48.41,5,149.000000000004,97.9351586173608,True
877,48.95,1.38,48.41,10,398.80000000001,23.8276299112801,True
878,48.95,1.38,48.41,5,165.500000000005,96.9965943525248,True
879,48.95,1.38,48.41,10,436.000000000012,21.8504435994931,True
880,48.95,1.38,48.41,15,366.681980000009,17.6533907427342,True
881,48.95,1.38,48.41,10,170.800000000002,94.8795944233207,True
882,48.95,1.38,48.41,10,503.800000000014,16.8060836501901,True
883,48.95,1.38,48.41,5,61.7000000000012,99.4636775629509,True
884,48.95,1.38,48.41,5,256.475000000009,61.1970716794937,True
885,48.95,1.38,48.41,5,163.100000000005,97.1038588399347,True
886,48.95,1.38,48.41,15,165.118190000004,94.0527448869752,True
887,48.95,1.38,48.41,5,634.550999999993,9.25424365128321,True
888,48.95,1.38,48.41,15,199.364465000005,92.6803013993542,True
889,48.95,1.38,48.41,5,662.326999999992,8.2888632645947,True
890,48.95,1.38,48.41,10,434.800000000012,22.0025348542459,True
891,48.95,1.38,48.41,5,286.359,30.3317154273149,True
892,48.95,1.38,48.41,10,220.600000000004,91.6096324461344,True
893,48.95,1.38,48.41,10,375.40000000001,26.6159695817491,True
894,48.95,1.38,48.41,5,431.191,21.6701080689711,True
895,48.95,1.38,48.41,10,578.800000000017,12.2686945500634,True
896,48.95,1.38,48.41,10,278.200000000006,68.9226869455007,True
897,48.95,1.38,48.41,10,484.600000000014,18.5804816223067,True
898,48.95,1.38,48.41,5,84.5000000000021,99.3027808318361,True
899,48.95,1.38,48.41,15,542.805680000015,7.02368137782569,True
900,48.95,1.38,48.41,5,194.900000000006,95.897133356574,True
901,48.95,1.38,48.41,15,35.96081,99.5425188374596,True
902,48.95,1.38,48.41,10,573.400000000017,12.4207858048163,True
903,48.95,1.38,48.41,10,790.490000000014,4.99366286438537,True
904,48.95,1.38,48.41,10,440.200000000012,21.4955640050698,True
905,48.95,1.38,48.41,15,483.119315000013,10.3336921420883,True
906,48.95,1.38,48.41,15,645.544505000018,2.87944025834238,True
907,48.95,1.38,48.41,10,241.000000000005,87.9340937896071,True
908,48.95,1.38,48.41,10,527.200000000015,15.1077313054499,True
909,48.95,1.38,48.41,15,377.44509500001,17.2228202368138,True
910,48.95,1.38,48.41,10,120.4,96.9074778200254,True
911,48.95,1.38,48.41,10,618.480000000018,9.83523447401779,True
912,48.95,1.38,48.41,15,73.142480000001,98.2777179763186,True
913,48.95,1.38,48.41,5,179.900000000006,96.5139041591805,True
914,48.95,1.38,48.41,10,443.200000000012,21.3941698352345,True
915,48.95,1.38,48.41,5,754.582999999988,4.82958354562762,True
916,48.95,1.38,48.41,5,113.600000000003,98.8200906384919,True
917,48.95,1.38,48.41,5,212.900000000007,95.0390174572954,True
918,48.95,1.38,48.41,5,87.8000000000021,99.2491485881312,True
919,48.95,1.38,48.41,15,530.085635000014,8.39612486544675,True
920,48.95,1.38,48.41,15,636.738320000017,2.96017222820235,True
921,48.95,1.38,48.41,15,213.062975000005,92.0882669537137,True
922,48.95,1.38,48.41,5,536.342999999996,14.0275133410206,True
923,48.95,1.38,48.41,5,95.0000000000024,99.1687002225739,True
924,48.95,1.38,48.41,5,127.700000000004,98.7396422729346,True
925,48.95,1.38,48.41,5,174.200000000005,96.7016170121478,True
926,48.95,1.38,48.41,5,545.270999999996,13.5716392695288,True
927,48.95,1.38,48.41,5,647.446999999992,8.9592663109061,True
928,48.95,1.38,48.41,5,281.000000000011,31.6188892762329,True
929,48.95,1.38,48.41,5,354.807000000001,25.9338714435119,True
930,48.95,1.38,48.41,15,443.980715000012,12.7018299246502,True
931,48.95,1.38,48.41,10,300.400000000007,58.7832699619773,True
932,48.95,1.38,48.41,10,33.3999999999987,99.873257287706,True
933,48.95,1.38,48.41,10,348.400000000009,30.2915082382763,True
934,48.95,1.38,48.41,10,323.200000000008,43.5994930291509,True
935,48.95,1.38,48.41,5,437.143,20.9997050226597,True
936,48.95,1.38,48.41,5,264.80000000001,52.2404869807729,True
937,48.95,1.38,48.41,10,412.600000000011,23.0671736375158,True
938,48.95,1.38,48.41,15,610.319765000017,3.8482238966631,True
939,48.95,1.38,48.41,5,845.990999999985,1.02169424257864,True
940,48.95,1.38,48.41,5,664.310999999992,8.26204714274221,True
941,48.95,1.38,48.41,10,359.800000000009,28.3143219264892,True
942,48.95,1.38,48.41,5,104.000000000003,98.9809873696067,True
943,48.95,1.38,48.41,5,119.900000000003,98.7932745166395,True
944,48.95,1.38,48.41,10,798.840000000014,4.25855513307992,True
945,48.95,1.38,48.41,5,242.600000000008,81.7114048966239,True
946,48.95,1.38,48.41,10,350.800000000009,29.9873257287706,True
947,48.95,1.38,48.41,5,672.246999999991,8.02070204607008,True
948,48.95,1.38,48.41,10,54.9999999999985,99.6704689480355,True
949,48.95,1.38,48.41,5,100.100000000003,99.0882518570165,True
950,48.95,1.38,48.41,5,535.350999999996,14.107961706578,True
951,48.95,1.38,48.41,15,327.543380000008,26.157158234661,True
952,48.95,1.38,48.41,5,247.100000000008,76.857686841329,True
953,48.95,1.38,48.41,5,537.334999999996,14.0006972191682,True
954,48.95,1.38,48.41,10,780.470000000014,5.80481622306724,True
955,48.95,1.38,48.41,10,60.9999999999984,99.3916349809887,True
956,48.95,1.38,48.41,10,346.000000000008,30.9759188846642,True
957,48.95,1.38,48.41,5,139.400000000004,98.5251132981148,True
958,48.95,1.38,48.41,15,94.6687100000016,97.2012917115178,True
959,48.95,1.38,48.41,5,146.600000000004,98.1228714703281,True
960,48.95,1.38,48.41,5,215.600000000007,94.8513046043282,True
961,48.95,1.38,48.41,15,625.975205000017,3.39074273412274,True
962,48.95,1.38,48.41,5,250.400000000008,72.9157169290178,True
963,48.95,1.38,48.41,10,355.000000000009,28.8719898605831,True
964,48.95,1.38,48.41,10,658.560000000017,9.22686945500636,True
965,48.95,1.38,48.41,5,827.790999999985,1.58483280148027,True
966,48.95,1.38,48.41,15,398.97132500001,15.9580193756728,True
967,48.95,1.38,48.41,5,682.166999999991,7.56482797457831,True
968,48.95,1.38,48.41,10,29.7999999999987,99.8986058301648,True
969,48.95,1.38,48.41,15,34.982345,99.5963401506997,True
970,48.95,1.38,48.41,10,688.620000000017,8.99873257287707,True
971,48.95,1.38,48.41,10,307.600000000007,56.0456273764259,True
972,48.95,1.38,48.41,5,32.6,99.8391032688853,True
973,48.95,1.38,48.41,15,320.694125000008,32.508073196986,True
974,48.95,1.38,48.41,10,818.880000000013,2.07858048162233,True
975,48.95,1.38,48.41,10,557.800000000016,13.4347275031686,True
976,48.95,1.38,48.41,5,31.4,99.8659193907377,True
977,48.95,1.38,48.41,10,717.010000000016,7.55386565272501,True
978,48.95,1.38,48.41,5,341.911000000001,26.5774583679708,True
979,48.95,1.38,48.41,15,181.752095000004,93.2454251883746,True
980,48.95,1.38,48.41,10,601.600000000018,10.7731305449937,True
981,48.95,1.38,48.41,10,620.150000000018,9.80988593155895,True
982,48.95,1.38,48.41,15,287.426315000007,70.5597416576964,True
983,48.95,1.38,48.41,5,181.700000000006,96.4334557936231,True
984,48.95,1.38,48.41,15,643.587575000018,2.87944025834238,True
985,48.95,1.38,48.41,5,87.2000000000021,99.2491485881312,True
986,48.95,1.38,48.41,15,357.875795000009,18.4876210979548,True
987,48.95,1.38,48.41,5,401.431000000002,23.6008688423481,True
988,48.95,1.38,48.41,10,385.00000000001,25.6780735107732,True
989,48.95,1.38,48.41,10,263.800000000005,79.1381495564005,True
990,48.95,1.38,48.41,15,630.867530000017,3.14854682454254,True
991,48.95,1.38,48.41,5,390.519000000002,23.9762945482825,True
992,48.95,1.38,48.41,15,564.331910000015,5.9203444564048,True
993,48.95,1.38,48.41,5,831.690999999985,1.39711994851303,True
994,48.95,1.38,48.41,5,428.215000000001,21.8846370437908,True
995,48.95,1.38,48.41,15,592.707395000016,4.49407965554364,True
996,48.95,1.38,48.41,5,154.400000000005,97.6669973988362,True
997,48.95,1.38,48.41,15,240.459995000006,90.0968783638321,True
998,48.95,1.38,48.41,10,301.600000000007,58.555133079848,True
999,48.95,1.38,48.41,10,72.3999999999983,98.7325728770596,True
1000,48.95,1.38,48.41,10,392.80000000001,24.5880861850444,True
1001,48.95,1.38,48.41,15,179.795165000004,93.2723358449946,True
1002,48.95,1.38,48.41,15,45.7454600000002,99.3541442411195,True
1003,48.95,1.38,48.41,10,733.710000000016,7.22433460076046,True
1004,48.95,1.38,48.41,5,577.014999999995,12.2576492987584,True
1005,48.95,1.38,48.41,5,271.77500000001,34.8636400203803,True
1006,48.95,1.38,48.41,10,222.400000000004,91.3054499366286,True
1007,48.95,1.38,48.41,10,810.530000000014,3.52344740177447,True
1008,48.95,1.38,48.41,5,327.031000000001,27.6769193639216,True
1009,48.95,1.38,48.41,5,570.070999999995,12.7135233702502,True
1010,48.95,1.38,48.41,5,71.6000000000015,99.3832291973935,True
1011,48.95,1.38,48.41,10,288.400000000006,63.7769328263625,True
1012,48.95,1.38,48.41,5,133.400000000004,98.6591939073772,True
1013,48.95,1.38,48.41,10,101.799999999999,97.490494296578,True
1014,48.95,1.38,48.41,10,670.250000000017,9.15082382762993,True
1015,48.95,1.38,48.41,15,26.17616,99.97308934338,True
1016,48.95,1.38,48.41,5,200.900000000006,95.7362366254593,True
1017,48.95,1.38,48.41,5,725.814999999989,5.98267678528338,True
1018,48.95,1.38,48.41,5,762.518999999988,4.48097396154572,True
1019,48.95,1.38,48.41,10,188.800000000002,94.0684410646388,True
1020,48.95,1.38,48.41,5,653.398999999992,8.79836957979135,True
1021,48.95,1.38,48.41,10,407.200000000011,23.2953105196451,True
1022,48.95,1.38,48.41,5,563.126999999995,12.9816845887748,True
1023,48.95,1.38,48.41,5,272.00000000001,34.8100077766754,True
1024,48.95,1.38,48.41,15,302.103290000008,55.3821313240043,True
1025,48.95,1.38,48.41,5,803.090999999986,2.8720066503982,True
1026,48.95,1.38,48.41,5,235.700000000008,86.1628811241319,True
1027,48.95,1.38,48.41,15,535.956425000014,7.83100107642627,True
1028,48.95,1.38,48.41,5,81.2000000000019,99.3295969536886,True
1029,48.95,1.38,48.41,5,332.983000000001,27.0333324394627,True
1030,48.95,1.38,48.41,15,473.334665000013,10.9526372443488,True
1031,48.95,1.38,48.41,10,425.200000000011,22.5095057034221,True
1032,48.95,1.38,48.41,5,152.300000000005,97.7206296425412,True
1033,48.95,1.38,48.41,10,56.7999999999985,99.6197718631179,True
1034,48.95,1.38,48.41,15,25.197695,100.0,True
1035,48.95,1.38,48.41,5,445.079,20.6510954385777,True
1036,48.95,1.38,48.41,5,246.500000000008,77.8766994717224,True
1037,48.95,1.38,48.41,15,554.547260000015,6.5931108719053,True
1038,48.95,1.38,48.41,5,86.000000000002,99.2759647099837,True
1039,48.95,1.38,48.41,10,255.400000000005,83.2699619771863,True
1040,48.95,1.38,48.41,10,238.000000000004,88.2889733840304,True
1041,48.95,1.38,48.41,10,30.3999999999987,99.8986058301648,True
1042,48.95,1.38,48.41,5,366.711000000002,25.3171006409054,True
1043,48.95,1.38,48.41,10,156.400000000001,95.10773130545,True
1044,48.95,1.38,48.41,10,151.000000000001,95.4372623574145,True
1045,48.95,1.38,48.41,10,239.800000000004,87.9847908745247,True
1046,48.95,1.38,48.41,10,765.440000000015,6.53992395437269,True
1047,48.95,1.38,48.41,15,570.202700000015,5.35522066738433,True
1048,48.95,1.38,48.41,5,112.700000000003,98.8200906384919,True
1049,48.95,1.38,48.41,15,424.411415000011,14.7739504843918,True
1050,48.95,1.38,48.41,5,226.100000000007,92.0356118098201,True
1051,48.95,1.38,48.41,10,38.1999999999986,99.8479087452471,True
1052,48.95,1.38,48.41,10,430.000000000012,22.3574144486692,True
1053,48.95,1.38,48.41,10,547.000000000016,14.0937896070976,True
1054,48.95,1.38,48.41,5,765.494999999988,4.37370947413585,True
1055,48.95,1.38,48.41,5,117.800000000003,98.7932745166395,True
1056,48.95,1.38,48.41,10,326.800000000008,40.9885931558936,True
1057,48.95,1.38,48.41,15,548.676470000015,6.75457481162543,True
1058,48.95,1.38,48.41,10,708.660000000016,7.83269961977189,True
1059,48.95,1.38,48.41,15,91.7333150000015,97.3358449946179,True
1060,48.95,1.38,48.41,10,102.999999999999,97.4397972116604,True
1061,48.95,1.38,48.41,5,691.09499999999,7.29666675605379,True
1062,48.95,1.38,48.41,10,577.600000000017,12.319391634981,True
1063,48.95,1.38,48.41,10,400.000000000011,23.7515842839037,True
1064,48.95,1.38,48.41,10,181.000000000002,94.5500633713561,True
1065,48.95,1.38,48.41,10,633.510000000018,9.40430925221805,True
1066,48.95,1.38,48.41,10,340.000000000008,31.9898605830165,True
1067,48.95,1.38,48.41,5,163.700000000005,97.1038588399347,True
1068,48.95,1.38,48.41,15,331.457240000008,24.8654467168999,True
1069,48.95,1.38,48.41,10,122.2,96.8060836501902,True
1070,48.95,1.38,48.41,5,114.500000000003,98.7932745166395,True
1071,48.95,1.38,48.41,10,208.000000000003,92.5475285171103,True
1072,48.95,1.38,48.41,5,355.799000000001,25.8534230779545,True
1073,48.95,1.38,48.41,5,138.500000000004,98.5787455418198,True
1074,48.95,1.38,48.41,5,298.263,29.5808640154461,True
1075,48.95,1.38,48.41,5,177.800000000006,96.6211686465904,True
1076,48.95,1.38,48.41,15,28.13309,99.8923573735199,True
1077,48.95,1.38,48.41,10,485.200000000014,18.555133079848,True
1078,48.95,1.38,48.41,10,393.40000000001,24.5373891001267,True
1079,48.95,1.38,48.41,10,73.5999999999983,98.681875792142,True
1080,48.95,1.38,48.41,10,512.200000000015,16.2230671736375,True
1081,48.95,1.38,48.41,15,458.657690000012,11.3562970936491,True
1082,48.95,1.38,48.41,10,332.200000000008,36.8060836501902,True
1083,48.95,1.38,48.41,15,101.517965000002,96.9590958019376,True
1084,48.95,1.38,48.41,5,801.790999999986,2.89882277225069,True
1085,48.95,1.38,48.41,10,492.400000000014,17.8707224334601,True
1086,48.95,1.38,48.41,5,484.758999999998,17.4867930599877,True
1087,48.95,1.38,48.41,10,203.800000000003,92.7756653992395,True
1088,48.95,1.38,48.41,10,233.200000000004,89.531051964512,True
1089,48.95,1.38,48.41,5,233.000000000008,88.8176771875252,True
1090,48.95,1.38,48.41,10,742.060000000015,6.97084917617242,True
1091,48.95,1.38,48.41,5,283.025000000012,30.8948539862165,True
1092,48.95,1.38,48.41,5,124.400000000004,98.766458394787,True
1093,48.95,1.38,48.41,10,467.200000000013,19.6704689480355,True
1094,48.95,1.38,48.41,15,308.952545000008,44.7793326157159,True
1095,48.95,1.38,48.41,10,317.800000000007,50.9505703422054,True
1096,48.95,1.38,48.41,15,696.586175000019,1.18406889128096,True
1097,48.95,1.38,48.41,5,141.800000000004,98.3642165670001,True
1098,48.95,1.38,48.41,15,218.933765000005,91.7384284176534,True
1099,48.95,1.38,48.41,5,860.290999999984,0.297658952562254,True
1100,48.95,1.38,48.41,10,337.000000000008,34.6514575411914,True
1101,48.95,1.38,48.41,15,422.454485000011,15.016146393972,True
1102,48.95,1.38,48.41,10,395.20000000001,24.3346007604563,True
1103,48.95,1.38,48.41,5,201.200000000006,95.7362366254593,True
1104,48.95,1.38,48.41,5,542.294999999996,13.812984366201,True
1105,48.95,1.38,48.41,15,142.613495000003,95.1829924650162,True
1106,48.95,1.38,48.41,5,509.558999999998,15.341503311791,True
1107,48.95,1.38,48.41,15,417.562160000011,15.2314316469322,True
1108,48.95,1.38,48.41,15,460.614620000012,11.275565123789,True
1109,48.95,1.38,48.41,10,257.800000000005,81.8250950570343,True
1110,48.95,1.38,48.41,5,633.558999999993,9.25424365128321,True
1111,48.95,1.38,48.41,10,194.200000000003,93.2065906210393,True
1112,48.95,1.38,48.41,10,516.400000000015,15.766793409379,True
1113,48.95,1.38,48.41,15,660.221480000018,2.52960172228205,True
1114,48.95,1.38,48.41,10,433.600000000012,22.0532319391635,True
1115,48.95,1.38,48.41,5,122.000000000003,98.766458394787,True
1116,48.95,1.38,48.41,15,468.442340000012,11.0602798708289,True
1117,48.95,1.38,48.41,10,580.000000000017,12.1419518377694,True
1118,48.95,1.38,48.41,15,465.506945000012,11.1141011840689,True
1119,48.95,1.38,48.41,15,375.48816500001,17.3035522066739,True
1120,48.95,1.38,48.41,10,599.200000000018,10.8745247148289,True
1121,48.95,1.38,48.41,5,66.5000000000014,99.4368614410985,True
1122,48.95,1.38,48.41,5,637.526999999993,9.14697916387335,True
1123,48.95,1.38,48.41,5,564.118999999995,12.9548684669223,True
1124,48.95,1.38,48.41,10,336.400000000008,34.8542458808619,True
1125,48.95,1.38,48.41,5,149.300000000005,97.9083424955083,True
1126,48.95,1.38,48.41,5,293.303,29.929473599528,True
1127,48.95,1.38,48.41,5,211.700000000007,95.1194658228527,True
1128,48.95,1.38,48.41,5,248.000000000008,75.7045936016734,True
1129,48.95,1.38,48.41,5,732.758999999989,5.79496393231613,True
1130,48.95,1.38,48.41,10,98.1999999999991,97.6425855513308,True
1131,48.95,1.38,48.41,10,211.600000000003,92.2686945500634,True
1132,48.95,1.38,48.41,10,298.000000000007,59.1888466413181,True
1133,48.95,1.38,48.41,5,254.225000000009,64.5759030329034,True
1134,48.95,1.38,48.41,5,110.000000000003,98.9005390040493,True
1135,48.95,1.38,48.41,10,243.400000000005,87.1989860583017,True
1136,48.95,1.38,48.41,10,48.3999999999985,99.7972116603296,True
1137,48.95,1.38,48.41,5,163.400000000005,97.1038588399347,True
1138,48.95,1.38,48.41,10,442.600000000012,21.4195183776933,True
1139,48.95,1.38,48.41,10,116.2,97.0595690747782,True
1140,48.95,1.38,48.41,10,234.400000000004,89.1508238276299,True
1141,48.95,1.38,48.41,15,81.9486650000013,97.9009687836384,True
1142,48.95,1.38,48.41,10,212.800000000003,92.2433460076046,True
1143,48.95,1.38,48.41,10,608.800000000018,10.3422053231939,True
1144,48.95,1.38,48.41,5,466.902999999999,18.6935185433482,True
1145,48.95,1.38,48.41,10,753.750000000015,6.59062103929028,True
1146,48.95,1.38,48.41,5,126.500000000004,98.7396422729346,True
1147,48.95,1.38,48.41,5,579.990999999995,12.0431203239388,True
1148,48.95,1.38,48.41,10,548.800000000016,13.9416983523448,True
1149,48.95,1.38,48.41,10,66.9999999999984,99.0114068441065,True
1150,48.95,1.38,48.41,5,247.700000000008,76.7236062320668,True
1151,48.95,1.38,48.41,5,584.950999999995,11.7749591054142,True
1152,48.95,1.38,48.41,10,604.000000000018,10.6210392902408,True
1153,48.95,1.38,48.41,15,67.2716900000008,98.4930032292788,True
1154,48.95,1.38,48.41,5,157.700000000005,97.479284545869,True
1155,48.95,1.38,48.41,15,110.324150000002,96.313240043057,True
1156,48.95,1.38,48.41,15,462.571550000012,11.141011840689,True
1157,48.95,1.38,48.41,5,858.990999999984,0.351291196267235,True
1158,48.95,1.38,48.41,10,384.40000000001,25.703422053232,True
1159,48.95,1.38,48.41,5,349.847000000001,26.1484004183315,True
1160,48.95,1.38,48.41,5,640.502999999992,9.09334692016846,True
1161,48.95,1.38,48.41,5,68.9000000000015,99.410045319246,True
1162,48.95,1.38,48.41,5,259.850000000009,57.4428146201496,True
1163,48.95,1.38,48.41,5,708.95099999999,6.54581534418491,True
1164,48.95,1.38,48.41,10,72.9999999999983,98.7072243346008,True
1165,48.95,1.38,48.41,5,115.400000000003,98.7932745166395,True
1166,48.95,1.38,48.41,15,733.126175000018,0.0807319698600676,True
1167,48.95,1.38,48.41,5,98.3000000000026,99.0882518570165,True
1168,48.95,1.38,48.41,10,123.4,96.6793409378961,True
1169,48.95,1.38,48.41,5,534.358999999997,14.107961706578,True
1170,48.95,1.38,48.41,10,607.600000000018,10.4942965779468,True
1171,48.95,1.38,48.41,5,55.1000000000009,99.5441259285082,True
1172,48.95,1.38,48.41,10,577.000000000017,12.3447401774398,True
1173,48.95,1.38,48.41,15,466.485410000012,11.1141011840689,True
1174,48.95,1.38,48.41,5,857.690999999984,0.351291196267235,True
1175,48.95,1.38,48.41,5,660.342999999992,8.47657611756194,True
1176,48.95,1.38,48.41,10,586.600000000018,11.8124207858048,True
1177,48.95,1.38,48.41,10,152.200000000001,95.2598225602029,True
1178,48.95,1.38,48.41,15,42.8100650000001,99.4348762109795,True
1179,48.95,1.38,48.41,5,26.2999999999998,99.9731838781476,True
1180,48.95,1.38,48.41,10,431.200000000012,22.3574144486692,True
1181,48.95,1.38,48.41,5,280.775000000011,31.6457053980853,True
1182,48.95,1.38,48.41,10,655.220000000018,9.22686945500636,True
1183,48.95,1.38,48.41,15,388.20821000001,16.5500538213133,True
1184,48.95,1.38,48.41,10,90.9999999999989,97.8960709759189,True
1185,48.95,1.38,48.41,10,86.1999999999987,98.0481622306718,True
1186,48.95,1.38,48.41,5,853.790999999985,0.619452414791758,True
1187,48.95,1.38,48.41,5,409.367000000001,23.1181786490038,True
1188,48.95,1.38,48.41,5,65.3000000000013,99.4368614410985,True
1189,48.95,1.38,48.41,10,68.1999999999983,98.9860583016477,True
